♠3,♦7,♥5,♠J,♣5 | Pair
♦7,♠T,♣2,♦A,♦T | Pair
♦7,♠T,♣2,♣5,♦T | Pair
♦7,♠T,♣2,♠8,♦T | Pair
♦7,♠T,♣2,♦3,♦T | Pair
♦7,♠T,♣2,♥Q,♦T | Pair
♦7,♠T,♣2,♥Q,♣Q | Pair
♦7,♠T,♣2,♦T,♣Q | Pair
♦7,♠T,♦A,♣5,♦T | Pair
♦7,♠T,♦A,♠8,♦T | Pair
♦7,♠T,♦A,♦3,♦T | Pair
♦7,♠T,♦A,♥Q,♦T | Pair
♦7,♠T,♦A,♥Q,♣Q | Pair
♦7,♠T,♦A,♦T,♣Q | Pair
♦7,♠T,♣5,♠8,♦T | Pair
♦7,♠T,♣5,♦3,♦T | Pair
♦7,♠T,♣5,♥Q,♦T | Pair
♦7,♠T,♣5,♥Q,♣Q | Pair
♦7,♠T,♣5,♦T,♣Q | Pair
♦7,♠T,♠8,♦3,♦T | Pair
♦7,♠T,♠8,♥Q,♦T | Pair
♦7,♠T,♠8,♥Q,♣Q | Pair
♦7,♠T,♠8,♦T,♣Q | Pair
♦7,♠T,♦3,♥Q,♦T | Pair
♦7,♠T,♦3,♥Q,♣Q | Pair
♦7,♠T,♦3,♦T,♣Q | Pair
♦7,♠T,♥Q,♦T,♣Q | Two Pairs
♦7,♠Q,♣2,♦A,♥Q | Pair
♦7,♠Q,♣2,♦A,♣Q | Pair
♦7,♠Q,♣2,♣5,♥Q | Pair
♦7,♠Q,♣2,♣5,♣Q | Pair
♦7,♠Q,♣2,♠8,♥Q | Pair
♦7,♠Q,♣2,♠8,♣Q | Pair
♦7,♠Q,♣2,♦3,♥Q | Pair
♦7,♠Q,♣2,♦3,♣Q | Pair
♦7,♠Q,♣2,♥Q,♦T | Pair
♦7,♠Q,♣2,♥Q,♣Q | Full House
♦7,♠Q,♣2,♦T,♣Q | Pair
♦7,♠Q,♦A,♣5,♥Q | Pair
♦7,♠Q,♦A,♣5,♣Q | Pair
♦7,♠Q,♦A,♠8,♥Q | Pair
♦7,♠Q,♦A,♠8,♣Q | Pair
♦7,♠Q,♦A,♦3,♥Q | Pair
♦7,♠Q,♦A,♦3,♣Q | Pair
♦7,♠Q,♦A,♥Q,♦T | Pair
♦7,♠Q,♦A,♥Q,♣Q | Full House
♦7,♠Q,♦A,♦T,♣Q | Pair
♦7,♠Q,♣5,♠8,♥Q | Pair
♦7,♠Q,♣5,♠8,♣Q | Pair
♦7,♠Q,♣5,♦3,♥Q | Pair
♦7,♠Q,♣5,♦3,♣Q | Pair
♦7,♠Q,♣5,♥Q,♦T | Pair
♦7,♠Q,♣5,♥Q,♣Q | Full House
♦7,♠Q,♣5,♦T,♣Q | Pair
♦7,♠Q,♠8,♦3,♥Q | Pair
♦7,♠Q,♠8,♦3,♣Q | Pair
♦7,♠Q,♠8,♥Q,♦T | Pair
♦7,♠Q,♠8,♥Q,♣Q | Full House
♦7,♠Q,♠8,♦T,♣Q | Pair
♦7,♠Q,♦3,♥Q,♦T | Pair
♦7,♠Q,♦3,♥Q,♣Q | Full House
♦7,♠Q,♦3,♦T,♣Q | Pair
♦7,♠Q,♥Q,♦T,♣Q | Full House
♦7,♣2,♦A,♥Q,♣Q | Pair
♦7,♣2,♣5,♥Q,♣Q | Pair
♦7,♣2,♠8,♥Q,♣Q | Pair
♦7,♣2,♦3,♥Q,♣Q | Pair
♦7,♣2,♥Q,♦T,♣Q | Pair
♦7,♦A,♣5,♥Q,♣Q | Pair
♦7,♦A,♠8,♥Q,♣Q | Pair
♦7,♦A,♦3,♥Q,♣Q | Pair
♦7,♦A,♥Q,♦T,♣Q | Pair
♦7,♣5,♠8,♥Q,♣Q | Pair
♦7,♣5,♦3,♥Q,♣Q | Pair
♦7,♣5,♥Q,♦T,♣Q | Pair
♦7,♠8,♦3,♥Q,♣Q | Pair
♦7,♠8,♥Q,♦T,♣Q | Pair
♦7,♦3,♥Q,♦T,♣Q | Pair
♥5,♠J,♠T,♠Q,♣5 | Pair
♥5,♠J,♠T,♠Q,♥Q | Pair
♥5,♠J,♠T,♠Q,♦T | Pair
♥5,♠J,♠T,♠Q,♣Q | Pair
♥5,♠J,♠T,♣2,♣5 | Pair
♥5,♠J,♠T,♣2,♦T | Pair
♥5,♠J,♠T,♦A,♣5 | Pair
♥5,♠J,♠T,♦A,♦T | Pair
♥5,♠J,♠T,♣5,♠8 | Pair
♥5,♠J,♠T,♣5,♦3 | Pair
♥5,♠J,♠T,♣5,♥Q | Pair
♥5,♠J,♠T,♣5,♦T | Two Pairs
♥5,♠J,♠T,♣5,♣Q | Pair
♥5,♠J,♠T,♠8,♦T | Pair
♥5,♠J,♠T,♦3,♦T | Pair
♥5,♠J,♠T,♥Q,♦T | Pair
♥5,♠J,♠T,♥Q,♣Q | Pair
♥5,♠J,♠T,♦T,♣Q | Pair
♥5,♠J,♠Q,♣2,♣5 | Pair
♥5,♠J,♠Q,♣2,♥Q | Pair
♥5,♠J,♠Q,♣2,♣Q | Pair
♥5,♠J,♠Q,♦A,♣5 | Pair
♥5,♠J,♠Q,♦A,♥Q | Pair
♥5,♠J,♠Q,♦A,♣Q | Pair
♥5,♠J,♠Q,♣5,♠8 | Pair
♥5,♠J,♠Q,♣5,♦3 | Pair
♥5,♠J,♠Q,♣5,♥Q | Two Pairs
♥5,♠J,♠Q,♣5,♦T | Pair
♥5,♠J,♠Q,♣5,♣Q | Two Pairs
♥5,♠J,♠Q,♠8,♥Q | Pair
♥5,♠J,♠Q,♠8,♣Q | Pair
♥5,♠J,♠Q,♦3,♥Q | Pair
♥5,♠J,♠Q,♦3,♣Q | Pair
♥5,♠J,♠Q,♥Q,♦T | Pair
♥5,♠J,♠Q,♥Q,♣Q | Full House
♥5,♠J,♠Q,♦T,♣Q | Pair
♥5,♠J,♣2,♦A,♣5 | Pair
♥5,♠J,♣2,♣5,♠8 | Pair
♥5,♠J,♣2,♣5,♦3 | Pair
♥5,♠J,♣2,♣5,♥Q | Pair
♥5,♠J,♣2,♣5,♦T | Pair
♥5,♠J,♣2,♣5,♣Q | Pair
♥5,♠J,♣2,♥Q,♣Q | Pair
♥5,♠J,♦A,♣5,♠8 | Pair
♥5,♠J,♦A,♣5,♦3 | Pair
♥5,♠J,♦A,♣5,♥Q | Pair
♥5,♠J,♦A,♣5,♦T | Pair
♥5,♠J,♦A,♣5,♣Q | Pair
♥5,♠J,♦A,♥Q,♣Q | Pair
♥5,♠J,♣5,♠8,♦3 | Pair
♥5,♠J,♣5,♠8,♥Q | Pair
♥5,♠J,♣5,♠8,♦T | Pair
♥5,♠J,♣5,♠8,♣Q | Pair
♥5,♠J,♣5,♦3,♥Q | Pair
♥5,♠J,♣5,♦3,♦T | Pair
♥5,♠J,♣5,♦3,♣Q | Pair
♥5,♠J,♣5,♥Q,♦T | Pair
♥5,♠J,♣5,♥Q,♣Q | Two Pairs
♥5,♠J,♣5,♦T,♣Q | Pair
♥5,♠J,♠8,♥Q,♣Q | Pair
♥5,♠J,♦3,♥Q,♣Q | Pair
♥5,♠J,♥Q,♦T,♣Q | Pair
♥5,♠T,♠Q,♣2,♣5 | Pair
♥5,♠T,♠Q,♣2,♥Q | Pair
♥5,♠T,♠Q,♣2,♦T | Pair
♥5,♠T,♠Q,♣2,♣Q | Pair
♥5,♠T,♠Q,♦A,♣5 | Pair
♥5,♠T,♠Q,♦A,♥Q | Pair
♥5,♠T,♠Q,♦A,♦T | Pair
♥5,♠T,♠Q,♦A,♣Q | Pair
♥5,♠T,♠Q,♣5,♠8 | Pair
♥5,♠T,♠Q,♣5,♦3 | Pair
♥5,♠T,♠Q,♣5,♥Q | Two Pairs
♥5,♠T,♠Q,♣5,♦T | Two Pairs
♥5,♠T,♠Q,♣5,♣Q | Two Pairs
♥5,♠T,♠Q,♠8,♥Q | Pair
♥5,♠T,♠Q,♠8,♦T | Pair
♥5,♠T,♠Q,♠8,♣Q | Pair
♥5,♠T,♠Q,♦3,♥Q | Pair
♥5,♠T,♠Q,♦3,♦T | Pair
♥5,♠T,♠Q,♦3,♣Q | Pair
♥5,♠T,♠Q,♥Q,♦T | Two Pairs
♥5,♠T,♠Q,♥Q,♣Q | Full House
♥5,♠T,♠Q,♦T,♣Q | Two Pairs
♥5,♠T,♣2,♦A,♣5 | Pair
♥5,♠T,♣2,♦A,♦T | Pair
♥5,♠T,♣2,♣5,♠8 | Pair
♥5,♠T,♣2,♣5,♦3 | Pair
♥5,♠T,♣2,♣5,♥Q | Pair
♥5,♠T,♣2,♣5,♦T | Two Pairs
♥5,♠T,♣2,♣5,♣Q | Pair
♥5,♠T,♣2,♠8,♦T | Pair
♥5,♠T,♣2,♦3,♦T | Pair
♥5,♠T,♣2,♥Q,♦T | Pair
♥5,♠T,♣2,♥Q,♣Q | Pair
♥5,♠T,♣2,♦T,♣Q | Pair
♥5,♠T,♦A,♣5,♠8 | Pair
♥5,♠T,♦A,♣5,♦3 | Pair
♥5,♠T,♦A,♣5,♥Q | Pair
♥5,♠T,♦A,♣5,♦T | Two Pairs
♥5,♠T,♦A,♣5,♣Q | Pair
♥5,♠T,♦A,♠8,♦T | Pair
♥5,♠T,♦A,♦3,♦T | Pair
♥5,♠T,♦A,♥Q,♦T | Pair
♥5,♠T,♦A,♥Q,♣Q | Pair
♥5,♠T,♦A,♦T,♣Q | Pair
♥5,♠T,♣5,♠8,♦3 | Pair
♥5,♠T,♣5,♠8,♥Q | Pair
♥5,♠T,♣5,♠8,♦T | Two Pairs
♥5,♠T,♣5,♠8,♣Q | Pair
♥5,♠T,♣5,♦3,♥Q | Pair
♥5,♠T,♣5,♦3,♦T | Two Pairs
♥5,♠T,♣5,♦3,♣Q | Pair
♥5,♠T,♣5,♥Q,♦T | Two Pairs
♥5,♠T,♣5,♥Q,♣Q | Two Pairs
♥5,♠T,♣5,♦T,♣Q | Two Pairs
♥5,♠T,♠8,♦3,♦T | Pair
♥5,♠T,♠8,♥Q,♦T | Pair
♥5,♠T,♠8,♥Q,♣Q | Pair
♥5,♠T,♠8,♦T,♣Q | Pair
♥5,♠T,♦3,♥Q,♦T | Pair
♥5,♠T,♦3,♥Q,♣Q | Pair
♥5,♠T,♦3,♦T,♣Q | Pair
♥5,♠T,♥Q,♦T,♣Q | Two Pairs
♥5,♠Q,♣2,♦A,♣5 | Pair
♥5,♠Q,♣2,♦A,♥Q | Pair
♥5,♠Q,♣2,♦A,♣Q | Pair
♥5,♠Q,♣2,♣5,♠8 | Pair
♥5,♠Q,♣2,♣5,♦3 | Pair
♥5,♠Q,♣2,♣5,♥Q | Two Pairs
♥5,♠Q,♣2,♣5,♦T | Pair
♥5,♠Q,♣2,♣5,♣Q | Two Pairs
♥5,♠Q,♣2,♠8,♥Q | Pair
♥5,♠Q,♣2,♠8,♣Q | Pair
♥5,♠Q,♣2,♦3,♥Q | Pair
♥5,♠Q,♣2,♦3,♣Q | Pair
♥5,♠Q,♣2,♥Q,♦T | Pair
♥5,♠Q,♣2,♥Q,♣Q | Full House
♥5,♠Q,♣2,♦T,♣Q | Pair
♥5,♠Q,♦A,♣5,♠8 | Pair
♥5,♠Q,♦A,♣5,♦3 | Pair
♥5,♠Q,♦A,♣5,♥Q | Two Pairs
♥5,♠Q,♦A,♣5,♦T | Pair
♥5,♠Q,♦A,♣5,♣Q | Two Pairs
♥5,♠Q,♦A,♠8,♥Q | Pair
♥5,♠Q,♦A,♠8,♣Q | Pair
♥5,♠Q,♦A,♦3,♥Q | Pair
♥5,♠Q,♦A,♦3,♣Q | Pair
♥5,♠Q,♦A,♥Q,♦T | Pair
♥5,♠Q,♦A,♥Q,♣Q | Full House
♥5,♠Q,♦A,♦T,♣Q | Pair
♥5,♠Q,♣5,♠8,♦3 | Pair
♥5,♠Q,♣5,♠8,♥Q | Two Pairs
♥5,♠Q,♣5,♠8,♦T | Pair
♥5,♠Q,♣5,♠8,♣Q | Two Pairs
♥5,♠Q,♣5,♦3,♥Q | Two Pairs
♥5,♠Q,♣5,♦3,♦T | Pair
♥5,♠Q,♣5,♦3,♣Q | Two Pairs
♥5,♠Q,♣5,♥Q,♦T | Two Pairs
♥5,♠Q,♣5,♥Q,♣Q | Full House
♥5,♠Q,♣5,♦T,♣Q | Two Pairs
♥5,♠Q,♠8,♦3,♥Q | Pair
♥5,♠Q,♠8,♦3,♣Q | Pair
♥5,♠Q,♠8,♥Q,♦T | Pair
♥5,♠Q,♠8,♥Q,♣Q | Full House
♥5,♠Q,♠8,♦T,♣Q | Pair
♥5,♠Q,♦3,♥Q,♦T | Pair
♥5,♠Q,♦3,♥Q,♣Q | Full House
♥5,♠Q,♦3,♦T,♣Q | Pair
♥5,♠Q,♥Q,♦T,♣Q | Full House
♥5,♣2,♦A,♣5,♠8 | Pair
♥5,♣2,♦A,♣5,♦3 | Pair
♥5,♣2,♦A,♣5,♥Q | Pair
♥5,♣2,♦A,♣5,♦T | Pair
♥5,♣2,♦A,♣5,♣Q | Pair
♥5,♣2,♦A,♥Q,♣Q | Pair
♥5,♣2,♣5,♠8,♦3 | Pair
♥5,♣2,♣5,♠8,♥Q | Pair
♥5,♣2,♣5,♠8,♦T | Pair
♥5,♣2,♣5,♠8,♣Q | Pair
♥5,♣2,♣5,♦3,♥Q | Pair
♥5,♣2,♣5,♦3,♦T | Pair
♥5,♣2,♣5,♦3,♣Q | Pair
♥5,♣2,♣5,♥Q,♦T | Pair
♥5,♣2,♣5,♥Q,♣Q | Two Pairs
♥5,♣2,♣5,♦T,♣Q | Pair
♥5,♣2,♠8,♥Q,♣Q | Pair
♥5,♣2,♦3,♥Q,♣Q | Pair
♥5,♣2,♥Q,♦T,♣Q | Pair
♥5,♦A,♣5,♠8,♦3 | Pair
♥5,♦A,♣5,♠8,♥Q | Pair
♥5,♦A,♣5,♠8,♦T | Pair
♥5,♦A,♣5,♠8,♣Q | Pair
♥5,♦A,♣5,♦3,♥Q | Pair
♥5,♦A,♣5,♦3,♦T | Pair
♥5,♦A,♣5,♦3,♣Q | Pair
♥5,♦A,♣5,♥Q,♦T | Pair
♥5,♦A,♣5,♥Q,♣Q | Two Pairs
♥5,♦A,♣5,♦T,♣Q | Pair
♥5,♦A,♠8,♥Q,♣Q | Pair
♥5,♦A,♦3,♥Q,♣Q | Pair
♥5,♦A,♥Q,♦T,♣Q | Pair
♥5,♣5,♠8,♦3,♥Q | Pair
♥5,♣5,♠8,♦3,♦T | Pair
♥5,♣5,♠8,♦3,♣Q | Pair
♥5,♣5,♠8,♥Q,♦T | Pair
♥5,♣5,♠8,♥Q,♣Q | Two Pairs
♥5,♣5,♠8,♦T,♣Q | Pair
♥5,♣5,♦3,♥Q,♦T | Pair
♥5,♣5,♦3,♥Q,♣Q | Two Pairs
♥5,♣5,♦3,♦T,♣Q | Pair
♥5,♣5,♥Q,♦T,♣Q | Two Pairs
♥5,♠8,♦3,♥Q,♣Q | Pair
♥5,♠8,♥Q,♦T,♣Q | Pair
♥5,♦3,♥Q,♦T,♣Q | Pair
♠J,♠T,♠Q,♣2,♥Q | Pair
♠J,♠T,♠Q,♣2,♦T | Pair
♠J,♠T,♠Q,♣2,♣Q | Pair
♠J,♠T,♠Q,♦A,♥Q | Pair
♠J,♠T,♠Q,♦A,♦T | Pair
♠J,♠T,♠Q,♦A,♣Q | Pair
♠J,♠T,♠Q,♣5,♥Q | Pair
♠J,♠T,♠Q,♣5,♦T | Pair
♠J,♠T,♠Q,♣5,♣Q | Pair
♠J,♠T,♠Q,♠8,♥Q | Pair
♠J,♠T,♠Q,♠8,♦T | Pair
♠J,♠T,♠Q,♠8,♣Q | Pair
♠J,♠T,♠Q,♦3,♥Q | Pair
♠J,♠T,♠Q,♦3,♦T | Pair
♠J,♠T,♠Q,♦3,♣Q | Pair
♠J,♠T,♠Q,♥Q,♦T | Two Pairs
♠J,♠T,♠Q,♥Q,♣Q | Full House
♠J,♠T,♠Q,♦T,♣Q | Two Pairs
♠J,♠T,♣2,♦A,♦T | Pair
♠J,♠T,♣2,♣5,♦T | Pair
♠J,♠T,♣2,♠8,♦T | Pair
♠J,♠T,♣2,♦3,♦T | Pair
♠J,♠T,♣2,♥Q,♦T | Pair
♠J,♠T,♣2,♥Q,♣Q | Pair
♠J,♠T,♣2,♦T,♣Q | Pair
♠J,♠T,♦A,♣5,♦T | Pair
♠J,♠T,♦A,♠8,♦T | Pair
♠J,♠T,♦A,♦3,♦T | Pair
♠J,♠T,♦A,♥Q,♦T | Pair
♠J,♠T,♦A,♥Q,♣Q | Pair
♠J,♠T,♦A,♦T,♣Q | Pair
♠J,♠T,♣5,♠8,♦T | Pair
♠J,♠T,♣5,♦3,♦T | Pair
♠J,♠T,♣5,♥Q,♦T | Pair
♠J,♠T,♣5,♥Q,♣Q | Pair
♠J,♠T,♣5,♦T,♣Q | Pair
♠J,♠T,♠8,♦3,♦T | Pair
♠J,♠T,♠8,♥Q,♦T | Pair
♠J,♠T,♠8,♥Q,♣Q | Pair
♠J,♠T,♠8,♦T,♣Q | Pair
♠J,♠T,♦3,♥Q,♦T | Pair
♠J,♠T,♦3,♥Q,♣Q | Pair
♠J,♠T,♦3,♦T,♣Q | Pair
♠J,♠T,♥Q,♦T,♣Q | Two Pairs
♠J,♠Q,♣2,♦A,♥Q | Pair
♠J,♠Q,♣2,♦A,♣Q | Pair
♠J,♠Q,♣2,♣5,♥Q | Pair
♠J,♠Q,♣2,♣5,♣Q | Pair
♠J,♠Q,♣2,♠8,♥Q | Pair
♠J,♠Q,♣2,♠8,♣Q | Pair
♠J,♠Q,♣2,♦3,♥Q | Pair
♠J,♠Q,♣2,♦3,♣Q | Pair
♠J,♠Q,♣2,♥Q,♦T | Pair
♠J,♠Q,♣2,♥Q,♣Q | Full House
♠J,♠Q,♣2,♦T,♣Q | Pair
♠J,♠Q,♦A,♣5,♥Q | Pair
♠J,♠Q,♦A,♣5,♣Q | Pair
♠J,♠Q,♦A,♠8,♥Q | Pair
♠J,♠Q,♦A,♠8,♣Q | Pair
♠J,♠Q,♦A,♦3,♥Q | Pair
♠J,♠Q,♦A,♦3,♣Q | Pair
♠J,♠Q,♦A,♥Q,♦T | Pair
♠J,♠Q,♦A,♥Q,♣Q | Full House
♠J,♠Q,♦A,♦T,♣Q | Pair
♠J,♠Q,♣5,♠8,♥Q | Pair
♠J,♠Q,♣5,♠8,♣Q | Pair
♠J,♠Q,♣5,♦3,♥Q | Pair
♠J,♠Q,♣5,♦3,♣Q | Pair
♠J,♠Q,♣5,♥Q,♦T | Pair
♠J,♠Q,♣5,♥Q,♣Q | Full House
♠J,♠Q,♣5,♦T,♣Q | Pair
♠J,♠Q,♠8,♦3,♥Q | Pair
♠J,♠Q,♠8,♦3,♣Q | Pair
♠J,♠Q,♠8,♥Q,♦T | Pair
♠J,♠Q,♠8,♥Q,♣Q | Full House
♠J,♠Q,♠8,♦T,♣Q | Pair
♠J,♠Q,♦3,♥Q,♦T | Pair
♠J,♠Q,♦3,♥Q,♣Q | Full House
♠J,♠Q,♦3,♦T,♣Q | Pair
♠J,♠Q,♥Q,♦T,♣Q | Full House
♠J,♣2,♦A,♥Q,♣Q | Pair
♠J,♣2,♣5,♥Q,♣Q | Pair
♠J,♣2,♠8,♥Q,♣Q | Pair
♠J,♣2,♦3,♥Q,♣Q | Pair
♠J,♣2,♥Q,♦T,♣Q | Pair
♠J,♦A,♣5,♥Q,♣Q | Pair
♠J,♦A,♠8,♥Q,♣Q | Pair
♠J,♦A,♦3,♥Q,♣Q | Pair
♠J,♦A,♥Q,♦T,♣Q | Pair
♠J,♣5,♠8,♥Q,♣Q | Pair
♠J,♣5,♦3,♥Q,♣Q | Pair
♠J,♣5,♥Q,♦T,♣Q | Pair
♠J,♠8,♦3,♥Q,♣Q | Pair
♠J,♠8,♥Q,♦T,♣Q | Pair
♠J,♦3,♥Q,♦T,♣Q | Pair
♠T,♠Q,♣2,♦A,♥Q | Pair
♠T,♠Q,♣2,♦A,♦T | Pair
♠T,♠Q,♣2,♦A,♣Q | Pair
♠T,♠Q,♣2,♣5,♥Q | Pair
♠T,♠Q,♣2,♣5,♦T | Pair
♠T,♠Q,♣2,♣5,♣Q | Pair
♠T,♠Q,♣2,♠8,♥Q | Pair
♠T,♠Q,♣2,♠8,♦T | Pair
♠T,♠Q,♣2,♠8,♣Q | Pair
♠T,♠Q,♣2,♦3,♥Q | Pair
♠T,♠Q,♣2,♦3,♦T | Pair
♠T,♠Q,♣2,♦3,♣Q | Pair
♠T,♠Q,♣2,♥Q,♦T | Two Pairs
♠T,♠Q,♣2,♥Q,♣Q | Full House
♠T,♠Q,♣2,♦T,♣Q | Two Pairs
♠T,♠Q,♦A,♣5,♥Q | Pair
♠T,♠Q,♦A,♣5,♦T | Pair
♠T,♠Q,♦A,♣5,♣Q | Pair
♠T,♠Q,♦A,♠8,♥Q | Pair
♠T,♠Q,♦A,♠8,♦T | Pair
♠T,♠Q,♦A,♠8,♣Q | Pair
♠T,♠Q,♦A,♦3,♥Q | Pair
♠T,♠Q,♦A,♦3,♦T | Pair
♠T,♠Q,♦A,♦3,♣Q | Pair
♠T,♠Q,♦A,♥Q,♦T | Two Pairs
♠T,♠Q,♦A,♥Q,♣Q | Full House
♠T,♠Q,♦A,♦T,♣Q | Two Pairs
♠T,♠Q,♣5,♠8,♥Q | Pair
♠T,♠Q,♣5,♠8,♦T | Pair
♠T,♠Q,♣5,♠8,♣Q | Pair
♠T,♠Q,♣5,♦3,♥Q | Pair
♠T,♠Q,♣5,♦3,♦T | Pair
♠T,♠Q,♣5,♦3,♣Q | Pair
♠T,♠Q,♣5,♥Q,♦T | Two Pairs
♠T,♠Q,♣5,♥Q,♣Q | Full House
♠T,♠Q,♣5,♦T,♣Q | Two Pairs
♠T,♠Q,♠8,♦3,♥Q | Pair
♠T,♠Q,♠8,♦3,♦T | Pair
♠T,♠Q,♠8,♦3,♣Q | Pair
♠T,♠Q,♠8,♥Q,♦T | Two Pairs
♠T,♠Q,♠8,♥Q,♣Q | Full House
♠T,♠Q,♠8,♦T,♣Q | Two Pairs
♠T,♠Q,♦3,♥Q,♦T | Two Pairs
♠T,♠Q,♦3,♥Q,♣Q | Full House
♠T,♠Q,♦3,♦T,♣Q | Two Pairs
♠T,♠Q,♥Q,♦T,♣Q | Full House
♠T,♣2,♦A,♣5,♦T | Pair
♠T,♣2,♦A,♠8,♦T | Pair
♠T,♣2,♦A,♦3,♦T | Pair
♠T,♣2,♦A,♥Q,♦T | Pair
♠T,♣2,♦A,♥Q,♣Q | Pair
♠T,♣2,♦A,♦T,♣Q | Pair
♠T,♣2,♣5,♠8,♦T | Pair
♠T,♣2,♣5,♦3,♦T | Pair
♠T,♣2,♣5,♥Q,♦T | Pair
♠T,♣2,♣5,♥Q,♣Q | Pair
♠T,♣2,♣5,♦T,♣Q | Pair
♠T,♣2,♠8,♦3,♦T | Pair
♠T,♣2,♠8,♥Q,♦T | Pair
♠T,♣2,♠8,♥Q,♣Q | Pair
♠T,♣2,♠8,♦T,♣Q | Pair
♠T,♣2,♦3,♥Q,♦T | Pair
♠T,♣2,♦3,♥Q,♣Q | Pair
♠T,♣2,♦3,♦T,♣Q | Pair
♠T,♣2,♥Q,♦T,♣Q | Two Pairs
♠T,♦A,♣5,♠8,♦T | Pair
♠T,♦A,♣5,♦3,♦T | Pair
♠T,♦A,♣5,♥Q,♦T | Pair
♠T,♦A,♣5,♥Q,♣Q | Pair
♠T,♦A,♣5,♦T,♣Q | Pair
♠T,♦A,♠8,♦3,♦T | Pair
♠T,♦A,♠8,♥Q,♦T | Pair
♠T,♦A,♠8,♥Q,♣Q | Pair
♠T,♦A,♠8,♦T,♣Q | Pair
♠T,♦A,♦3,♥Q,♦T | Pair
♠T,♦A,♦3,♥Q,♣Q | Pair
♠T,♦A,♦3,♦T,♣Q | Pair
♠T,♦A,♥Q,♦T,♣Q | Two Pairs
♠T,♣5,♠8,♦3,♦T | Pair
♠T,♣5,♠8,♥Q,♦T | Pair
♠T,♣5,♠8,♥Q,♣Q | Pair
♠T,♣5,♠8,♦T,♣Q | Pair
♠T,♣5,♦3,♥Q,♦T | Pair
♠T,♣5,♦3,♥Q,♣Q | Pair
♠T,♣5,♦3,♦T,♣Q | Pair
♠T,♣5,♥Q,♦T,♣Q | Two Pairs
♠T,♠8,♦3,♥Q,♦T | Pair
♠T,♠8,♦3,♥Q,♣Q | Pair
♠T,♠8,♦3,♦T,♣Q | Pair
♠T,♠8,♥Q,♦T,♣Q | Two Pairs
♠T,♦3,♥Q,♦T,♣Q | Two Pairs
♠Q,♣2,♦A,♣5,♥Q | Pair
♠Q,♣2,♦A,♣5,♣Q | Pair
♠Q,♣2,♦A,♠8,♥Q | Pair
♠Q,♣2,♦A,♠8,♣Q | Pair
♠Q,♣2,♦A,♦3,♥Q | Pair
♠Q,♣2,♦A,♦3,♣Q | Pair
♠Q,♣2,♦A,♥Q,♦T | Pair
♠Q,♣2,♦A,♥Q,♣Q | Full House
♠Q,♣2,♦A,♦T,♣Q | Pair
♠Q,♣2,♣5,♠8,♥Q | Pair
♠Q,♣2,♣5,♠8,♣Q | Pair
♠Q,♣2,♣5,♦3,♥Q | Pair
♠Q,♣2,♣5,♦3,♣Q | Pair
♠Q,♣2,♣5,♥Q,♦T | Pair
♠Q,♣2,♣5,♥Q,♣Q | Full House
♠Q,♣2,♣5,♦T,♣Q | Pair
♠Q,♣2,♠8,♦3,♥Q | Pair
♠Q,♣2,♠8,♦3,♣Q | Pair
♠Q,♣2,♠8,♥Q,♦T | Pair
♠Q,♣2,♠8,♥Q,♣Q | Full House
♠Q,♣2,♠8,♦T,♣Q | Pair
♠Q,♣2,♦3,♥Q,♦T | Pair
♠Q,♣2,♦3,♥Q,♣Q | Full House
♠Q,♣2,♦3,♦T,♣Q | Pair
♠Q,♣2,♥Q,♦T,♣Q | Full House
♠Q,♦A,♣5,♠8,♥Q | Pair
♠Q,♦A,♣5,♠8,♣Q | Pair
♠Q,♦A,♣5,♦3,♥Q | Pair
♠Q,♦A,♣5,♦3,♣Q | Pair
♠Q,♦A,♣5,♥Q,♦T | Pair
♠Q,♦A,♣5,♥Q,♣Q | Full House
♠Q,♦A,♣5,♦T,♣Q | Pair
♠Q,♦A,♠8,♦3,♥Q | Pair
♠Q,♦A,♠8,♦3,♣Q | Pair
♠Q,♦A,♠8,♥Q,♦T | Pair
♠Q,♦A,♠8,♥Q,♣Q | Full House
♠Q,♦A,♠8,♦T,♣Q | Pair
♠Q,♦A,♦3,♥Q,♦T | Pair
♠Q,♦A,♦3,♥Q,♣Q | Full House
♠Q,♦A,♦3,♦T,♣Q | Pair
♠Q,♦A,♥Q,♦T,♣Q | Full House
♠Q,♣5,♠8,♦3,♥Q | Pair
♠Q,♣5,♠8,♦3,♣Q | Pair
♠Q,♣5,♠8,♥Q,♦T | Pair
♠Q,♣5,♠8,♥Q,♣Q | Full House
♠Q,♣5,♠8,♦T,♣Q | Pair
♠Q,♣5,♦3,♥Q,♦T | Pair
♠Q,♣5,♦3,♥Q,♣Q | Full House
♠Q,♣5,♦3,♦T,♣Q | Pair
♠Q,♣5,♥Q,♦T,♣Q | Full House
♠Q,♠8,♦3,♥Q,♦T | Pair
♠Q,♠8,♦3,♥Q,♣Q | Full House
♠Q,♠8,♦3,♦T,♣Q | Pair
♠Q,♠8,♥Q,♦T,♣Q | Full House
♠Q,♦3,♥Q,♦T,♣Q | Full House
♣2,♦A,♣5,♥Q,♣Q | Pair
♣2,♦A,♠8,♥Q,♣Q | Pair
♣2,♦A,♦3,♥Q,♣Q | Pair
♣2,♦A,♥Q,♦T,♣Q | Pair
♣2,♣5,♠8,♥Q,♣Q | Pair
♣2,♣5,♦3,♥Q,♣Q | Pair
