♠Q,♠2,♥2,♣K,♣8 | Pair
♠Q,♥2,♣6,♦7,♠2 | Pair
♠Q,♥2,♣6,♦7,♠2 | Pair
♠Q,♥2,♦7,♦7,♠2 | Pair
♠Q,♥2,♦7,♦7,♠2 | Pair
♠Q,♣K,♣8,♥A,♥K | Pair
♠Q,♣K,♣8,♥A,♥K | Three Of A Kind
♠Q,♣K,♣8,♥A,♥K | Four Of A Kind
♠Q,♣K,♣8,♥A,♠6 | Pair
♠Q,♣K,♣8,♥A,♠6 | Three Of A Kind
♠Q,♣K,♣8,♥A,♦7 | Pair
♠Q,♣K,♣8,♥A,♦7 | Three Of A Kind
♠Q,♣K,♣8,♥A,♥5 | Pair
♠Q,♣K,♣8,♥A,♥5 | Three Of A Kind
♠Q,♣K,♣8,♥A,♣6 | Pair
♠Q,♣K,♣8,♥A,♣6 | Three Of A Kind
♠Q,♣K,♣8,♥A,♦7 | Pair
♠Q,♣K,♣8,♥A,♦7 | Three Of A Kind
♠Q,♣K,♣8,♥A,♦7 | Pair
♠Q,♣K,♣8,♥A,♦7 | Three Of A Kind
♠Q,♣K,♣8,♥A,♠2 | Pair
♠Q,♣K,♣8,♥A,♠2 | Three Of A Kind
♠Q,♣K,♣8,♥K,♠6 | Pair
♠Q,♣K,♣8,♥K,♠6 | Three Of A Kind
♠Q,♣K,♣8,♥K,♦7 | Pair
♠Q,♣K,♣8,♥K,♦7 | Three Of A Kind
♠Q,♣K,♣8,♥K,♥5 | Pair
♠Q,♣K,♣8,♥K,♥5 | Three Of A Kind
♠Q,♣K,♣8,♥K,♣6 | Pair
♠Q,♣K,♣8,♥K,♣6 | Three Of A Kind
♠Q,♣K,♣8,♥K,♦7 | Pair
♠Q,♣K,♣8,♥K,♦7 | Three Of A Kind
♠Q,♣K,♣8,♥K,♦7 | Pair
♠Q,♣K,♣8,♥K,♦7 | Three Of A Kind
♠Q,♣K,♣8,♥K,♠2 | Pair
♠Q,♣K,♣8,♥K,♠2 | Three Of A Kind
♠Q,♣K,♣8,♠6,♦7 | Pair
♠Q,♣K,♣8,♠6,♥5 | Pair
♠Q,♣K,♣8,♠6,♣6 | Pair
♠Q,♣K,♣8,♠6,♣6 | Pair
♠Q,♣K,♣8,♠6,♦7 | Pair
♠Q,♣K,♣8,♠6,♦7 | Pair
♠Q,♣K,♣8,♠6,♠2 | Pair
♠Q,♣K,♣8,♦7,♥5 | Pair
♠Q,♣K,♣8,♦7,♣6 | Pair
♠Q,♣K,♣8,♦7,♦7 | Pair
♠Q,♣K,♣8,♦7,♦7 | Pair
♠Q,♣K,♣8,♦7,♦7 | Pair
♠Q,♣K,♣8,♦7,♦7 | Pair
♠Q,♣K,♣8,♦7,♠2 | Pair
♠Q,♣K,♣8,♥5,♣6 | Pair
♠Q,♣K,♣8,♥5,♦7 | Pair
♠Q,♣K,♣8,♥5,♦7 | Pair
♠Q,♣K,♣8,♥5,♠2 | Pair
♠Q,♣K,♣8,♣6,♦7 | Pair
♠Q,♣K,♣8,♣6,♦7 | Pair
♠Q,♣K,♣8,♣6,♠2 | Pair
♠Q,♣K,♣8,♦7,♦7 | Pair
♠Q,♣K,♣8,♦7,♦7 | Pair
♠Q,♣K,♣8,♦7,♠2 | Pair
♠Q,♣K,♣8,♦7,♠2 | Pair
♠Q,♣K,♥A,♥K,♠6 | Pair
♠Q,♣K,♥A,♥K,♠6 | Three Of A Kind
♠Q,♣K,♥A,♥K,♠6 | Four Of A Kind
♠Q,♣K,♥A,♥K,♦7 | Pair
♠Q,♣K,♥A,♥K,♦7 | Three Of A Kind
♠Q,♣K,♥A,♥K,♦7 | Four Of A Kind
♠Q,♣K,♥A,♥K,♥5 | Pair
♠Q,♣K,♥A,♥K,♥5 | Three Of A Kind
♠Q,♣K,♥A,♥K,♥5 | Four Of A Kind
♠Q,♣K,♥A,♥K,♣6 | Pair
♠Q,♣K,♥A,♥K,♣6 | Three Of A Kind
♠Q,♣K,♥A,♥K,♣6 | Four Of A Kind
♠Q,♣K,♥A,♥K,♦7 | Pair
♠Q,♣K,♥A,♥K,♦7 | Three Of A Kind
♠Q,♣K,♥A,♥K,♦7 | Four Of A Kind
♠Q,♣K,♥A,♥K,♦7 | Pair
♠Q,♣K,♥A,♥K,♦7 | Three Of A Kind
♠Q,♣K,♥A,♥K,♦7 | Four Of A Kind
♠Q,♣K,♥A,♥K,♠2 | Pair
♠Q,♣K,♥A,♥K,♠2 | Three Of A Kind
♠Q,♣K,♥A,♥K,♠2 | Four Of A Kind
♠Q,♣K,♥A,♠6,♦7 | Pair
♠Q,♣K,♥A,♠6,♦7 | Three Of A Kind
♠Q,♣K,♥A,♠6,♥5 | Pair
♠Q,♣K,♥A,♠6,♥5 | Three Of A Kind
♠Q,♣K,♥A,♠6,♣6 | Pair
♠Q,♣K,♥A,♠6,♣6 | Three Of A Kind
♠Q,♣K,♥A,♠6,♣6 | Pair
♠Q,♣K,♥A,♠6,♦7 | Pair
♠Q,♣K,♥A,♠6,♦7 | Three Of A Kind
♠Q,♣K,♥A,♠6,♦7 | Pair
♠Q,♣K,♥A,♠6,♦7 | Three Of A Kind
♠Q,♣K,♥A,♠6,♠2 | Pair
♠Q,♣K,♥A,♠6,♠2 | Three Of A Kind
♠Q,♣K,♥A,♦7,♥5 | Pair
♠Q,♣K,♥A,♦7,♥5 | Three Of A Kind
♠Q,♣K,♥A,♦7,♣6 | Pair
♠Q,♣K,♥A,♦7,♣6 | Three Of A Kind
♠Q,♣K,♥A,♦7,♦7 | Pair
♠Q,♣K,♥A,♦7,♦7 | Three Of A Kind
♠Q,♣K,♥A,♦7,♦7 | Pair
♠Q,♣K,♥A,♦7,♦7 | Pair
♠Q,♣K,♥A,♦7,♦7 | Pair
♠Q,♣K,♥A,♦7,♦7 | Three Of A Kind
♠Q,♣K,♥A,♦7,♠2 | Pair
♠Q,♣K,♥A,♦7,♠2 | Three Of A Kind
♠Q,♣K,♥A,♥5,♣6 | Pair
♠Q,♣K,♥A,♥5,♣6 | Three Of A Kind
♠Q,♣K,♥A,♥5,♦7 | Pair
♠Q,♣K,♥A,♥5,♦7 | Three Of A Kind
♠Q,♣K,♥A,♥5,♦7 | Pair
♠Q,♣K,♥A,♥5,♦7 | Three Of A Kind
♠Q,♣K,♥A,♥5,♠2 | Pair
♠Q,♣K,♥A,♥5,♠2 | Three Of A Kind
♠Q,♣K,♥A,♣6,♦7 | Pair
♠Q,♣K,♥A,♣6,♦7 | Three Of A Kind
♠Q,♣K,♥A,♣6,♦7 | Pair
♠Q,♣K,♥A,♣6,♦7 | Three Of A Kind
♠Q,♣K,♥A,♣6,♠2 | Pair
♠Q,♣K,♥A,♣6,♠2 | Three Of A Kind
♠Q,♣K,♥A,♦7,♦7 | Pair
♠Q,♣K,♥A,♦7,♦7 | Three Of A Kind
♠Q,♣K,♥A,♦7,♦7 | Pair
♠Q,♣K,♥A,♦7,♠2 | Pair
♠Q,♣K,♥A,♦7,♠2 | Three Of A Kind
♠Q,♣K,♥A,♦7,♠2 | Pair
♠Q,♣K,♥A,♦7,♠2 | Three Of A Kind
♠Q,♣K,♥K,♠6,♦7 | Pair
♠Q,♣K,♥K,♠6,♦7 | Three Of A Kind
♠Q,♣K,♥K,♠6,♥5 | Pair
♠Q,♣K,♥K,♠6,♥5 | Three Of A Kind
♠Q,♣K,♥K,♠6,♣6 | Pair
♠Q,♣K,♥K,♠6,♣6 | Three Of A Kind
♠Q,♣K,♥K,♠6,♣6 | Pair
♠Q,♣K,♥K,♠6,♦7 | Pair
♠Q,♣K,♥K,♠6,♦7 | Three Of A Kind
♠Q,♣K,♥K,♠6,♦7 | Pair
♠Q,♣K,♥K,♠6,♦7 | Three Of A Kind
♠Q,♣K,♥K,♠6,♠2 | Pair
♠Q,♣K,♥K,♠6,♠2 | Three Of A Kind
♠Q,♣K,♥K,♦7,♥5 | Pair
♠Q,♣K,♥K,♦7,♥5 | Three Of A Kind
♠Q,♣K,♥K,♦7,♣6 | Pair
♠Q,♣K,♥K,♦7,♣6 | Three Of A Kind
♠Q,♣K,♥K,♦7,♦7 | Pair
♠Q,♣K,♥K,♦7,♦7 | Three Of A Kind
♠Q,♣K,♥K,♦7,♦7 | Pair
♠Q,♣K,♥K,♦7,♦7 | Pair
♠Q,♣K,♥K,♦7,♦7 | Three Of A Kind
♠Q,♣K,♥K,♦7,♦7 | Pair
♠Q,♣K,♥K,♦7,♠2 | Pair
♠Q,♣K,♥K,♦7,♠2 | Three Of A Kind
♠Q,♣K,♥K,♥5,♣6 | Pair
♠Q,♣K,♥K,♥5,♣6 | Three Of A Kind
♠Q,♣K,♥K,♥5,♦7 | Pair
♠Q,♣K,♥K,♥5,♦7 | Three Of A Kind
♠Q,♣K,♥K,♥5,♦7 | Pair
♠Q,♣K,♥K,♥5,♦7 | Three Of A Kind
♠Q,♣K,♥K,♥5,♠2 | Pair
♠Q,♣K,♥K,♥5,♠2 | Three Of A Kind
♠Q,♣K,♥K,♣6,♦7 | Pair
♠Q,♣K,♥K,♣6,♦7 | Three Of A Kind
♠Q,♣K,♥K,♣6,♦7 | Pair
♠Q,♣K,♥K,♣6,♦7 | Three Of A Kind
♠Q,♣K,♥K,♣6,♠2 | Pair
♠Q,♣K,♥K,♣6,♠2 | Three Of A Kind
♠Q,♣K,♥K,♦7,♦7 | Pair
♠Q,♣K,♥K,♦7,♦7 | Three Of A Kind
♠Q,♣K,♥K,♦7,♦7 | Pair
♠Q,♣K,♥K,♦7,♠2 | Pair
♠Q,♣K,♥K,♦7,♠2 | Three Of A Kind
♠Q,♣K,♥K,♦7,♠2 | Pair
♠Q,♣K,♥K,♦7,♠2 | Three Of A Kind
♠Q,♣K,♠6,♦7,♥5 | Pair
♠Q,♣K,♠6,♦7,♣6 | Pair
♠Q,♣K,♠6,♦7,♣6 | Pair
♠Q,♣K,♠6,♦7,♦7 | Pair
♠Q,♣K,♠6,♦7,♦7 | Pair
♠Q,♣K,♠6,♦7,♦7 | Pair
♠Q,♣K,♠6,♦7,♦7 | Pair
♠Q,♣K,♠6,♦7,♠2 | Pair
♠Q,♣K,♠6,♥5,♣6 | Pair
♠Q,♣K,♠6,♥5,♣6 | Pair
♠Q,♣K,♠6,♥5,♦7 | Pair
♠Q,♣K,♠6,♥5,♦7 | Pair
♠Q,♣K,♠6,♥5,♠2 | Pair
♠Q,♣K,♠6,♣6,♦7 | Pair
♠Q,♣K,♠6,♣6,♦7 | Pair
♠Q,♣K,♠6,♣6,♦7 | Pair
♠Q,♣K,♠6,♣6,♦7 | Pair
♠Q,♣K,♠6,♣6,♠2 | Pair
♠Q,♣K,♠6,♣6,♠2 | Pair
♠Q,♣K,♠6,♦7,♦7 | Pair
♠Q,♣K,♠6,♦7,♦7 | Pair
♠Q,♣K,♠6,♦7,♠2 | Pair
♠Q,♣K,♠6,♦7,♠2 | Pair
♠Q,♣K,♦7,♥5,♣6 | Pair
♠Q,♣K,♦7,♥5,♦7 | Pair
♠Q,♣K,♦7,♥5,♦7 | Pair
♠Q,♣K,♦7,♥5,♦7 | Pair
♠Q,♣K,♦7,♥5,♦7 | Pair
♠Q,♣K,♦7,♥5,♠2 | Pair
♠Q,♣K,♦7,♣6,♦7 | Pair
♠Q,♣K,♦7,♣6,♦7 | Pair
♠Q,♣K,♦7,♣6,♦7 | Pair
♠Q,♣K,♦7,♣6,♦7 | Pair
♠Q,♣K,♦7,♣6,♠2 | Pair
♠Q,♣K,♦7,♦7,♦7 | Pair
♠Q,♣K,♦7,♦7,♦7 | Pair
♠Q,♣K,♦7,♦7,♦7 | Three Of A Kind
♠Q,♣K,♦7,♦7,♠2 | Pair
♠Q,♣K,♦7,♦7,♠2 | Pair
♠Q,♣K,♦7,♦7,♠2 | Pair
♠Q,♣K,♦7,♦7,♠2 | Pair
♠Q,♣K,♥5,♣6,♦7 | Pair
♠Q,♣K,♥5,♣6,♦7 | Pair
♠Q,♣K,♥5,♣6,♠2 | Pair
♠Q,♣K,♥5,♦7,♦7 | Pair
♠Q,♣K,♥5,♦7,♦7 | Pair
♠Q,♣K,♥5,♦7,♠2 | Pair
♠Q,♣K,♥5,♦7,♠2 | Pair
♠Q,♣K,♣6,♦7,♦7 | Pair
♠Q,♣K,♣6,♦7,♦7 | Pair
♠Q,♣K,♣6,♦7,♠2 | Pair
♠Q,♣K,♣6,♦7,♠2 | Pair
♠Q,♣K,♦7,♦7,♠2 | Pair
♠Q,♣K,♦7,♦7,♠2 | Pair
♠Q,♣8,♥A,♥K,♠6 | Pair
♠Q,♣8,♥A,♥K,♠6 | Three Of A Kind
♠Q,♣8,♥A,♥K,♦7 | Pair
♠Q,♣8,♥A,♥K,♦7 | Three Of A Kind
♠Q,♣8,♥A,♥K,♥5 | Pair
♠Q,♣8,♥A,♥K,♥5 | Three Of A Kind
♠Q,♣8,♥A,♥K,♣6 | Pair
♠Q,♣8,♥A,♥K,♣6 | Three Of A Kind
♠Q,♣8,♥A,♥K,♦7 | Pair
♠Q,♣8,♥A,♥K,♦7 | Three Of A Kind
♠Q,♣8,♥A,♥K,♦7 | Pair
♠Q,♣8,♥A,♥K,♦7 | Three Of A Kind
♠Q,♣8,♥A,♥K,♠2 | Pair
♠Q,♣8,♥A,♥K,♠2 | Three Of A Kind
♠Q,♣8,♥A,♠6,♦7 | Pair
♠Q,♣8,♥A,♠6,♥5 | Pair
♠Q,♣8,♥A,♠6,♣6 | Pair
♠Q,♣8,♥A,♠6,♣6 | Pair
♠Q,♣8,♥A,♠6,♦7 | Pair
♠Q,♣8,♥A,♠6,♦7 | Pair
♠Q,♣8,♥A,♠6,♠2 | Pair
♠Q,♣8,♥A,♦7,♥5 | Pair
♠Q,♣8,♥A,♦7,♣6 | Pair
♠Q,♣8,♥A,♦7,♦7 | Pair
♠Q,♣8,♥A,♦7,♦7 | Pair
♠Q,♣8,♥A,♦7,♦7 | Pair
♠Q,♣8,♥A,♦7,♦7 | Pair
♠Q,♣8,♥A,♦7,♠2 | Pair
♠Q,♣8,♥A,♥5,♣6 | Pair
♠Q,♣8,♥A,♥5,♦7 | Pair
♠Q,♣8,♥A,♥5,♦7 | Pair
♠Q,♣8,♥A,♥5,♠2 | Pair
♠Q,♣8,♥A,♣6,♦7 | Pair
♠Q,♣8,♥A,♣6,♦7 | Pair
♠Q,♣8,♥A,♣6,♠2 | Pair
♠Q,♣8,♥A,♦7,♦7 | Pair
♠Q,♣8,♥A,♦7,♦7 | Pair
♠Q,♣8,♥A,♦7,♠2 | Pair
♠Q,♣8,♥A,♦7,♠2 | Pair
♠Q,♣8,♥K,♠6,♦7 | Pair
♠Q,♣8,♥K,♠6,♥5 | Pair
♠Q,♣8,♥K,♠6,♣6 | Pair
♠Q,♣8,♥K,♠6,♣6 | Pair
♠Q,♣8,♥K,♠6,♦7 | Pair
♠Q,♣8,♥K,♠6,♦7 | Pair
♠Q,♣8,♥K,♠6,♠2 | Pair
♠Q,♣8,♥K,♦7,♥5 | Pair
♠Q,♣8,♥K,♦7,♣6 | Pair
♠Q,♣8,♥K,♦7,♦7 | Pair
♠Q,♣8,♥K,♦7,♦7 | Pair
♠Q,♣8,♥K,♦7,♦7 | Pair
♠Q,♣8,♥K,♦7,♦7 | Pair
♠Q,♣8,♥K,♦7,♠2 | Pair
♠Q,♣8,♥K,♥5,♣6 | Pair
♠Q,♣8,♥K,♥5,♦7 | Pair
♠Q,♣8,♥K,♥5,♦7 | Pair
♠Q,♣8,♥K,♥5,♠2 | Pair
♠Q,♣8,♥K,♣6,♦7 | Pair
♠Q,♣8,♥K,♣6,♦7 | Pair
♠Q,♣8,♥K,♣6,♠2 | Pair
♠Q,♣8,♥K,♦7,♦7 | Pair
♠Q,♣8,♥K,♦7,♦7 | Pair
♠Q,♣8,♥K,♦7,♠2 | Pair
♠Q,♣8,♥K,♦7,♠2 | Pair
♠Q,♣8,♠6,♦7,♣6 | Pair
♠Q,♣8,♠6,♦7,♦7 | Pair
♠Q,♣8,♠6,♦7,♦7 | Pair
♠Q,♣8,♠6,♥5,♣6 | Pair
♠Q,♣8,♠6,♣6,♦7 | Pair
♠Q,♣8,♠6,♣6,♦7 | Pair
♠Q,♣8,♠6,♣6,♠2 | Pair
♠Q,♣8,♠6,♦7,♦7 | Pair
♠Q,♣8,♦7,♥5,♦7 | Pair
♠Q,♣8,♦7,♥5,♦7 | Pair
♠Q,♣8,♦7,♣6,♦7 | Pair
♠Q,♣8,♦7,♣6,♦7 | Pair
♠Q,♣8,♦7,♦7,♦7 | Pair
♠Q,♣8,♦7,♦7,♦7 | Three Of A Kind
♠Q,♣8,♦7,♦7,♠2 | Pair
♠Q,♣8,♦7,♦7,♠2 | Pair
♠Q,♣8,♥5,♦7,♦7 | Pair
♠Q,♣8,♣6,♦7,♦7 | Pair
♠Q,♣8,♦7,♦7,♠2 | Pair
♠Q,♥A,♥K,♠6,♦7 | Pair
♠Q,♥A,♥K,♠6,♦7 | Three Of A Kind
♠Q,♥A,♥K,♠6,♥5 | Pair
♠Q,♥A,♥K,♠6,♥5 | Three Of A Kind
♠Q,♥A,♥K,♠6,♣6 | Pair
♠Q,♥A,♥K,♠6,♣6 | Three Of A Kind
♠Q,♥A,♥K,♠6,♣6 | Pair
♠Q,♥A,♥K,♠6,♦7 | Pair
♠Q,♥A,♥K,♠6,♦7 | Three Of A Kind
♠Q,♥A,♥K,♠6,♦7 | Pair
♠Q,♥A,♥K,♠6,♦7 | Three Of A Kind
♠Q,♥A,♥K,♠6,♠2 | Pair
♠Q,♥A,♥K,♠6,♠2 | Three Of A Kind
♠Q,♥A,♥K,♦7,♥5 | Pair
♠Q,♥A,♥K,♦7,♥5 | Three Of A Kind
♠Q,♥A,♥K,♦7,♣6 | Pair
♠Q,♥A,♥K,♦7,♣6 | Three Of A Kind
♠Q,♥A,♥K,♦7,♦7 | Pair
♠Q,♥A,♥K,♦7,♦7 | Three Of A Kind
♠Q,♥A,♥K,♦7,♦7 | Pair
♠Q,♥A,♥K,♦7,♦7 | Pair
♠Q,♥A,♥K,♦7,♦7 | Three Of A Kind
♠Q,♥A,♥K,♦7,♦7 | Pair
♠Q,♥A,♥K,♦7,♠2 | Pair
♠Q,♥A,♥K,♦7,♠2 | Three Of A Kind
♠Q,♥A,♥K,♥5,♣6 | Pair
♠Q,♥A,♥K,♥5,♣6 | Three Of A Kind
♠Q,♥A,♥K,♥5,♦7 | Pair
♠Q,♥A,♥K,♥5,♦7 | Three Of A Kind
♠Q,♥A,♥K,♥5,♦7 | Pair
♠Q,♥A,♥K,♥5,♦7 | Three Of A Kind
♠Q,♥A,♥K,♥5,♠2 | Pair
♠Q,♥A,♥K,♥5,♠2 | Three Of A Kind
♠Q,♥A,♥K,♣6,♦7 | Pair
♠Q,♥A,♥K,♣6,♦7 | Three Of A Kind
♠Q,♥A,♥K,♣6,♦7 | Pair
♠Q,♥A,♥K,♣6,♦7 | Three Of A Kind
♠Q,♥A,♥K,♣6,♠2 | Pair
♠Q,♥A,♥K,♣6,♠2 | Three Of A Kind
♠Q,♥A,♥K,♦7,♦7 | Pair
♠Q,♥A,♥K,♦7,♦7 | Three Of A Kind
♠Q,♥A,♥K,♦7,♦7 | Pair
♠Q,♥A,♥K,♦7,♠2 | Pair
♠Q,♥A,♥K,♦7,♠2 | Three Of A Kind
♠Q,♥A,♥K,♦7,♠2 | Pair
♠Q,♥A,♥K,♦7,♠2 | Three Of A Kind
♠Q,♥A,♠6,♦7,♥5 | Pair
♠Q,♥A,♠6,♦7,♣6 | Pair
♠Q,♥A,♠6,♦7,♣6 | Pair
♠Q,♥A,♠6,♦7,♦7 | Pair
♠Q,♥A,♠6,♦7,♦7 | Pair
♠Q,♥A,♠6,♦7,♦7 | Pair
♠Q,♥A,♠6,♦7,♦7 | Pair
♠Q,♥A,♠6,♦7,♠2 | Pair
♠Q,♥A,♠6,♥5,♣6 | Pair
♠Q,♥A,♠6,♥5,♣6 | Pair
♠Q,♥A,♠6,♥5,♦7 | Pair
♠Q,♥A,♠6,♥5,♦7 | Pair
♠Q,♥A,♠6,♥5,♠2 | Pair
♠Q,♥A,♠6,♣6,♦7 | Pair
♠Q,♥A,♠6,♣6,♦7 | Pair
♠Q,♥A,♠6,♣6,♦7 | Pair
♠Q,♥A,♠6,♣6,♦7 | Pair
♠Q,♥A,♠6,♣6,♠2 | Pair
♠Q,♥A,♠6,♣6,♠2 | Pair
♠Q,♥A,♠6,♦7,♦7 | Pair
♠Q,♥A,♠6,♦7,♦7 | Pair
♠Q,♥A,♠6,♦7,♠2 | Pair
♠Q,♥A,♠6,♦7,♠2 | Pair
♠Q,♥A,♦7,♥5,♣6 | Pair
♠Q,♥A,♦7,♥5,♦7 | Pair
♠Q,♥A,♦7,♥5,♦7 | Pair
♠Q,♥A,♦7,♥5,♦7 | Pair
♠Q,♥A,♦7,♥5,♦7 | Pair
♠Q,♥A,♦7,♥5,♠2 | Pair
♠Q,♥A,♦7,♣6,♦7 | Pair
♠Q,♥A,♦7,♣6,♦7 | Pair
♠Q,♥A,♦7,♣6,♦7 | Pair
♠Q,♥A,♦7,♣6,♦7 | Pair
♠Q,♥A,♦7,♣6,♠2 | Pair
♠Q,♥A,♦7,♦7,♦7 | Pair
♠Q,♥A,♦7,♦7,♦7 | Pair
♠Q,♥A,♦7,♦7,♦7 | Three Of A Kind
♠Q,♥A,♦7,♦7,♠2 | Pair
♠Q,♥A,♦7,♦7,♠2 | Pair
♠Q,♥A,♦7,♦7,♠2 | Pair
♠Q,♥A,♦7,♦7,♠2 | Pair
♠Q,♥A,♥5,♣6,♦7 | Pair
♠Q,♥A,♥5,♣6,♦7 | Pair
♠Q,♥A,♥5,♣6,♠2 | Pair
♠Q,♥A,♥5,♦7,♦7 | Pair
♠Q,♥A,♥5,♦7,♦7 | Pair
♠Q,♥A,♥5,♦7,♠2 | Pair
♠Q,♥A,♥5,♦7,♠2 | Pair
♠Q,♥A,♣6,♦7,♦7 | Pair
♠Q,♥A,♣6,♦7,♦7 | Pair
♠Q,♥A,♣6,♦7,♠2 | Pair
♠Q,♥A,♣6,♦7,♠2 | Pair
♠Q,♥A,♦7,♦7,♠2 | Pair
♠Q,♥A,♦7,♦7,♠2 | Pair
♠Q,♥K,♠6,♦7,♥5 | Pair
♠Q,♥K,♠6,♦7,♣6 | Pair
♠Q,♥K,♠6,♦7,♣6 | Pair
♠Q,♥K,♠6,♦7,♦7 | Pair
♠Q,♥K,♠6,♦7,♦7 | Pair
♠Q,♥K,♠6,♦7,♦7 | Pair
♠Q,♥K,♠6,♦7,♦7 | Pair
♠Q,♥K,♠6,♦7,♠2 | Pair
♠Q,♥K,♠6,♥5,♣6 | Pair
♠Q,♥K,♠6,♥5,♣6 | Pair
♠Q,♥K,♠6,♥5,♦7 | Pair
♠Q,♥K,♠6,♥5,♦7 | Pair
♠Q,♥K,♠6,♥5,♠2 | Pair
♠Q,♥K,♠6,♣6,♦7 | Pair
♠Q,♥K,♠6,♣6,♦7 | Pair
♠Q,♥K,♠6,♣6,♦7 | Pair
♠Q,♥K,♠6,♣6,♦7 | Pair
♠Q,♥K,♠6,♣6,♠2 | Pair
♠Q,♥K,♠6,♣6,♠2 | Pair
♠Q,♥K,♠6,♦7,♦7 | Pair
♠Q,♥K,♠6,♦7,♦7 | Pair
♠Q,♥K,♠6,♦7,♠2 | Pair
♠Q,♥K,♠6,♦7,♠2 | Pair
♠Q,♥K,♦7,♥5,♣6 | Pair
♠Q,♥K,♦7,♥5,♦7 | Pair
♠Q,♥K,♦7,♥5,♦7 | Pair
♠Q,♥K,♦7,♥5,♦7 | Pair
♠Q,♥K,♦7,♥5,♦7 | Pair
♠Q,♥K,♦7,♥5,♠2 | Pair
♠Q,♥K,♦7,♣6,♦7 | Pair
♠Q,♥K,♦7,♣6,♦7 | Pair
♠Q,♥K,♦7,♣6,♦7 | Pair
♠Q,♥K,♦7,♣6,♦7 | Pair
♠Q,♥K,♦7,♣6,♠2 | Pair
♠Q,♥K,♦7,♦7,♦7 | Pair
♠Q,♥K,♦7,♦7,♦7 | Pair
♠Q,♥K,♦7,♦7,♦7 | Three Of A Kind
♠Q,♥K,♦7,♦7,♠2 | Pair
♠Q,♥K,♦7,♦7,♠2 | Pair
♠Q,♥K,♦7,♦7,♠2 | Pair
♠Q,♥K,♦7,♦7,♠2 | Pair
♠Q,♥K,♥5,♣6,♦7 | Pair
♠Q,♥K,♥5,♣6,♦7 | Pair
♠Q,♥K,♥5,♣6,♠2 | Pair
♠Q,♥K,♥5,♦7,♦7 | Pair
♠Q,♥K,♥5,♦7,♦7 | Pair
♠Q,♥K,♥5,♦7,♠2 | Pair
♠Q,♥K,♥5,♦7,♠2 | Pair
♠Q,♥K,♣6,♦7,♦7 | Pair
♠Q,♥K,♣6,♦7,♦7 | Pair
♠Q,♥K,♣6,♦7,♠2 | Pair
♠Q,♥K,♣6,♦7,♠2 | Pair
♠Q,♥K,♦7,♦7,♠2 | Pair
♠Q,♥K,♦7,♦7,♠2 | Pair
♠Q,♠6,♦7,♥5,♣6 | Pair
♠Q,♠6,♦7,♥5,♦7 | Pair
♠Q,♠6,♦7,♥5,♦7 | Pair
♠Q,♠6,♦7,♣6,♦7 | Pair
♠Q,♠6,♦7,♣6,♦7 | Pair
♠Q,♠6,♦7,♣6,♦7 | Pair
♠Q,♠6,♦7,♣6,♦7 | Pair
♠Q,♠6,♦7,♣6,♠2 | Pair
♠Q,♠6,♦7,♦7,♦7 | Pair
♠Q,♠6,♦7,♦7,♦7 | Three Of A Kind
♠Q,♠6,♦7,♦7,♠2 | Pair
♠Q,♠6,♦7,♦7,♠2 | Pair
♠Q,♠6,♥5,♣6,♦7 | Pair
♠Q,♠6,♥5,♣6,♦7 | Pair
♠Q,♠6,♥5,♣6,♠2 | Pair
♠Q,♠6,♥5,♦7,♦7 | Pair
♠Q,♠6,♣6,♦7,♦7 | Pair
♠Q,♠6,♣6,♦7,♦7 | Pair
♠Q,♠6,♣6,♦7,♠2 | Pair
♠Q,♠6,♣6,♦7,♠2 | Pair
♠Q,♠6,♦7,♦7,♠2 | Pair
♠Q,♦7,♥5,♣6,♦7 | Pair
♠Q,♦7,♥5,♣6,♦7 | Pair
♠Q,♦7,♥5,♦7,♦7 | Pair
♠Q,♦7,♥5,♦7,♦7 | Three Of A Kind
♠Q,♦7,♥5,♦7,♠2 | Pair
♠Q,♦7,♥5,♦7,♠2 | Pair
♠Q,♦7,♣6,♦7,♦7 | Pair
♠Q,♦7,♣6,♦7,♦7 | Three Of A Kind
♠Q,♦7,♣6,♦7,♠2 | Pair
♠Q,♦7,♣6,♦7,♠2 | Pair
♠Q,♦7,♦7,♦7,♠2 | Pair
♠Q,♦7,♦7,♦7,♠2 | Three Of A Kind
♠Q,♥5,♣6,♦7,♦7 | Pair
♠Q,♥5,♦7,♦7,♠2 | Pair
♠Q,♣6,♦7,♦7,♠2 | Pair
♠2,♥2,♣K,♣8,♥A | Pair
♠2,♥2,♣K,♣8,♥A | Pair
♠2,♥2,♣K,♣8,♥K | Pair
♠2,♥2,♣K,♣8,♥K | Pair
♠2,♥2,♣K,♣8,♠6 | Pair
♠2,♥2,♣K,♣8,♦7 | Pair
♠2,♥2,♣K,♣8,♥5 | Pair
♠2,♥2,♣K,♣8,♣6 | Pair
♠2,♥2,♣K,♣8,♦7 | Pair
♠2,♥2,♣K,♣8,♦7 | Pair
♠2,♥2,♣K,♣8,♠2 | Pair
♠2,♥2,♣K,♣8,♠2 | Three Of A Kind
♠2,♥2,♣K,♥A,♥K | Pair
♠2,♥2,♣K,♥A,♥K | Three Of A Kind
♠2,♥2,♣K,♥A,♥K | Pair
♠2,♥2,♣K,♥A,♠6 | Pair
♠2,♥2,♣K,♥A,♠6 | Pair
