♥4,♠4,♣7,♥6,♣3 | Pair
♠4,♠3,♦8,♠8,♦T | Pair
♠4,♠3,♦8,♠8,♣2 | Pair
♠4,♠3,♦8,♠8,♥Q | Pair
♠4,♠3,♦8,♠2,♣2 | Pair
♠4,♠3,♦2,♠8,♠2 | Pair
♠4,♠3,♦2,♠8,♣2 | Pair
♠4,♠3,♦2,♥J,♠2 | Pair
♠4,♠3,♦2,♥J,♣2 | Pair
♠4,♠3,♦2,♠2,♦T | Pair
♠4,♠3,♦2,♠2,♣2 | Full House
♠4,♠3,♦2,♠2,♥Q | Pair
♠4,♠3,♦2,♦T,♣2 | Pair
♠4,♠3,♦2,♣2,♥Q | Pair
♠4,♠3,♠8,♠2,♣2 | Pair
♠4,♠3,♥J,♠2,♣2 | Pair
♠4,♠3,♠2,♦T,♣2 | Pair
♠4,♠3,♠2,♣2,♥Q | Pair
♠4,♦8,♦2,♠8,♥J | Pair
♠4,♦8,♦2,♠8,♠2 | Two Pairs
♠4,♦8,♦2,♠8,♦T | Pair
♠4,♦8,♦2,♠8,♣2 | Two Pairs
♠4,♦8,♦2,♠8,♥Q | Pair
♠4,♦8,♦2,♥J,♠2 | Pair
♠4,♦8,♦2,♥J,♣2 | Pair
♠4,♦8,♦2,♠2,♦T | Pair
♠4,♦8,♦2,♠2,♣2 | Full House
♠4,♦8,♦2,♠2,♥Q | Pair
♠4,♦8,♦2,♦T,♣2 | Pair
♠4,♦8,♦2,♣2,♥Q | Pair
♠4,♦8,♠8,♥J,♠2 | Pair
♠4,♦8,♠8,♥J,♦T | Pair
♠4,♦8,♠8,♥J,♣2 | Pair
♠4,♦8,♠8,♥J,♥Q | Pair
♠4,♦8,♠8,♠2,♦T | Pair
♠4,♦8,♠8,♠2,♣2 | Two Pairs
♠4,♦8,♠8,♠2,♥Q | Pair
♠4,♦8,♠8,♦T,♣2 | Pair
♠4,♦8,♠8,♦T,♥Q | Pair
♠4,♦8,♠8,♣2,♥Q | Pair
♠4,♦8,♥J,♠2,♣2 | Pair
♠4,♦8,♠2,♦T,♣2 | Pair
♠4,♦8,♠2,♣2,♥Q | Pair
♠4,♦2,♠8,♥J,♠2 | Pair
♠4,♦2,♠8,♥J,♣2 | Pair
♠4,♦2,♠8,♠2,♦T | Pair
♠4,♦2,♠8,♠2,♣2 | Full House
♠4,♦2,♠8,♠2,♥Q | Pair
♠4,♦2,♠8,♦T,♣2 | Pair
♠4,♦2,♠8,♣2,♥Q | Pair
♠4,♦2,♥J,♠2,♦T | Pair
♠4,♦2,♥J,♠2,♣2 | Full House
♠4,♦2,♥J,♠2,♥Q | Pair
♠4,♦2,♥J,♦T,♣2 | Pair
♠4,♦2,♥J,♣2,♥Q | Pair
♠4,♦2,♠2,♦T,♣2 | Full House
♠4,♦2,♠2,♦T,♥Q | Pair
♠4,♦2,♠2,♣2,♥Q | Full House
♠4,♦2,♦T,♣2,♥Q | Pair
♠4,♠8,♥J,♠2,♣2 | Pair
♠4,♠8,♠2,♦T,♣2 | Pair
♠4,♠8,♠2,♣2,♥Q | Pair
♠4,♥J,♠2,♦T,♣2 | Pair
♠4,♥J,♠2,♣2,♥Q | Pair
♠4,♠2,♦T,♣2,♥Q | Pair
♣7,♥6,♣3,♠3,♦8 | Pair
♣7,♥6,♣3,♠3,♦2 | Pair
♣7,♥6,♣3,♠3,♠8 | Pair
♣7,♥6,♣3,♠3,♥J | Pair
♣7,♥6,♣3,♠3,♠2 | Pair
♣7,♥6,♣3,♠3,♦T | Pair
♣7,♥6,♣3,♠3,♣2 | Pair
♣7,♥6,♣3,♠3,♥Q | Pair
♣7,♥6,♣3,♦8,♠8 | Pair
♣7,♥6,♣3,♦2,♠2 | Pair
♣7,♥6,♣3,♦2,♣2 | Pair
♣7,♥6,♣3,♠2,♣2 | Pair
♣7,♥6,♠3,♦8,♠8 | Pair
♣7,♥6,♠3,♦2,♠2 | Pair
♣7,♥6,♠3,♦2,♣2 | Pair
♣7,♥6,♠3,♠2,♣2 | Pair
♣7,♥6,♦8,♦2,♠8 | Pair
♣7,♥6,♦8,♦2,♠2 | Pair
♣7,♥6,♦8,♦2,♣2 | Pair
♣7,♥6,♦8,♠8,♥J | Pair
♣7,♥6,♦8,♠8,♠2 | Pair
♣7,♥6,♦8,♠8,♦T | Pair
♣7,♥6,♦8,♠8,♣2 | Pair
♣7,♥6,♦8,♠8,♥Q | Pair
♣7,♥6,♦8,♠2,♣2 | Pair
♣7,♥6,♦2,♠8,♠2 | Pair
♣7,♥6,♦2,♠8,♣2 | Pair
♣7,♥6,♦2,♥J,♠2 | Pair
♣7,♥6,♦2,♥J,♣2 | Pair
♣7,♥6,♦2,♠2,♦T | Pair
♣7,♥6,♦2,♠2,♣2 | Full House
♣7,♥6,♦2,♠2,♥Q | Pair
♣7,♥6,♦2,♦T,♣2 | Pair
♣7,♥6,♦2,♣2,♥Q | Pair
♣7,♥6,♠8,♠2,♣2 | Pair
♣7,♥6,♥J,♠2,♣2 | Pair
♣7,♥6,♠2,♦T,♣2 | Pair
♣7,♥6,♠2,♣2,♥Q | Pair
♣7,♣3,♠3,♦8,♦2 | Pair
♣7,♣3,♠3,♦8,♠8 | Two Pairs
♣7,♣3,♠3,♦8,♥J | Pair
♣7,♣3,♠3,♦8,♠2 | Pair
♣7,♣3,♠3,♦8,♦T | Pair
♣7,♣3,♠3,♦8,♣2 | Pair
♣7,♣3,♠3,♦8,♥Q | Pair
♣7,♣3,♠3,♦2,♠8 | Pair
♣7,♣3,♠3,♦2,♥J | Pair
♣7,♣3,♠3,♦2,♠2 | Two Pairs
♣7,♣3,♠3,♦2,♦T | Pair
♣7,♣3,♠3,♦2,♣2 | Two Pairs
♣7,♣3,♠3,♦2,♥Q | Pair
♣7,♣3,♠3,♠8,♥J | Pair
♣7,♣3,♠3,♠8,♠2 | Pair
♣7,♣3,♠3,♠8,♦T | Pair
♣7,♣3,♠3,♠8,♣2 | Pair
♣7,♣3,♠3,♠8,♥Q | Pair
♣7,♣3,♠3,♥J,♠2 | Pair
♣7,♣3,♠3,♥J,♦T | Pair
♣7,♣3,♠3,♥J,♣2 | Pair
♣7,♣3,♠3,♥J,♥Q | Pair
♣7,♣3,♠3,♠2,♦T | Pair
♣7,♣3,♠3,♠2,♣2 | Two Pairs
♣7,♣3,♠3,♠2,♥Q | Pair
♣7,♣3,♠3,♦T,♣2 | Pair
♣7,♣3,♠3,♦T,♥Q | Pair
♣7,♣3,♠3,♣2,♥Q | Pair
♣7,♣3,♦8,♦2,♠8 | Pair
♣7,♣3,♦8,♦2,♠2 | Pair
♣7,♣3,♦8,♦2,♣2 | Pair
♣7,♣3,♦8,♠8,♥J | Pair
♣7,♣3,♦8,♠8,♠2 | Pair
♣7,♣3,♦8,♠8,♦T | Pair
♣7,♣3,♦8,♠8,♣2 | Pair
♣7,♣3,♦8,♠8,♥Q | Pair
♣7,♣3,♦8,♠2,♣2 | Pair
♣7,♣3,♦2,♠8,♠2 | Pair
♣7,♣3,♦2,♠8,♣2 | Pair
♣7,♣3,♦2,♥J,♠2 | Pair
♣7,♣3,♦2,♥J,♣2 | Pair
♣7,♣3,♦2,♠2,♦T | Pair
♣7,♣3,♦2,♠2,♣2 | Full House
♣7,♣3,♦2,♠2,♥Q | Pair
♣7,♣3,♦2,♦T,♣2 | Pair
♣7,♣3,♦2,♣2,♥Q | Pair
♣7,♣3,♠8,♠2,♣2 | Pair
♣7,♣3,♥J,♠2,♣2 | Pair
♣7,♣3,♠2,♦T,♣2 | Pair
♣7,♣3,♠2,♣2,♥Q | Pair
♣7,♠3,♦8,♦2,♠8 | Pair
♣7,♠3,♦8,♦2,♠2 | Pair
♣7,♠3,♦8,♦2,♣2 | Pair
♣7,♠3,♦8,♠8,♥J | Pair
♣7,♠3,♦8,♠8,♠2 | Pair
♣7,♠3,♦8,♠8,♦T | Pair
♣7,♠3,♦8,♠8,♣2 | Pair
♣7,♠3,♦8,♠8,♥Q | Pair
♣7,♠3,♦8,♠2,♣2 | Pair
♣7,♠3,♦2,♠8,♠2 | Pair
♣7,♠3,♦2,♠8,♣2 | Pair
♣7,♠3,♦2,♥J,♠2 | Pair
♣7,♠3,♦2,♥J,♣2 | Pair
♣7,♠3,♦2,♠2,♦T | Pair
♣7,♠3,♦2,♠2,♣2 | Full House
♣7,♠3,♦2,♠2,♥Q | Pair
♣7,♠3,♦2,♦T,♣2 | Pair
♣7,♠3,♦2,♣2,♥Q | Pair
♣7,♠3,♠8,♠2,♣2 | Pair
♣7,♠3,♥J,♠2,♣2 | Pair
♣7,♠3,♠2,♦T,♣2 | Pair
♣7,♠3,♠2,♣2,♥Q | Pair
♣7,♦8,♦2,♠8,♥J | Pair
♣7,♦8,♦2,♠8,♠2 | Two Pairs
♣7,♦8,♦2,♠8,♦T | Pair
♣7,♦8,♦2,♠8,♣2 | Two Pairs
♣7,♦8,♦2,♠8,♥Q | Pair
♣7,♦8,♦2,♥J,♠2 | Pair
♣7,♦8,♦2,♥J,♣2 | Pair
♣7,♦8,♦2,♠2,♦T | Pair
♣7,♦8,♦2,♠2,♣2 | Full House
♣7,♦8,♦2,♠2,♥Q | Pair
♣7,♦8,♦2,♦T,♣2 | Pair
♣7,♦8,♦2,♣2,♥Q | Pair
♣7,♦8,♠8,♥J,♠2 | Pair
♣7,♦8,♠8,♥J,♦T | Pair
♣7,♦8,♠8,♥J,♣2 | Pair
♣7,♦8,♠8,♥J,♥Q | Pair
♣7,♦8,♠8,♠2,♦T | Pair
♣7,♦8,♠8,♠2,♣2 | Two Pairs
♣7,♦8,♠8,♠2,♥Q | Pair
♣7,♦8,♠8,♦T,♣2 | Pair
♣7,♦8,♠8,♦T,♥Q | Pair
♣7,♦8,♠8,♣2,♥Q | Pair
♣7,♦8,♥J,♠2,♣2 | Pair
♣7,♦8,♠2,♦T,♣2 | Pair
♣7,♦8,♠2,♣2,♥Q | Pair
♣7,♦2,♠8,♥J,♠2 | Pair
♣7,♦2,♠8,♥J,♣2 | Pair
♣7,♦2,♠8,♠2,♦T | Pair
♣7,♦2,♠8,♠2,♣2 | Full House
♣7,♦2,♠8,♠2,♥Q | Pair
♣7,♦2,♠8,♦T,♣2 | Pair
♣7,♦2,♠8,♣2,♥Q | Pair
♣7,♦2,♥J,♠2,♦T | Pair
♣7,♦2,♥J,♠2,♣2 | Full House
♣7,♦2,♥J,♠2,♥Q | Pair
♣7,♦2,♥J,♦T,♣2 | Pair
♣7,♦2,♥J,♣2,♥Q | Pair
♣7,♦2,♠2,♦T,♣2 | Full House
♣7,♦2,♠2,♦T,♥Q | Pair
♣7,♦2,♠2,♣2,♥Q | Full House
♣7,♦2,♦T,♣2,♥Q | Pair
♣7,♠8,♥J,♠2,♣2 | Pair
♣7,♠8,♠2,♦T,♣2 | Pair
♣7,♠8,♠2,♣2,♥Q | Pair
♣7,♥J,♠2,♦T,♣2 | Pair
♣7,♥J,♠2,♣2,♥Q | Pair
♣7,♠2,♦T,♣2,♥Q | Pair
♥6,♣3,♠3,♦8,♦2 | Pair
♥6,♣3,♠3,♦8,♠8 | Two Pairs
♥6,♣3,♠3,♦8,♥J | Pair
♥6,♣3,♠3,♦8,♠2 | Pair
♥6,♣3,♠3,♦8,♦T | Pair
♥6,♣3,♠3,♦8,♣2 | Pair
♥6,♣3,♠3,♦8,♥Q | Pair
♥6,♣3,♠3,♦2,♠8 | Pair
♥6,♣3,♠3,♦2,♥J | Pair
♥6,♣3,♠3,♦2,♠2 | Two Pairs
♥6,♣3,♠3,♦2,♦T | Pair
♥6,♣3,♠3,♦2,♣2 | Two Pairs
♥6,♣3,♠3,♦2,♥Q | Pair
♥6,♣3,♠3,♠8,♥J | Pair
♥6,♣3,♠3,♠8,♠2 | Pair
♥6,♣3,♠3,♠8,♦T | Pair
♥6,♣3,♠3,♠8,♣2 | Pair
♥6,♣3,♠3,♠8,♥Q | Pair
♥6,♣3,♠3,♥J,♠2 | Pair
♥6,♣3,♠3,♥J,♦T | Pair
♥6,♣3,♠3,♥J,♣2 | Pair
♥6,♣3,♠3,♥J,♥Q | Pair
♥6,♣3,♠3,♠2,♦T | Pair
♥6,♣3,♠3,♠2,♣2 | Two Pairs
♥6,♣3,♠3,♠2,♥Q | Pair
♥6,♣3,♠3,♦T,♣2 | Pair
♥6,♣3,♠3,♦T,♥Q | Pair
♥6,♣3,♠3,♣2,♥Q | Pair
♥6,♣3,♦8,♦2,♠8 | Pair
♥6,♣3,♦8,♦2,♠2 | Pair
♥6,♣3,♦8,♦2,♣2 | Pair
♥6,♣3,♦8,♠8,♥J | Pair
♥6,♣3,♦8,♠8,♠2 | Pair
♥6,♣3,♦8,♠8,♦T | Pair
♥6,♣3,♦8,♠8,♣2 | Pair
♥6,♣3,♦8,♠8,♥Q | Pair
♥6,♣3,♦8,♠2,♣2 | Pair
♥6,♣3,♦2,♠8,♠2 | Pair
♥6,♣3,♦2,♠8,♣2 | Pair
♥6,♣3,♦2,♥J,♠2 | Pair
♥6,♣3,♦2,♥J,♣2 | Pair
♥6,♣3,♦2,♠2,♦T | Pair
♥6,♣3,♦2,♠2,♣2 | Full House
♥6,♣3,♦2,♠2,♥Q | Pair
♥6,♣3,♦2,♦T,♣2 | Pair
♥6,♣3,♦2,♣2,♥Q | Pair
♥6,♣3,♠8,♠2,♣2 | Pair
♥6,♣3,♥J,♠2,♣2 | Pair
♥6,♣3,♠2,♦T,♣2 | Pair
♥6,♣3,♠2,♣2,♥Q | Pair
♥6,♠3,♦8,♦2,♠8 | Pair
♥6,♠3,♦8,♦2,♠2 | Pair
♥6,♠3,♦8,♦2,♣2 | Pair
♥6,♠3,♦8,♠8,♥J | Pair
♥6,♠3,♦8,♠8,♠2 | Pair
♥6,♠3,♦8,♠8,♦T | Pair
♥6,♠3,♦8,♠8,♣2 | Pair
♥6,♠3,♦8,♠8,♥Q | Pair
♥6,♠3,♦8,♠2,♣2 | Pair
♥6,♠3,♦2,♠8,♠2 | Pair
♥6,♠3,♦2,♠8,♣2 | Pair
♥6,♠3,♦2,♥J,♠2 | Pair
♥6,♠3,♦2,♥J,♣2 | Pair
♥6,♠3,♦2,♠2,♦T | Pair
♥6,♠3,♦2,♠2,♣2 | Full House
♥6,♠3,♦2,♠2,♥Q | Pair
♥6,♠3,♦2,♦T,♣2 | Pair
♥6,♠3,♦2,♣2,♥Q | Pair
♥6,♠3,♠8,♠2,♣2 | Pair
♥6,♠3,♥J,♠2,♣2 | Pair
♥6,♠3,♠2,♦T,♣2 | Pair
♥6,♠3,♠2,♣2,♥Q | Pair
♥6,♦8,♦2,♠8,♥J | Pair
♥6,♦8,♦2,♠8,♠2 | Two Pairs
♥6,♦8,♦2,♠8,♦T | Pair
♥6,♦8,♦2,♠8,♣2 | Two Pairs
♥6,♦8,♦2,♠8,♥Q | Pair
♥6,♦8,♦2,♥J,♠2 | Pair
♥6,♦8,♦2,♥J,♣2 | Pair
♥6,♦8,♦2,♠2,♦T | Pair
♥6,♦8,♦2,♠2,♣2 | Full House
♥6,♦8,♦2,♠2,♥Q | Pair
♥6,♦8,♦2,♦T,♣2 | Pair
♥6,♦8,♦2,♣2,♥Q | Pair
♥6,♦8,♠8,♥J,♠2 | Pair
♥6,♦8,♠8,♥J,♦T | Pair
♥6,♦8,♠8,♥J,♣2 | Pair
♥6,♦8,♠8,♥J,♥Q | Pair
♥6,♦8,♠8,♠2,♦T | Pair
♥6,♦8,♠8,♠2,♣2 | Two Pairs
♥6,♦8,♠8,♠2,♥Q | Pair
♥6,♦8,♠8,♦T,♣2 | Pair
♥6,♦8,♠8,♦T,♥Q | Pair
♥6,♦8,♠8,♣2,♥Q | Pair
♥6,♦8,♥J,♠2,♣2 | Pair
♥6,♦8,♠2,♦T,♣2 | Pair
♥6,♦8,♠2,♣2,♥Q | Pair
♥6,♦2,♠8,♥J,♠2 | Pair
♥6,♦2,♠8,♥J,♣2 | Pair
♥6,♦2,♠8,♠2,♦T | Pair
♥6,♦2,♠8,♠2,♣2 | Full House
♥6,♦2,♠8,♠2,♥Q | Pair
♥6,♦2,♠8,♦T,♣2 | Pair
♥6,♦2,♠8,♣2,♥Q | Pair
♥6,♦2,♥J,♠2,♦T | Pair
♥6,♦2,♥J,♠2,♣2 | Full House
♥6,♦2,♥J,♠2,♥Q | Pair
♥6,♦2,♥J,♦T,♣2 | Pair
♥6,♦2,♥J,♣2,♥Q | Pair
♥6,♦2,♠2,♦T,♣2 | Full House
♥6,♦2,♠2,♦T,♥Q | Pair
♥6,♦2,♠2,♣2,♥Q | Full House
♥6,♦2,♦T,♣2,♥Q | Pair
♥6,♠8,♥J,♠2,♣2 | Pair
♥6,♠8,♠2,♦T,♣2 | Pair
♥6,♠8,♠2,♣2,♥Q | Pair
♥6,♥J,♠2,♦T,♣2 | Pair
♥6,♥J,♠2,♣2,♥Q | Pair
♥6,♠2,♦T,♣2,♥Q | Pair
♣3,♠3,♦8,♦2,♠8 | Two Pairs
♣3,♠3,♦8,♦2,♥J | Pair
♣3,♠3,♦8,♦2,♠2 | Two Pairs
♣3,♠3,♦8,♦2,♦T | Pair
♣3,♠3,♦8,♦2,♣2 | Two Pairs
♣3,♠3,♦8,♦2,♥Q | Pair
♣3,♠3,♦8,♠8,♥J | Two Pairs
♣3,♠3,♦8,♠8,♠2 | Two Pairs
♣3,♠3,♦8,♠8,♦T | Two Pairs
♣3,♠3,♦8,♠8,♣2 | Two Pairs
♣3,♠3,♦8,♠8,♥Q | Two Pairs
♣3,♠3,♦8,♥J,♠2 | Pair
♣3,♠3,♦8,♥J,♦T | Pair
♣3,♠3,♦8,♥J,♣2 | Pair
♣3,♠3,♦8,♥J,♥Q | Pair
♣3,♠3,♦8,♠2,♦T | Pair
♣3,♠3,♦8,♠2,♣2 | Two Pairs
♣3,♠3,♦8,♠2,♥Q | Pair
♣3,♠3,♦8,♦T,♣2 | Pair
♣3,♠3,♦8,♦T,♥Q | Pair
♣3,♠3,♦8,♣2,♥Q | Pair
♣3,♠3,♦2,♠8,♥J | Pair
♣3,♠3,♦2,♠8,♠2 | Two Pairs
♣3,♠3,♦2,♠8,♦T | Pair
♣3,♠3,♦2,♠8,♣2 | Two Pairs
♣3,♠3,♦2,♠8,♥Q | Pair
♣3,♠3,♦2,♥J,♠2 | Two Pairs
♣3,♠3,♦2,♥J,♦T | Pair
♣3,♠3,♦2,♥J,♣2 | Two Pairs
♣3,♠3,♦2,♥J,♥Q | Pair
♣3,♠3,♦2,♠2,♦T | Two Pairs
♣3,♠3,♦2,♠2,♣2 | Full House
♣3,♠3,♦2,♠2,♥Q | Two Pairs
♣3,♠3,♦2,♦T,♣2 | Two Pairs
♣3,♠3,♦2,♦T,♥Q | Pair
♣3,♠3,♦2,♣2,♥Q | Two Pairs
♣3,♠3,♠8,♥J,♠2 | Pair
♣3,♠3,♠8,♥J,♦T | Pair
♣3,♠3,♠8,♥J,♣2 | Pair
♣3,♠3,♠8,♥J,♥Q | Pair
♣3,♠3,♠8,♠2,♦T | Pair
♣3,♠3,♠8,♠2,♣2 | Two Pairs
♣3,♠3,♠8,♠2,♥Q | Pair
♣3,♠3,♠8,♦T,♣2 | Pair
♣3,♠3,♠8,♦T,♥Q | Pair
♣3,♠3,♠8,♣2,♥Q | Pair
♣3,♠3,♥J,♠2,♦T | Pair
♣3,♠3,♥J,♠2,♣2 | Two Pairs
♣3,♠3,♥J,♠2,♥Q | Pair
♣3,♠3,♥J,♦T,♣2 | Pair
♣3,♠3,♥J,♦T,♥Q | Pair
♣3,♠3,♥J,♣2,♥Q | Pair
♣3,♠3,♠2,♦T,♣2 | Two Pairs
♣3,♠3,♠2,♦T,♥Q | Pair
♣3,♠3,♠2,♣2,♥Q | Two Pairs
♣3,♠3,♦T,♣2,♥Q | Pair
♣3,♦8,♦2,♠8,♥J | Pair
♣3,♦8,♦2,♠8,♠2 | Two Pairs
♣3,♦8,♦2,♠8,♦T | Pair
♣3,♦8,♦2,♠8,♣2 | Two Pairs
♣3,♦8,♦2,♠8,♥Q | Pair
♣3,♦8,♦2,♥J,♠2 | Pair
♣3,♦8,♦2,♥J,♣2 | Pair
♣3,♦8,♦2,♠2,♦T | Pair
♣3,♦8,♦2,♠2,♣2 | Full House
♣3,♦8,♦2,♠2,♥Q | Pair
♣3,♦8,♦2,♦T,♣2 | Pair
♣3,♦8,♦2,♣2,♥Q | Pair
♣3,♦8,♠8,♥J,♠2 | Pair
♣3,♦8,♠8,♥J,♦T | Pair
♣3,♦8,♠8,♥J,♣2 | Pair
♣3,♦8,♠8,♥J,♥Q | Pair
♣3,♦8,♠8,♠2,♦T | Pair
♣3,♦8,♠8,♠2,♣2 | Two Pairs
♣3,♦8,♠8,♠2,♥Q | Pair
♣3,♦8,♠8,♦T,♣2 | Pair
♣3,♦8,♠8,♦T,♥Q | Pair
♣3,♦8,♠8,♣2,♥Q | Pair
♣3,♦8,♥J,♠2,♣2 | Pair
♣3,♦8,♠2,♦T,♣2 | Pair
♣3,♦8,♠2,♣2,♥Q | Pair
♣3,♦2,♠8,♥J,♠2 | Pair
♣3,♦2,♠8,♥J,♣2 | Pair
♣3,♦2,♠8,♠2,♦T | Pair
♣3,♦2,♠8,♠2,♣2 | Full House
♣3,♦2,♠8,♠2,♥Q | Pair
♣3,♦2,♠8,♦T,♣2 | Pair
♣3,♦2,♠8,♣2,♥Q | Pair
♣3,♦2,♥J,♠2,♦T | Pair
♣3,♦2,♥J,♠2,♣2 | Full House
♣3,♦2,♥J,♠2,♥Q | Pair
♣3,♦2,♥J,♦T,♣2 | Pair
♣3,♦2,♥J,♣2,♥Q | Pair
♣3,♦2,♠2,♦T,♣2 | Full House
♣3,♦2,♠2,♦T,♥Q | Pair
♣3,♦2,♠2,♣2,♥Q | Full House
♣3,♦2,♦T,♣2,♥Q | Pair
♣3,♠8,♥J,♠2,♣2 | Pair
♣3,♠8,♠2,♦T,♣2 | Pair
♣3,♠8,♠2,♣2,♥Q | Pair
♣3,♥J,♠2,♦T,♣2 | Pair
♣3,♥J,♠2,♣2,♥Q | Pair
♣3,♠2,♦T,♣2,♥Q | Pair
♠3,♦8,♦2,♠8,♥J | Pair
♠3,♦8,♦2,♠8,♠2 | Two Pairs
♠3,♦8,♦2,♠8,♦T | Pair
♠3,♦8,♦2,♠8,♣2 | Two Pairs
♠3,♦8,♦2,♠8,♥Q | Pair
♠3,♦8,♦2,♥J,♠2 | Pair
♠3,♦8,♦2,♥J,♣2 | Pair
♠3,♦8,♦2,♠2,♦T | Pair
♠3,♦8,♦2,♠2,♣2 | Full House
♠3,♦8,♦2,♠2,♥Q | Pair
♠3,♦8,♦2,♦T,♣2 | Pair
♠3,♦8,♦2,♣2,♥Q | Pair
♠3,♦8,♠8,♥J,♠2 | Pair
♠3,♦8,♠8,♥J,♦T | Pair
♠3,♦8,♠8,♥J,♣2 | Pair
♠3,♦8,♠8,♥J,♥Q | Pair
♠3,♦8,♠8,♠2,♦T | Pair
♠3,♦8,♠8,♠2,♣2 | Two Pairs
♠3,♦8,♠8,♠2,♥Q | Pair
♠3,♦8,♠8,♦T,♣2 | Pair
♠3,♦8,♠8,♦T,♥Q | Pair
♠3,♦8,♠8,♣2,♥Q | Pair
♠3,♦8,♥J,♠2,♣2 | Pair
♠3,♦8,♠2,♦T,♣2 | Pair
♠3,♦8,♠2,♣2,♥Q | Pair
♠3,♦2,♠8,♥J,♠2 | Pair
♠3,♦2,♠8,♥J,♣2 | Pair
♠3,♦2,♠8,♠2,♦T | Pair
♠3,♦2,♠8,♠2,♣2 | Full House
♠3,♦2,♠8,♠2,♥Q | Pair
♠3,♦2,♠8,♦T,♣2 | Pair
♠3,♦2,♠8,♣2,♥Q | Pair
♠3,♦2,♥J,♠2,♦T | Pair
♠3,♦2,♥J,♠2,♣2 | Full House
♠3,♦2,♥J,♠2,♥Q | Pair
♠3,♦2,♥J,♦T,♣2 | Pair
♠3,♦2,♥J,♣2,♥Q | Pair
♠3,♦2,♠2,♦T,♣2 | Full House
♠3,♦2,♠2,♦T,♥Q | Pair
♠3,♦2,♠2,♣2,♥Q | Full House
♠3,♦2,♦T,♣2,♥Q | Pair
♠3,♠8,♥J,♠2,♣2 | Pair
♠3,♠8,♠2,♦T,♣2 | Pair
♠3,♠8,♠2,♣2,♥Q | Pair
♠3,♥J,♠2,♦T,♣2 | Pair
♠3,♥J,♠2,♣2,♥Q | Pair
♠3,♠2,♦T,♣2,♥Q | Pair
♦8,♦2,♠8,♥J,♠2 | Two Pairs
♦8,♦2,♠8,♥J,♦T | Pair
♦8,♦2,♠8,♥J,♣2 | Two Pairs
♦8,♦2,♠8,♥J,♥Q | Pair
♦8,♦2,♠8,♠2,♦T | Two Pairs
♦8,♦2,♠8,♠2,♣2 | Full House
♦8,♦2,♠8,♠2,♥Q | Two Pairs
♦8,♦2,♠8,♦T,♣2 | Two Pairs
♦8,♦2,♠8,♦T,♥Q | Pair
♦8,♦2,♠8,♣2,♥Q | Two Pairs
♦8,♦2,♥J,♠2,♦T | Pair
♦8,♦2,♥J,♠2,♣2 | Full House
♦8,♦2,♥J,♠2,♥Q | Pair
♦8,♦2,♥J,♦T,♣2 | Pair
♦8,♦2,♥J,♣2,♥Q | Pair
♦8,♦2,♠2,♦T,♣2 | Full House
♦8,♦2,♠2,♦T,♥Q | Pair
♦8,♦2,♠2,♣2,♥Q | Full House
♦8,♦2,♦T,♣2,♥Q | Pair
♦8,♠8,♥J,♠2,♦T | Pair
♦8,♠8,♥J,♠2,♣2 | Two Pairs
♦8,♠8,♥J,♠2,♥Q | Pair
♦8,♠8,♥J,♦T,♣2 | Pair
♦8,♠8,♥J,♦T,♥Q | Pair
♦8,♠8,♥J,♣2,♥Q | Pair
♦8,♠8,♠2,♦T,♣2 | Two Pairs
♦8,♠8,♠2,♦T,♥Q | Pair
♦8,♠8,♠2,♣2,♥Q | Two Pairs
♦8,♠8,♦T,♣2,♥Q | Pair
♦8,♥J,♠2,♦T,♣2 | Pair
♦8,♥J,♠2,♣2,♥Q | Pair
♦8,♠2,♦T,♣2,♥Q | Pair
♦2,♠8,♥J,♠2,♦T | Pair
♦2,♠8,♥J,♠2,♣2 | Full House
♦2,♠8,♥J,♠2,♥Q | Pair
♦2,♠8,♥J,♦T,♣2 | Pair
♦2,♠8,♥J,♣2,♥Q | Pair
♦2,♠8,♠2,♦T,♣2 | Full House
♦2,♠8,♠2,♦T,♥Q | Pair
♦2,♠8,♠2,♣2,♥Q | Full House
♦2,♠8,♦T,♣2,♥Q | Pair
♦2,♥J,♠2,♦T,♣2 | Full House
♦2,♥J,♠2,♦T,♥Q | Pair
♦2,♥J,♠2,♣2,♥Q | Full House
♦2,♥J,♦T,♣2,♥Q | Pair
♦2,♠2,♦T,♣2,♥Q | Full House
♠8,♥J,♠2,♦T,♣2 | Pair
♠8,♥J,♠2,♣2,♥Q | Pair
♠8,♠2,♦T,♣2,♥Q | Pair
♥J,♠2,♦T,♣2,♥Q | Pair
