♥7,♣7,♥3,♣8,♣5 | Pair
♣8,♥K,♣T,♦K,♣J | Pair
♣8,♥K,♣T,♦Q,♠K | Pair
♣8,♥K,♣T,♠K,♣J | Pair
♣8,♥K,♦K,♦Q,♠K | Full House
♣8,♥K,♦K,♦Q,♣J | Pair
♣8,♥K,♦K,♠K,♣J | Full House
♣8,♥K,♦Q,♠K,♣J | Pair
♣8,♣T,♦K,♦Q,♠K | Pair
♣8,♣T,♦K,♠K,♣J | Pair
♣8,♦K,♦Q,♠K,♣J | Pair
♣5,♥6,♠J,♥K,♦K | Pair
♣5,♥6,♠J,♥K,♠K | Pair
♣5,♥6,♠J,♥K,♣J | Pair
♣5,♥6,♠J,♣T,♣J | Pair
♣5,♥6,♠J,♦K,♠K | Pair
♣5,♥6,♠J,♦K,♣J | Pair
♣5,♥6,♠J,♦Q,♣J | Pair
♣5,♥6,♠J,♠K,♣J | Pair
♣5,♥6,♥K,♣T,♦K | Pair
♣5,♥6,♥K,♣T,♠K | Pair
♣5,♥6,♥K,♦K,♦Q | Pair
♣5,♥6,♥K,♦K,♠K | Full House
♣5,♥6,♥K,♦K,♣J | Pair
♣5,♥6,♥K,♦Q,♠K | Pair
♣5,♥6,♥K,♠K,♣J | Pair
♣5,♥6,♣T,♦K,♠K | Pair
♣5,♥6,♦K,♦Q,♠K | Pair
♣5,♥6,♦K,♠K,♣J | Pair
♣5,♠J,♥K,♣T,♦K | Pair
♣5,♠J,♥K,♣T,♠K | Pair
♣5,♠J,♥K,♣T,♣J | Pair
♣5,♠J,♥K,♦K,♦Q | Pair
♣5,♠J,♥K,♦K,♠K | Full House
♣5,♠J,♥K,♦K,♣J | Two Pairs
♣5,♠J,♥K,♦Q,♠K | Pair
♣5,♠J,♥K,♦Q,♣J | Pair
♣5,♠J,♥K,♠K,♣J | Two Pairs
♣5,♠J,♣T,♦K,♠K | Pair
♣5,♠J,♣T,♦K,♣J | Pair
♣5,♠J,♣T,♦Q,♣J | Pair
♣5,♠J,♣T,♠K,♣J | Pair
♣5,♠J,♦K,♦Q,♠K | Pair
♣5,♠J,♦K,♦Q,♣J | Pair
♣5,♠J,♦K,♠K,♣J | Two Pairs
♣5,♠J,♦Q,♠K,♣J | Pair
♣5,♥K,♣T,♦K,♦Q | Pair
♣5,♥K,♣T,♦K,♠K | Full House
♣5,♥K,♣T,♦K,♣J | Pair
♣5,♥K,♣T,♦Q,♠K | Pair
♣5,♥K,♣T,♠K,♣J | Pair
♣5,♥K,♦K,♦Q,♠K | Full House
♣5,♥K,♦K,♦Q,♣J | Pair
♣5,♥K,♦K,♠K,♣J | Full House
♣5,♥K,♦Q,♠K,♣J | Pair
♣5,♣T,♦K,♦Q,♠K | Pair
♣5,♣T,♦K,♠K,♣J | Pair
♣5,♦K,♦Q,♠K,♣J | Pair
♥6,♠J,♥K,♣T,♦K | Pair
♥6,♠J,♥K,♣T,♠K | Pair
♥6,♠J,♥K,♣T,♣J | Pair
♥6,♠J,♥K,♦K,♦Q | Pair
♥6,♠J,♥K,♦K,♠K | Full House
♥6,♠J,♥K,♦K,♣J | Two Pairs
♥6,♠J,♥K,♦Q,♠K | Pair
♥6,♠J,♥K,♦Q,♣J | Pair
♥6,♠J,♥K,♠K,♣J | Two Pairs
♥6,♠J,♣T,♦K,♠K | Pair
♥6,♠J,♣T,♦K,♣J | Pair
♥6,♠J,♣T,♦Q,♣J | Pair
♥6,♠J,♣T,♠K,♣J | Pair
♥6,♠J,♦K,♦Q,♠K | Pair
♥6,♠J,♦K,♦Q,♣J | Pair
♥6,♠J,♦K,♠K,♣J | Two Pairs
♥6,♠J,♦Q,♠K,♣J | Pair
♥6,♥K,♣T,♦K,♦Q | Pair
♥6,♥K,♣T,♦K,♠K | Full House
♥6,♥K,♣T,♦K,♣J | Pair
♥6,♥K,♣T,♦Q,♠K | Pair
♥6,♥K,♣T,♠K,♣J | Pair
♥6,♥K,♦K,♦Q,♠K | Full House
♥6,♥K,♦K,♦Q,♣J | Pair
♥6,♥K,♦K,♠K,♣J | Full House
♥6,♥K,♦Q,♠K,♣J | Pair
♥6,♣T,♦K,♦Q,♠K | Pair
♥6,♣T,♦K,♠K,♣J | Pair
♥6,♦K,♦Q,♠K,♣J | Pair
♠J,♥K,♣T,♦K,♦Q | Pair
♠J,♥K,♣T,♦K,♠K | Full House
♠J,♥K,♣T,♦K,♣J | Two Pairs
♠J,♥K,♣T,♦Q,♠K | Pair
♠J,♥K,♣T,♦Q,♣J | Pair
♠J,♥K,♣T,♠K,♣J | Two Pairs
♠J,♥K,♦K,♦Q,♠K | Full House
♠J,♥K,♦K,♦Q,♣J | Two Pairs
♠J,♥K,♦K,♠K,♣J | Full House
♠J,♥K,♦Q,♠K,♣J | Two Pairs
♠J,♣T,♦K,♦Q,♠K | Pair
♠J,♣T,♦K,♦Q,♣J | Pair
♠J,♣T,♦K,♠K,♣J | Two Pairs
♠J,♣T,♦Q,♠K,♣J | Pair
♠J,♦K,♦Q,♠K,♣J | Two Pairs
♥K,♣T,♦K,♦Q,♠K | Full House
♥K,♣T,♦K,♦Q,♣J | Pair
♥K,♣T,♦K,♠K,♣J | Full House
♥K,♣T,♦Q,♠K,♣J | Pair
♥K,♦K,♦Q,♠K,♣J | Full House
♣T,♦K,♦Q,♠K,♣J | Pair
