♠A,♣2,♥8,♣Q,♥2 | Pair
♣2,♥8,♥2,♠8,♠4 | Two Pairs
♣2,♥8,♥2,♥4,♠Q | Pair
♣2,♥8,♥2,♥4,♠4 | Two Pairs
♣2,♥8,♥2,♠Q,♠4 | Pair
♣2,♥8,♥K,♠8,♥4 | Pair
♣2,♥8,♥K,♠8,♠Q | Pair
♣2,♥8,♥K,♠8,♠4 | Pair
♣2,♥8,♥K,♥4,♠4 | Pair
♣2,♥8,♠8,♥4,♠Q | Pair
♣2,♥8,♠8,♥4,♠4 | Two Pairs
♣2,♥8,♠8,♠Q,♠4 | Pair
♣2,♥8,♥4,♠Q,♠4 | Pair
♣2,♣Q,♦K,♣5,♥2 | Pair
♣2,♣Q,♦K,♣5,♥K | Pair
♣2,♣Q,♦K,♣5,♠Q | Pair
♣2,♣Q,♦K,♥6,♥2 | Pair
♣2,♣Q,♦K,♥6,♥K | Pair
♣2,♣Q,♦K,♥6,♠Q | Pair
♣2,♣Q,♦K,♥T,♥2 | Pair
♣2,♣Q,♦K,♥T,♥K | Pair
♣2,♣Q,♦K,♥T,♠Q | Pair
♣2,♣Q,♦K,♣4,♥2 | Pair
♣2,♣Q,♦K,♣4,♥K | Pair
♣2,♣Q,♦K,♣4,♥4 | Pair
♣2,♣Q,♦K,♣4,♠Q | Pair
♣2,♣Q,♦K,♣4,♠4 | Pair
♣2,♣Q,♦K,♥2,♥K | Two Pairs
♣2,♣Q,♦K,♥2,♠8 | Pair
♣2,♣Q,♦K,♥2,♥4 | Pair
♣2,♣Q,♦K,♥2,♠Q | Two Pairs
♣2,♣Q,♦K,♥2,♠4 | Pair
♣2,♣Q,♦K,♥K,♠8 | Pair
♣2,♣Q,♦K,♥K,♥4 | Pair
♣2,♣Q,♦K,♥K,♠Q | Two Pairs
♣2,♣Q,♦K,♥K,♠4 | Pair
♣2,♣Q,♦K,♠8,♠Q | Pair
♣2,♣Q,♦K,♥4,♠Q | Pair
♣2,♣Q,♦K,♥4,♠4 | Pair
♣2,♣Q,♦K,♠Q,♠4 | Pair
♣2,♣Q,♣5,♥6,♥2 | Pair
♣2,♣Q,♣5,♥6,♠Q | Pair
♣2,♣Q,♣5,♥T,♥2 | Pair
♣2,♣Q,♣5,♥T,♠Q | Pair
♣2,♣Q,♣5,♣4,♥2 | Pair
♣2,♣Q,♣5,♣4,♥4 | Pair
♣2,♣Q,♣5,♣4,♠Q | Pair
♣2,♣Q,♣5,♣4,♠4 | Pair
♣2,♣Q,♣5,♥2,♥K | Pair
♣2,♣Q,♣5,♥2,♠8 | Pair
♣2,♣Q,♣5,♥2,♥4 | Pair
♣2,♣Q,♣5,♥2,♠Q | Two Pairs
♣2,♣Q,♣5,♥2,♠4 | Pair
♣2,♣Q,♣5,♥K,♠Q | Pair
♣2,♣Q,♣5,♠8,♠Q | Pair
♣2,♣Q,♣5,♥4,♠Q | Pair
♣2,♣Q,♣5,♥4,♠4 | Pair
♣2,♣Q,♣5,♠Q,♠4 | Pair
♣2,♣Q,♥6,♥T,♥2 | Pair
♣2,♣Q,♥6,♥T,♠Q | Pair
♣2,♣Q,♥6,♣4,♥2 | Pair
♣2,♣Q,♥6,♣4,♥4 | Pair
♣2,♣Q,♥6,♣4,♠Q | Pair
♣2,♣Q,♥6,♣4,♠4 | Pair
♣2,♣Q,♥6,♥2,♥K | Pair
♣2,♣Q,♥6,♥2,♠8 | Pair
♣2,♣Q,♥6,♥2,♥4 | Pair
♣2,♣Q,♥6,♥2,♠Q | Two Pairs
♣2,♣Q,♥6,♥2,♠4 | Pair
♣2,♣Q,♥6,♥K,♠Q | Pair
♣2,♣Q,♥6,♠8,♠Q | Pair
♣2,♣Q,♥6,♥4,♠Q | Pair
♣2,♣Q,♥6,♥4,♠4 | Pair
♣2,♣Q,♥6,♠Q,♠4 | Pair
♣2,♣Q,♥T,♣4,♥2 | Pair
♣2,♣Q,♥T,♣4,♥4 | Pair
♣2,♣Q,♥T,♣4,♠Q | Pair
♣2,♣Q,♥T,♣4,♠4 | Pair
♣2,♣Q,♥T,♥2,♥K | Pair
♣2,♣Q,♥T,♥2,♠8 | Pair
♣2,♣Q,♥T,♥2,♥4 | Pair
♣2,♣Q,♥T,♥2,♠Q | Two Pairs
♣2,♣Q,♥T,♥2,♠4 | Pair
♣2,♣Q,♥T,♥K,♠Q | Pair
♣2,♣Q,♥T,♠8,♠Q | Pair
♣2,♣Q,♥T,♥4,♠Q | Pair
♣2,♣Q,♥T,♥4,♠4 | Pair
♣2,♣Q,♥T,♠Q,♠4 | Pair
♣2,♣Q,♣4,♥2,♥K | Pair
♣2,♣Q,♣4,♥2,♠8 | Pair
♣2,♣Q,♣4,♥2,♥4 | Two Pairs
♣2,♣Q,♣4,♥2,♠Q | Two Pairs
♣2,♣Q,♣4,♥2,♠4 | Two Pairs
♣2,♣Q,♣4,♥K,♥4 | Pair
♣2,♣Q,♣4,♥K,♠Q | Pair
♣2,♣Q,♣4,♥K,♠4 | Pair
♣2,♣Q,♣4,♠8,♥4 | Pair
♣2,♣Q,♣4,♠8,♠Q | Pair
♣2,♣Q,♣4,♠8,♠4 | Pair
♣2,♣Q,♣4,♥4,♠Q | Two Pairs
♣2,♣Q,♣4,♥4,♠4 | Full House
♣2,♣Q,♣4,♠Q,♠4 | Two Pairs
♣2,♣Q,♥2,♥K,♠8 | Pair
♣2,♣Q,♥2,♥K,♥4 | Pair
♣2,♣Q,♥2,♥K,♠Q | Two Pairs
♣2,♣Q,♥2,♥K,♠4 | Pair
♣2,♣Q,♥2,♠8,♥4 | Pair
♣2,♣Q,♥2,♠8,♠Q | Two Pairs
♣2,♣Q,♥2,♠8,♠4 | Pair
♣2,♣Q,♥2,♥4,♠Q | Two Pairs
♣2,♣Q,♥2,♥4,♠4 | Two Pairs
♣2,♣Q,♥2,♠Q,♠4 | Two Pairs
♣2,♣Q,♥K,♠8,♠Q | Pair
♣2,♣Q,♥K,♥4,♠Q | Pair
♣2,♣Q,♥K,♥4,♠4 | Pair
♣2,♣Q,♥K,♠Q,♠4 | Pair
♣2,♣Q,♠8,♥4,♠Q | Pair
♣2,♣Q,♠8,♥4,♠4 | Pair
♣2,♣Q,♠8,♠Q,♠4 | Pair
♣2,♣Q,♥4,♠Q,♠4 | Two Pairs
♣2,♦K,♣5,♥6,♥2 | Pair
♣2,♦K,♣5,♥6,♥K | Pair
♣2,♦K,♣5,♥T,♥2 | Pair
♣2,♦K,♣5,♥T,♥K | Pair
♣2,♦K,♣5,♣4,♥2 | Pair
♣2,♦K,♣5,♣4,♥K | Pair
♣2,♦K,♣5,♣4,♥4 | Pair
♣2,♦K,♣5,♣4,♠4 | Pair
♣2,♦K,♣5,♥2,♥K | Two Pairs
♣2,♦K,♣5,♥2,♠8 | Pair
♣2,♦K,♣5,♥2,♥4 | Pair
♣2,♦K,♣5,♥2,♠Q | Pair
♣2,♦K,♣5,♥2,♠4 | Pair
♣2,♦K,♣5,♥K,♠8 | Pair
♣2,♦K,♣5,♥K,♥4 | Pair
♣2,♦K,♣5,♥K,♠Q | Pair
♣2,♦K,♣5,♥K,♠4 | Pair
♣2,♦K,♣5,♥4,♠4 | Pair
♣2,♦K,♥6,♥T,♥2 | Pair
♣2,♦K,♥6,♥T,♥K | Pair
♣2,♦K,♥6,♣4,♥2 | Pair
♣2,♦K,♥6,♣4,♥K | Pair
♣2,♦K,♥6,♣4,♥4 | Pair
♣2,♦K,♥6,♣4,♠4 | Pair
♣2,♦K,♥6,♥2,♥K | Two Pairs
♣2,♦K,♥6,♥2,♠8 | Pair
♣2,♦K,♥6,♥2,♥4 | Pair
♣2,♦K,♥6,♥2,♠Q | Pair
♣2,♦K,♥6,♥2,♠4 | Pair
♣2,♦K,♥6,♥K,♠8 | Pair
♣2,♦K,♥6,♥K,♥4 | Pair
♣2,♦K,♥6,♥K,♠Q | Pair
♣2,♦K,♥6,♥K,♠4 | Pair
♣2,♦K,♥6,♥4,♠4 | Pair
♣2,♦K,♥T,♣4,♥2 | Pair
♣2,♦K,♥T,♣4,♥K | Pair
♣2,♦K,♥T,♣4,♥4 | Pair
♣2,♦K,♥T,♣4,♠4 | Pair
♣2,♦K,♥T,♥2,♥K | Two Pairs
♣2,♦K,♥T,♥2,♠8 | Pair
♣2,♦K,♥T,♥2,♥4 | Pair
♣2,♦K,♥T,♥2,♠Q | Pair
♣2,♦K,♥T,♥2,♠4 | Pair
♣2,♦K,♥T,♥K,♠8 | Pair
♣2,♦K,♥T,♥K,♥4 | Pair
♣2,♦K,♥T,♥K,♠Q | Pair
♣2,♦K,♥T,♥K,♠4 | Pair
♣2,♦K,♥T,♥4,♠4 | Pair
♣2,♦K,♣4,♥2,♥K | Two Pairs
♣2,♦K,♣4,♥2,♠8 | Pair
♣2,♦K,♣4,♥2,♥4 | Two Pairs
♣2,♦K,♣4,♥2,♠Q | Pair
♣2,♦K,♣4,♥2,♠4 | Two Pairs
♣2,♦K,♣4,♥K,♠8 | Pair
♣2,♦K,♣4,♥K,♥4 | Two Pairs
♣2,♦K,♣4,♥K,♠Q | Pair
♣2,♦K,♣4,♥K,♠4 | Two Pairs
♣2,♦K,♣4,♠8,♥4 | Pair
♣2,♦K,♣4,♠8,♠4 | Pair
♣2,♦K,♣4,♥4,♠Q | Pair
♣2,♦K,♣4,♥4,♠4 | Full House
♣2,♦K,♣4,♠Q,♠4 | Pair
♣2,♦K,♥2,♥K,♠8 | Two Pairs
♣2,♦K,♥2,♥K,♥4 | Two Pairs
♣2,♦K,♥2,♥K,♠Q | Two Pairs
♣2,♦K,♥2,♥K,♠4 | Two Pairs
♣2,♦K,♥2,♠8,♥4 | Pair
♣2,♦K,♥2,♠8,♠Q | Pair
♣2,♦K,♥2,♠8,♠4 | Pair
♣2,♦K,♥2,♥4,♠Q | Pair
♣2,♦K,♥2,♥4,♠4 | Two Pairs
♣2,♦K,♥2,♠Q,♠4 | Pair
♣2,♦K,♥K,♠8,♥4 | Pair
♣2,♦K,♥K,♠8,♠Q | Pair
♣2,♦K,♥K,♠8,♠4 | Pair
♣2,♦K,♥K,♥4,♠Q | Pair
♣2,♦K,♥K,♥4,♠4 | Two Pairs
♣2,♦K,♥K,♠Q,♠4 | Pair
♣2,♦K,♠8,♥4,♠4 | Pair
♣2,♦K,♥4,♠Q,♠4 | Pair
♣2,♣5,♥6,♥T,♥2 | Pair
♣2,♣5,♥6,♣4,♥2 | Pair
♣2,♣5,♥6,♣4,♥4 | Pair
♣2,♣5,♥6,♣4,♠4 | Pair
♣2,♣5,♥6,♥2,♥K | Pair
♣2,♣5,♥6,♥2,♠8 | Pair
♣2,♣5,♥6,♥2,♥4 | Pair
♣2,♣5,♥6,♥2,♠Q | Pair
♣2,♣5,♥6,♥2,♠4 | Pair
♣2,♣5,♥6,♥4,♠4 | Pair
♣2,♣5,♥T,♣4,♥2 | Pair
♣2,♣5,♥T,♣4,♥4 | Pair
♣2,♣5,♥T,♣4,♠4 | Pair
♣2,♣5,♥T,♥2,♥K | Pair
♣2,♣5,♥T,♥2,♠8 | Pair
♣2,♣5,♥T,♥2,♥4 | Pair
♣2,♣5,♥T,♥2,♠Q | Pair
♣2,♣5,♥T,♥2,♠4 | Pair
♣2,♣5,♥T,♥4,♠4 | Pair
♣2,♣5,♣4,♥2,♥K | Pair
♣2,♣5,♣4,♥2,♠8 | Pair
♣2,♣5,♣4,♥2,♥4 | Two Pairs
♣2,♣5,♣4,♥2,♠Q | Pair
♣2,♣5,♣4,♥2,♠4 | Two Pairs
♣2,♣5,♣4,♥K,♥4 | Pair
♣2,♣5,♣4,♥K,♠4 | Pair
♣2,♣5,♣4,♠8,♥4 | Pair
♣2,♣5,♣4,♠8,♠4 | Pair
♣2,♣5,♣4,♥4,♠Q | Pair
♣2,♣5,♣4,♥4,♠4 | Full House
♣2,♣5,♣4,♠Q,♠4 | Pair
♣2,♣5,♥2,♥K,♠8 | Pair
♣2,♣5,♥2,♥K,♥4 | Pair
♣2,♣5,♥2,♥K,♠Q | Pair
♣2,♣5,♥2,♥K,♠4 | Pair
♣2,♣5,♥2,♠8,♥4 | Pair
♣2,♣5,♥2,♠8,♠Q | Pair
♣2,♣5,♥2,♠8,♠4 | Pair
♣2,♣5,♥2,♥4,♠Q | Pair
♣2,♣5,♥2,♥4,♠4 | Two Pairs
♣2,♣5,♥2,♠Q,♠4 | Pair
♣2,♣5,♥K,♥4,♠4 | Pair
♣2,♣5,♠8,♥4,♠4 | Pair
♣2,♣5,♥4,♠Q,♠4 | Pair
♣2,♥6,♥T,♣4,♥2 | Pair
♣2,♥6,♥T,♣4,♥4 | Pair
♣2,♥6,♥T,♣4,♠4 | Pair
♣2,♥6,♥T,♥2,♥K | Pair
♣2,♥6,♥T,♥2,♠8 | Pair
♣2,♥6,♥T,♥2,♥4 | Pair
♣2,♥6,♥T,♥2,♠Q | Pair
♣2,♥6,♥T,♥2,♠4 | Pair
♣2,♥6,♥T,♥4,♠4 | Pair
♣2,♥6,♣4,♥2,♥K | Pair
♣2,♥6,♣4,♥2,♠8 | Pair
♣2,♥6,♣4,♥2,♥4 | Two Pairs
♣2,♥6,♣4,♥2,♠Q | Pair
♣2,♥6,♣4,♥2,♠4 | Two Pairs
♣2,♥6,♣4,♥K,♥4 | Pair
♣2,♥6,♣4,♥K,♠4 | Pair
♣2,♥6,♣4,♠8,♥4 | Pair
♣2,♥6,♣4,♠8,♠4 | Pair
♣2,♥6,♣4,♥4,♠Q | Pair
♣2,♥6,♣4,♥4,♠4 | Full House
♣2,♥6,♣4,♠Q,♠4 | Pair
♣2,♥6,♥2,♥K,♠8 | Pair
♣2,♥6,♥2,♥K,♥4 | Pair
♣2,♥6,♥2,♥K,♠Q | Pair
♣2,♥6,♥2,♥K,♠4 | Pair
♣2,♥6,♥2,♠8,♥4 | Pair
♣2,♥6,♥2,♠8,♠Q | Pair
♣2,♥6,♥2,♠8,♠4 | Pair
♣2,♥6,♥2,♥4,♠Q | Pair
♣2,♥6,♥2,♥4,♠4 | Two Pairs
♣2,♥6,♥2,♠Q,♠4 | Pair
♣2,♥6,♥K,♥4,♠4 | Pair
♣2,♥6,♠8,♥4,♠4 | Pair
♣2,♥6,♥4,♠Q,♠4 | Pair
♣2,♥T,♣4,♥2,♥K | Pair
♣2,♥T,♣4,♥2,♠8 | Pair
♣2,♥T,♣4,♥2,♥4 | Two Pairs
♣2,♥T,♣4,♥2,♠Q | Pair
♣2,♥T,♣4,♥2,♠4 | Two Pairs
♣2,♥T,♣4,♥K,♥4 | Pair
♣2,♥T,♣4,♥K,♠4 | Pair
♣2,♥T,♣4,♠8,♥4 | Pair
♣2,♥T,♣4,♠8,♠4 | Pair
♣2,♥T,♣4,♥4,♠Q | Pair
♣2,♥T,♣4,♥4,♠4 | Full House
♣2,♥T,♣4,♠Q,♠4 | Pair
♣2,♥T,♥2,♥K,♠8 | Pair
♣2,♥T,♥2,♥K,♥4 | Pair
♣2,♥T,♥2,♥K,♠Q | Pair
♣2,♥T,♥2,♥K,♠4 | Pair
♣2,♥T,♥2,♠8,♥4 | Pair
♣2,♥T,♥2,♠8,♠Q | Pair
♣2,♥T,♥2,♠8,♠4 | Pair
♣2,♥T,♥2,♥4,♠Q | Pair
♣2,♥T,♥2,♥4,♠4 | Two Pairs
♣2,♥T,♥2,♠Q,♠4 | Pair
♣2,♥T,♥K,♥4,♠4 | Pair
♣2,♥T,♠8,♥4,♠4 | Pair
♣2,♥T,♥4,♠Q,♠4 | Pair
♣2,♣4,♥2,♥K,♠8 | Pair
♣2,♣4,♥2,♥K,♥4 | Two Pairs
♣2,♣4,♥2,♥K,♠Q | Pair
♣2,♣4,♥2,♥K,♠4 | Two Pairs
♣2,♣4,♥2,♠8,♥4 | Two Pairs
♣2,♣4,♥2,♠8,♠Q | Pair
♣2,♣4,♥2,♠8,♠4 | Two Pairs
♣2,♣4,♥2,♥4,♠Q | Two Pairs
♣2,♣4,♥2,♥4,♠4 | Full House
♣2,♣4,♥2,♠Q,♠4 | Two Pairs
♣2,♣4,♥K,♠8,♥4 | Pair
♣2,♣4,♥K,♠8,♠4 | Pair
♣2,♣4,♥K,♥4,♠Q | Pair
♣2,♣4,♥K,♥4,♠4 | Full House
♣2,♣4,♥K,♠Q,♠4 | Pair
♣2,♣4,♠8,♥4,♠Q | Pair
♣2,♣4,♠8,♥4,♠4 | Full House
♣2,♣4,♠8,♠Q,♠4 | Pair
♣2,♣4,♥4,♠Q,♠4 | Full House
♣2,♥2,♥K,♠8,♥4 | Pair
♣2,♥2,♥K,♠8,♠Q | Pair
♣2,♥2,♥K,♠8,♠4 | Pair
♣2,♥2,♥K,♥4,♠Q | Pair
♣2,♥2,♥K,♥4,♠4 | Two Pairs
♣2,♥2,♥K,♠Q,♠4 | Pair
♣2,♥2,♠8,♥4,♠Q | Pair
♣2,♥2,♠8,♥4,♠4 | Two Pairs
♣2,♥2,♠8,♠Q,♠4 | Pair
♣2,♥2,♥4,♠Q,♠4 | Two Pairs
♣2,♥K,♠8,♥4,♠4 | Pair
♣2,♥K,♥4,♠Q,♠4 | Pair
♣2,♠8,♥4,♠Q,♠4 | Pair
♥8,♣Q,♦K,♣5,♥K | Pair
♥8,♣Q,♦K,♣5,♠8 | Pair
♥8,♣Q,♦K,♣5,♠Q | Pair
♥8,♣Q,♦K,♥6,♥K | Pair
♥8,♣Q,♦K,♥6,♠8 | Pair
♥8,♣Q,♦K,♥6,♠Q | Pair
♥8,♣Q,♦K,♥T,♥K | Pair
♥8,♣Q,♦K,♥T,♠8 | Pair
♥8,♣Q,♦K,♥T,♠Q | Pair
♥8,♣Q,♦K,♣4,♥K | Pair
♥8,♣Q,♦K,♣4,♠8 | Pair
♥8,♣Q,♦K,♣4,♥4 | Pair
♥8,♣Q,♦K,♣4,♠Q | Pair
♥8,♣Q,♦K,♣4,♠4 | Pair
♥8,♣Q,♦K,♥2,♥K | Pair
♥8,♣Q,♦K,♥2,♠8 | Pair
♥8,♣Q,♦K,♥2,♠Q | Pair
♥8,♣Q,♦K,♥K,♠8 | Two Pairs
♥8,♣Q,♦K,♥K,♥4 | Pair
♥8,♣Q,♦K,♥K,♠Q | Two Pairs
♥8,♣Q,♦K,♥K,♠4 | Pair
♥8,♣Q,♦K,♠8,♥4 | Pair
♥8,♣Q,♦K,♠8,♠Q | Two Pairs
♥8,♣Q,♦K,♠8,♠4 | Pair
♥8,♣Q,♦K,♥4,♠Q | Pair
♥8,♣Q,♦K,♥4,♠4 | Pair
♥8,♣Q,♦K,♠Q,♠4 | Pair
♥8,♣Q,♣5,♥6,♠8 | Pair
♥8,♣Q,♣5,♥6,♠Q | Pair
♥8,♣Q,♣5,♥T,♠8 | Pair
♥8,♣Q,♣5,♥T,♠Q | Pair
♥8,♣Q,♣5,♣4,♠8 | Pair
♥8,♣Q,♣5,♣4,♥4 | Pair
♥8,♣Q,♣5,♣4,♠Q | Pair
♥8,♣Q,♣5,♣4,♠4 | Pair
♥8,♣Q,♣5,♥2,♠8 | Pair
♥8,♣Q,♣5,♥2,♠Q | Pair
♥8,♣Q,♣5,♥K,♠8 | Pair
♥8,♣Q,♣5,♥K,♠Q | Pair
♥8,♣Q,♣5,♠8,♥4 | Pair
♥8,♣Q,♣5,♠8,♠Q | Two Pairs
♥8,♣Q,♣5,♠8,♠4 | Pair
♥8,♣Q,♣5,♥4,♠Q | Pair
♥8,♣Q,♣5,♥4,♠4 | Pair
♥8,♣Q,♣5,♠Q,♠4 | Pair
♥8,♣Q,♥6,♥T,♠8 | Pair
♥8,♣Q,♥6,♥T,♠Q | Pair
♥8,♣Q,♥6,♣4,♠8 | Pair
♥8,♣Q,♥6,♣4,♥4 | Pair
♥8,♣Q,♥6,♣4,♠Q | Pair
♥8,♣Q,♥6,♣4,♠4 | Pair
♥8,♣Q,♥6,♥2,♠8 | Pair
♥8,♣Q,♥6,♥2,♠Q | Pair
♥8,♣Q,♥6,♥K,♠8 | Pair
♥8,♣Q,♥6,♥K,♠Q | Pair
♥8,♣Q,♥6,♠8,♥4 | Pair
♥8,♣Q,♥6,♠8,♠Q | Two Pairs
♥8,♣Q,♥6,♠8,♠4 | Pair
♥8,♣Q,♥6,♥4,♠Q | Pair
♥8,♣Q,♥6,♥4,♠4 | Pair
♥8,♣Q,♥6,♠Q,♠4 | Pair
♥8,♣Q,♥T,♣4,♠8 | Pair
♥8,♣Q,♥T,♣4,♥4 | Pair
♥8,♣Q,♥T,♣4,♠Q | Pair
♥8,♣Q,♥T,♣4,♠4 | Pair
♥8,♣Q,♥T,♥2,♠8 | Pair
♥8,♣Q,♥T,♥2,♠Q | Pair
♥8,♣Q,♥T,♥K,♠8 | Pair
♥8,♣Q,♥T,♥K,♠Q | Pair
♥8,♣Q,♥T,♠8,♥4 | Pair
♥8,♣Q,♥T,♠8,♠Q | Two Pairs
♥8,♣Q,♥T,♠8,♠4 | Pair
♥8,♣Q,♥T,♥4,♠Q | Pair
♥8,♣Q,♥T,♥4,♠4 | Pair
♥8,♣Q,♥T,♠Q,♠4 | Pair
♥8,♣Q,♣4,♥2,♠8 | Pair
♥8,♣Q,♣4,♥2,♥4 | Pair
♥8,♣Q,♣4,♥2,♠Q | Pair
♥8,♣Q,♣4,♥2,♠4 | Pair
♥8,♣Q,♣4,♥K,♠8 | Pair
♥8,♣Q,♣4,♥K,♥4 | Pair
♥8,♣Q,♣4,♥K,♠Q | Pair
♥8,♣Q,♣4,♥K,♠4 | Pair
♥8,♣Q,♣4,♠8,♥4 | Two Pairs
♥8,♣Q,♣4,♠8,♠Q | Two Pairs
♥8,♣Q,♣4,♠8,♠4 | Two Pairs
♥8,♣Q,♣4,♥4,♠Q | Two Pairs
♥8,♣Q,♣4,♥4,♠4 | Full House
♥8,♣Q,♣4,♠Q,♠4 | Two Pairs
♥8,♣Q,♥2,♥K,♠8 | Pair
♥8,♣Q,♥2,♥K,♠Q | Pair
♥8,♣Q,♥2,♠8,♥4 | Pair
♥8,♣Q,♥2,♠8,♠Q | Two Pairs
♥8,♣Q,♥2,♠8,♠4 | Pair
♥8,♣Q,♥2,♥4,♠Q | Pair
♥8,♣Q,♥2,♥4,♠4 | Pair
♥8,♣Q,♥2,♠Q,♠4 | Pair
♥8,♣Q,♥K,♠8,♥4 | Pair
♥8,♣Q,♥K,♠8,♠Q | Two Pairs
♥8,♣Q,♥K,♠8,♠4 | Pair
♥8,♣Q,♥K,♥4,♠Q | Pair
♥8,♣Q,♥K,♥4,♠4 | Pair
♥8,♣Q,♥K,♠Q,♠4 | Pair
♥8,♣Q,♠8,♥4,♠Q | Two Pairs
♥8,♣Q,♠8,♥4,♠4 | Two Pairs
♥8,♣Q,♠8,♠Q,♠4 | Two Pairs
♥8,♣Q,♥4,♠Q,♠4 | Two Pairs
♥8,♦K,♣5,♥6,♥K | Pair
♥8,♦K,♣5,♥6,♠8 | Pair
♥8,♦K,♣5,♥T,♥K | Pair
♥8,♦K,♣5,♥T,♠8 | Pair
♥8,♦K,♣5,♣4,♥K | Pair
♥8,♦K,♣5,♣4,♠8 | Pair
♥8,♦K,♣5,♣4,♥4 | Pair
♥8,♦K,♣5,♣4,♠4 | Pair
♥8,♦K,♣5,♥2,♥K | Pair
♥8,♦K,♣5,♥2,♠8 | Pair
♥8,♦K,♣5,♥K,♠8 | Two Pairs
♥8,♦K,♣5,♥K,♥4 | Pair
♥8,♦K,♣5,♥K,♠Q | Pair
♥8,♦K,♣5,♥K,♠4 | Pair
♥8,♦K,♣5,♠8,♥4 | Pair
♥8,♦K,♣5,♠8,♠Q | Pair
♥8,♦K,♣5,♠8,♠4 | Pair
♥8,♦K,♣5,♥4,♠4 | Pair
♥8,♦K,♥6,♥T,♥K | Pair
♥8,♦K,♥6,♥T,♠8 | Pair
♥8,♦K,♥6,♣4,♥K | Pair
♥8,♦K,♥6,♣4,♠8 | Pair
♥8,♦K,♥6,♣4,♥4 | Pair
♥8,♦K,♥6,♣4,♠4 | Pair
♥8,♦K,♥6,♥2,♥K | Pair
♥8,♦K,♥6,♥2,♠8 | Pair
♥8,♦K,♥6,♥K,♠8 | Two Pairs
♥8,♦K,♥6,♥K,♥4 | Pair
♥8,♦K,♥6,♥K,♠Q | Pair
♥8,♦K,♥6,♥K,♠4 | Pair
♥8,♦K,♥6,♠8,♥4 | Pair
♥8,♦K,♥6,♠8,♠Q | Pair
♥8,♦K,♥6,♠8,♠4 | Pair
♥8,♦K,♥6,♥4,♠4 | Pair
♥8,♦K,♥T,♣4,♥K | Pair
♥8,♦K,♥T,♣4,♠8 | Pair
♥8,♦K,♥T,♣4,♥4 | Pair
♥8,♦K,♥T,♣4,♠4 | Pair
♥8,♦K,♥T,♥2,♥K | Pair
♥8,♦K,♥T,♥2,♠8 | Pair
♥8,♦K,♥T,♥K,♠8 | Two Pairs
♥8,♦K,♥T,♥K,♥4 | Pair
♥8,♦K,♥T,♥K,♠Q | Pair
♥8,♦K,♥T,♥K,♠4 | Pair
♥8,♦K,♥T,♠8,♥4 | Pair
♥8,♦K,♥T,♠8,♠Q | Pair
♥8,♦K,♥T,♠8,♠4 | Pair
♥8,♦K,♥T,♥4,♠4 | Pair
♥8,♦K,♣4,♥2,♥K | Pair
♥8,♦K,♣4,♥2,♠8 | Pair
♥8,♦K,♣4,♥2,♥4 | Pair
♥8,♦K,♣4,♥2,♠4 | Pair
♥8,♦K,♣4,♥K,♠8 | Two Pairs
♥8,♦K,♣4,♥K,♥4 | Two Pairs
♥8,♦K,♣4,♥K,♠Q | Pair
♥8,♦K,♣4,♥K,♠4 | Two Pairs
♥8,♦K,♣4,♠8,♥4 | Two Pairs
♥8,♦K,♣4,♠8,♠Q | Pair
♥8,♦K,♣4,♠8,♠4 | Two Pairs
♥8,♦K,♣4,♥4,♠Q | Pair
♥8,♦K,♣4,♥4,♠4 | Full House
♥8,♦K,♣4,♠Q,♠4 | Pair
♥8,♦K,♥2,♥K,♠8 | Two Pairs
♥8,♦K,♥2,♥K,♥4 | Pair
♥8,♦K,♥2,♥K,♠Q | Pair
♥8,♦K,♥2,♥K,♠4 | Pair
♥8,♦K,♥2,♠8,♥4 | Pair
♥8,♦K,♥2,♠8,♠Q | Pair
♥8,♦K,♥2,♠8,♠4 | Pair
♥8,♦K,♥2,♥4,♠4 | Pair
♥8,♦K,♥K,♠8,♥4 | Two Pairs
♥8,♦K,♥K,♠8,♠Q | Two Pairs
♥8,♦K,♥K,♠8,♠4 | Two Pairs
♥8,♦K,♥K,♥4,♠Q | Pair
♥8,♦K,♥K,♥4,♠4 | Two Pairs
♥8,♦K,♥K,♠Q,♠4 | Pair
♥8,♦K,♠8,♥4,♠Q | Pair
♥8,♦K,♠8,♥4,♠4 | Two Pairs
♥8,♦K,♠8,♠Q,♠4 | Pair
♥8,♦K,♥4,♠Q,♠4 | Pair
♥8,♣5,♥6,♥T,♠8 | Pair
♥8,♣5,♥6,♣4,♠8 | Pair
♥8,♣5,♥6,♣4,♥4 | Pair
♥8,♣5,♥6,♣4,♠4 | Pair
♥8,♣5,♥6,♥2,♠8 | Pair
♥8,♣5,♥6,♥K,♠8 | Pair
♥8,♣5,♥6,♠8,♥4 | Pair
♥8,♣5,♥6,♠8,♠Q | Pair
♥8,♣5,♥6,♠8,♠4 | Pair
♥8,♣5,♥6,♥4,♠4 | Pair
♥8,♣5,♥T,♣4,♠8 | Pair
♥8,♣5,♥T,♣4,♥4 | Pair
♥8,♣5,♥T,♣4,♠4 | Pair
♥8,♣5,♥T,♥2,♠8 | Pair
♥8,♣5,♥T,♥K,♠8 | Pair
♥8,♣5,♥T,♠8,♥4 | Pair
♥8,♣5,♥T,♠8,♠Q | Pair
♥8,♣5,♥T,♠8,♠4 | Pair
♥8,♣5,♥T,♥4,♠4 | Pair
