♦7,♣Q,♠J,♣3,♥3 | Pair
♥K,♥3,♠K,♥J,♦4 | Pair
♥K,♥3,♠K,♥J,♥4 | Pair
♥K,♥3,♠K,♥J,♥8 | Pair
♥K,♥3,♠K,♦4,♥4 | Two Pairs
♥K,♥3,♠K,♦4,♥8 | Pair
♥K,♥3,♠K,♥4,♥8 | Pair
♥K,♥3,♣A,♦4,♥4 | Pair
♥K,♥3,♥J,♦4,♥4 | Pair
♥K,♥3,♥J,♥4,♥8 | Flush
♥K,♥3,♦4,♥4,♥8 | Pair
♥K,♠T,♠K,♣A,♥J | Pair
♥K,♠T,♠K,♣A,♦4 | Pair
♥K,♠T,♠K,♣A,♥4 | Pair
♥K,♠T,♠K,♣A,♥8 | Pair
♥K,♠T,♠K,♥J,♦4 | Pair
♥K,♠T,♠K,♥J,♥4 | Pair
♥K,♠T,♠K,♥J,♥8 | Pair
♥K,♠T,♠K,♦4,♥4 | Two Pairs
♥K,♠T,♠K,♦4,♥8 | Pair
♥K,♠T,♠K,♥4,♥8 | Pair
♥K,♠T,♣A,♦4,♥4 | Pair
♥K,♠T,♥J,♦4,♥4 | Pair
♥K,♠T,♦4,♥4,♥8 | Pair
♥K,♠K,♣A,♥J,♦4 | Pair
♥K,♠K,♣A,♥J,♥4 | Pair
♥K,♠K,♣A,♥J,♥8 | Pair
♥K,♠K,♣A,♦4,♥4 | Two Pairs
♥K,♠K,♣A,♦4,♥8 | Pair
♥K,♠K,♣A,♥4,♥8 | Pair
♥K,♠K,♥J,♦4,♥4 | Two Pairs
♥K,♠K,♥J,♦4,♥8 | Pair
♥K,♠K,♥J,♥4,♥8 | Pair
♥K,♠K,♦4,♥4,♥8 | Two Pairs
♥K,♣A,♥J,♦4,♥4 | Pair
♥K,♣A,♦4,♥4,♥8 | Pair
♥K,♥J,♦4,♥4,♥8 | Pair
♥3,♠T,♠K,♦4,♥4 | Pair
♥3,♠T,♣A,♦4,♥4 | Pair
♥3,♠T,♥J,♦4,♥4 | Pair
♥3,♠T,♦4,♥4,♥8 | Pair
♥3,♠K,♣A,♦4,♥4 | Pair
♥3,♠K,♥J,♦4,♥4 | Pair
♥3,♠K,♦4,♥4,♥8 | Pair
♥3,♣A,♥J,♦4,♥4 | Pair
♥3,♣A,♦4,♥4,♥8 | Pair
♥3,♥J,♦4,♥4,♥8 | Pair
♠T,♠K,♣A,♦4,♥4 | Pair
♠T,♠K,♥J,♦4,♥4 | Pair
♠T,♠K,♦4,♥4,♥8 | Pair
♠T,♣A,♥J,♦4,♥4 | Pair
♠T,♣A,♦4,♥4,♥8 | Pair
♠T,♥J,♦4,♥4,♥8 | Pair
♠K,♣A,♥J,♦4,♥4 | Pair
♠K,♣A,♦4,♥4,♥8 | Pair
♠K,♥J,♦4,♥4,♥8 | Pair
♣A,♥J,♦4,♥4,♥8 | Pair
