♠6,♥8,♦J,♥T,♦6 | Pair
♥8,♦J,♣7,♣K,♠7 | Pair
♥8,♦J,♣7,♦7,♣2 | Pair
♥8,♦J,♣7,♦7,♦6 | Pair
♥8,♦J,♣7,♦7,♠7 | Full House
♥8,♦J,♣7,♦7,♠5 | Pair
♥8,♦J,♣7,♦7,♣Q | Pair
♥8,♦J,♣7,♦7,♣9 | Pair
♥8,♦J,♣7,♦7,♣5 | Pair
♥8,♦J,♣7,♣2,♠7 | Pair
♥8,♦J,♣7,♦6,♠7 | Pair
♥8,♦J,♣7,♠7,♠5 | Pair
♥8,♦J,♣7,♠7,♣Q | Pair
♥8,♦J,♣7,♠7,♣9 | Pair
♥8,♦J,♣7,♠7,♣5 | Pair
♥8,♦J,♣7,♠5,♣5 | Pair
♥8,♦J,♦Q,♣K,♣Q | Pair
♥8,♦J,♦Q,♦7,♠7 | Pair
♥8,♦J,♦Q,♦7,♣Q | Pair
♥8,♦J,♦Q,♣2,♣Q | Pair
♥8,♦J,♦Q,♦6,♣Q | Pair
♥8,♦J,♦Q,♠7,♣Q | Pair
♥8,♦J,♦Q,♠5,♣Q | Pair
♥8,♦J,♦Q,♠5,♣5 | Pair
♥8,♦J,♦Q,♣Q,♣9 | Pair
♥8,♦J,♦Q,♣Q,♣5 | Pair
♥8,♦J,♣K,♦7,♠7 | Pair
♥8,♦J,♣K,♠5,♣5 | Pair
♥8,♦J,♦7,♣2,♠7 | Pair
♥8,♦J,♦7,♦6,♠7 | Pair
♥8,♦J,♦7,♠7,♠5 | Pair
♥8,♦J,♦7,♠7,♣Q | Pair
♥8,♦J,♦7,♠7,♣9 | Pair
♥8,♦J,♦7,♠7,♣5 | Pair
♥8,♦J,♦7,♠5,♣5 | Pair
♥8,♦J,♣2,♠5,♣5 | Pair
♥8,♦J,♦6,♠5,♣5 | Pair
♥8,♦J,♠7,♠5,♣5 | Pair
♥8,♦J,♠5,♣Q,♣5 | Pair
♥8,♦J,♠5,♣9,♣5 | Pair
♥8,♥T,♣7,♦Q,♦7 | Pair
♥8,♥T,♣7,♦Q,♠7 | Pair
♥8,♥T,♣7,♦Q,♣Q | Pair
♥8,♥T,♣7,♣K,♦7 | Pair
♥8,♥T,♣7,♣K,♠7 | Pair
♥8,♥T,♣7,♦7,♣2 | Pair
♥8,♥T,♣7,♦7,♦6 | Pair
♥8,♥T,♣7,♦7,♠7 | Full House
♥8,♥T,♣7,♦7,♠5 | Pair
♥8,♥T,♣7,♦7,♣Q | Pair
♥8,♥T,♣7,♦7,♣9 | Pair
♥8,♥T,♣7,♦7,♣5 | Pair
♥8,♥T,♣7,♣2,♠7 | Pair
♥8,♥T,♣7,♦6,♠7 | Pair
♥8,♥T,♣7,♠7,♠5 | Pair
♥8,♥T,♣7,♠7,♣Q | Pair
♥8,♥T,♣7,♠7,♣9 | Pair
♥8,♥T,♣7,♠7,♣5 | Pair
♥8,♥T,♣7,♠5,♣5 | Pair
♥8,♥T,♦Q,♣K,♣Q | Pair
♥8,♥T,♦Q,♦7,♠7 | Pair
♥8,♥T,♦Q,♦7,♣Q | Pair
♥8,♥T,♦Q,♣2,♣Q | Pair
♥8,♥T,♦Q,♦6,♣Q | Pair
♥8,♥T,♦Q,♠7,♣Q | Pair
♥8,♥T,♦Q,♠5,♣Q | Pair
♥8,♥T,♦Q,♠5,♣5 | Pair
♥8,♥T,♦Q,♣Q,♣9 | Pair
♥8,♥T,♦Q,♣Q,♣5 | Pair
♥8,♥T,♣K,♦7,♠7 | Pair
♥8,♥T,♣K,♠5,♣5 | Pair
♥8,♥T,♦7,♣2,♠7 | Pair
♥8,♥T,♦7,♦6,♠7 | Pair
♥8,♥T,♦7,♠7,♠5 | Pair
♥8,♥T,♦7,♠7,♣Q | Pair
♥8,♥T,♦7,♠7,♣9 | Pair
♥8,♥T,♦7,♠7,♣5 | Pair
♥8,♥T,♦7,♠5,♣5 | Pair
♥8,♥T,♣2,♠5,♣5 | Pair
♥8,♥T,♦6,♠5,♣5 | Pair
♥8,♥T,♠7,♠5,♣5 | Pair
♥8,♥T,♠5,♣Q,♣5 | Pair
♥8,♥T,♠5,♣9,♣5 | Pair
♥8,♣7,♦Q,♣K,♦7 | Pair
♥8,♣7,♦Q,♣K,♠7 | Pair
♥8,♣7,♦Q,♣K,♣Q | Pair
♥8,♣7,♦Q,♦7,♣2 | Pair
♥8,♣7,♦Q,♦7,♦6 | Pair
♥8,♣7,♦Q,♦7,♠7 | Full House
♥8,♣7,♦Q,♦7,♠5 | Pair
♥8,♣7,♦Q,♦7,♣Q | Two Pairs
♥8,♣7,♦Q,♦7,♣9 | Pair
♥8,♣7,♦Q,♦7,♣5 | Pair
♥8,♣7,♦Q,♣2,♠7 | Pair
♥8,♣7,♦Q,♣2,♣Q | Pair
♥8,♣7,♦Q,♦6,♠7 | Pair
♥8,♣7,♦Q,♦6,♣Q | Pair
♥8,♣7,♦Q,♠7,♠5 | Pair
♥8,♣7,♦Q,♠7,♣Q | Two Pairs
♥8,♣7,♦Q,♠7,♣9 | Pair
♥8,♣7,♦Q,♠7,♣5 | Pair
♥8,♣7,♦Q,♠5,♣Q | Pair
♥8,♣7,♦Q,♠5,♣5 | Pair
♥8,♣7,♦Q,♣Q,♣9 | Pair
♥8,♣7,♦Q,♣Q,♣5 | Pair
♥8,♣7,♣K,♦7,♣2 | Pair
♥8,♣7,♣K,♦7,♦6 | Pair
♥8,♣7,♣K,♦7,♠7 | Full House
♥8,♣7,♣K,♦7,♠5 | Pair
♥8,♣7,♣K,♦7,♣Q | Pair
♥8,♣7,♣K,♦7,♣9 | Pair
♥8,♣7,♣K,♦7,♣5 | Pair
♥8,♣7,♣K,♣2,♠7 | Pair
♥8,♣7,♣K,♦6,♠7 | Pair
♥8,♣7,♣K,♠7,♠5 | Pair
♥8,♣7,♣K,♠7,♣Q | Pair
♥8,♣7,♣K,♠7,♣9 | Pair
♥8,♣7,♣K,♠7,♣5 | Pair
♥8,♣7,♣K,♠5,♣5 | Pair
♥8,♣7,♦7,♣2,♦6 | Pair
♥8,♣7,♦7,♣2,♠7 | Full House
♥8,♣7,♦7,♣2,♠5 | Pair
♥8,♣7,♦7,♣2,♣Q | Pair
♥8,♣7,♦7,♣2,♣9 | Pair
♥8,♣7,♦7,♣2,♣5 | Pair
♥8,♣7,♦7,♦6,♠7 | Full House
♥8,♣7,♦7,♦6,♠5 | Pair
♥8,♣7,♦7,♦6,♣Q | Pair
♥8,♣7,♦7,♦6,♣9 | Pair
♥8,♣7,♦7,♦6,♣5 | Pair
♥8,♣7,♦7,♠7,♠5 | Full House
♥8,♣7,♦7,♠7,♣Q | Full House
♥8,♣7,♦7,♠7,♣9 | Full House
♥8,♣7,♦7,♠7,♣5 | Full House
♥8,♣7,♦7,♠5,♣Q | Pair
♥8,♣7,♦7,♠5,♣9 | Pair
♥8,♣7,♦7,♠5,♣5 | Two Pairs
♥8,♣7,♦7,♣Q,♣9 | Pair
♥8,♣7,♦7,♣Q,♣5 | Pair
♥8,♣7,♦7,♣9,♣5 | Pair
♥8,♣7,♣2,♦6,♠7 | Pair
♥8,♣7,♣2,♠7,♠5 | Pair
♥8,♣7,♣2,♠7,♣Q | Pair
♥8,♣7,♣2,♠7,♣9 | Pair
♥8,♣7,♣2,♠7,♣5 | Pair
♥8,♣7,♣2,♠5,♣5 | Pair
♥8,♣7,♦6,♠7,♠5 | Pair
♥8,♣7,♦6,♠7,♣Q | Pair
♥8,♣7,♦6,♠7,♣9 | Pair
♥8,♣7,♦6,♠7,♣5 | Pair
♥8,♣7,♦6,♠5,♣5 | Pair
♥8,♣7,♠7,♠5,♣Q | Pair
♥8,♣7,♠7,♠5,♣9 | Pair
♥8,♣7,♠7,♠5,♣5 | Two Pairs
♥8,♣7,♠7,♣Q,♣9 | Pair
♥8,♣7,♠7,♣Q,♣5 | Pair
♥8,♣7,♠7,♣9,♣5 | Pair
♥8,♣7,♠5,♣Q,♣5 | Pair
♥8,♣7,♠5,♣9,♣5 | Pair
♥8,♦Q,♣K,♦7,♠7 | Pair
♥8,♦Q,♣K,♦7,♣Q | Pair
♥8,♦Q,♣K,♣2,♣Q | Pair
♥8,♦Q,♣K,♦6,♣Q | Pair
♥8,♦Q,♣K,♠7,♣Q | Pair
♥8,♦Q,♣K,♠5,♣Q | Pair
♥8,♦Q,♣K,♠5,♣5 | Pair
♥8,♦Q,♣K,♣Q,♣9 | Pair
♥8,♦Q,♣K,♣Q,♣5 | Pair
♥8,♦Q,♦7,♣2,♠7 | Pair
♥8,♦Q,♦7,♣2,♣Q | Pair
♥8,♦Q,♦7,♦6,♠7 | Pair
♥8,♦Q,♦7,♦6,♣Q | Pair
♥8,♦Q,♦7,♠7,♠5 | Pair
♥8,♦Q,♦7,♠7,♣Q | Two Pairs
♥8,♦Q,♦7,♠7,♣9 | Pair
♥8,♦Q,♦7,♠7,♣5 | Pair
♥8,♦Q,♦7,♠5,♣Q | Pair
♥8,♦Q,♦7,♠5,♣5 | Pair
♥8,♦Q,♦7,♣Q,♣9 | Pair
♥8,♦Q,♦7,♣Q,♣5 | Pair
♥8,♦Q,♣2,♦6,♣Q | Pair
♥8,♦Q,♣2,♠7,♣Q | Pair
♥8,♦Q,♣2,♠5,♣Q | Pair
♥8,♦Q,♣2,♠5,♣5 | Pair
♥8,♦Q,♣2,♣Q,♣9 | Pair
♥8,♦Q,♣2,♣Q,♣5 | Pair
♥8,♦Q,♦6,♠7,♣Q | Pair
♥8,♦Q,♦6,♠5,♣Q | Pair
♥8,♦Q,♦6,♠5,♣5 | Pair
♥8,♦Q,♦6,♣Q,♣9 | Pair
♥8,♦Q,♦6,♣Q,♣5 | Pair
♥8,♦Q,♠7,♠5,♣Q | Pair
♥8,♦Q,♠7,♠5,♣5 | Pair
♥8,♦Q,♠7,♣Q,♣9 | Pair
♥8,♦Q,♠7,♣Q,♣5 | Pair
♥8,♦Q,♠5,♣Q,♣9 | Pair
♥8,♦Q,♠5,♣Q,♣5 | Two Pairs
♥8,♦Q,♠5,♣9,♣5 | Pair
♥8,♦Q,♣Q,♣9,♣5 | Pair
♥8,♣K,♦7,♣2,♠7 | Pair
♥8,♣K,♦7,♦6,♠7 | Pair
♥8,♣K,♦7,♠7,♠5 | Pair
♥8,♣K,♦7,♠7,♣Q | Pair
♥8,♣K,♦7,♠7,♣9 | Pair
♥8,♣K,♦7,♠7,♣5 | Pair
♥8,♣K,♦7,♠5,♣5 | Pair
♥8,♣K,♣2,♠5,♣5 | Pair
♥8,♣K,♦6,♠5,♣5 | Pair
♥8,♣K,♠7,♠5,♣5 | Pair
♥8,♣K,♠5,♣Q,♣5 | Pair
♥8,♣K,♠5,♣9,♣5 | Pair
♥8,♦7,♣2,♦6,♠7 | Pair
♥8,♦7,♣2,♠7,♠5 | Pair
♥8,♦7,♣2,♠7,♣Q | Pair
♥8,♦7,♣2,♠7,♣9 | Pair
♥8,♦7,♣2,♠7,♣5 | Pair
♥8,♦7,♣2,♠5,♣5 | Pair
♥8,♦7,♦6,♠7,♠5 | Pair
♥8,♦7,♦6,♠7,♣Q | Pair
♥8,♦7,♦6,♠7,♣9 | Pair
♥8,♦7,♦6,♠7,♣5 | Pair
♥8,♦7,♦6,♠5,♣5 | Pair
♥8,♦7,♠7,♠5,♣Q | Pair
♥8,♦7,♠7,♠5,♣9 | Pair
♥8,♦7,♠7,♠5,♣5 | Two Pairs
♥8,♦7,♠7,♣Q,♣9 | Pair
♥8,♦7,♠7,♣Q,♣5 | Pair
♥8,♦7,♠7,♣9,♣5 | Pair
♥8,♦7,♠5,♣Q,♣5 | Pair
♥8,♦7,♠5,♣9,♣5 | Pair
♥8,♣2,♦6,♠5,♣5 | Pair
♥8,♣2,♠7,♠5,♣5 | Pair
♥8,♣2,♠5,♣Q,♣5 | Pair
♥8,♣2,♠5,♣9,♣5 | Pair
♥8,♦6,♠7,♠5,♣5 | Pair
♥8,♦6,♠5,♣Q,♣5 | Pair
♥8,♦6,♠5,♣9,♣5 | Pair
♥8,♠7,♠5,♣Q,♣5 | Pair
♥8,♠7,♠5,♣9,♣5 | Pair
♥8,♠5,♣Q,♣9,♣5 | Pair
♦J,♥T,♣7,♦Q,♦7 | Pair
♦J,♥T,♣7,♦Q,♠7 | Pair
♦J,♥T,♣7,♦Q,♣Q | Pair
♦J,♥T,♣7,♣K,♦7 | Pair
♦J,♥T,♣7,♣K,♠7 | Pair
♦J,♥T,♣7,♦7,♣2 | Pair
♦J,♥T,♣7,♦7,♦6 | Pair
♦J,♥T,♣7,♦7,♠7 | Full House
♦J,♥T,♣7,♦7,♠5 | Pair
♦J,♥T,♣7,♦7,♣Q | Pair
♦J,♥T,♣7,♦7,♣9 | Pair
♦J,♥T,♣7,♦7,♣5 | Pair
♦J,♥T,♣7,♣2,♠7 | Pair
♦J,♥T,♣7,♦6,♠7 | Pair
♦J,♥T,♣7,♠7,♠5 | Pair
♦J,♥T,♣7,♠7,♣Q | Pair
♦J,♥T,♣7,♠7,♣9 | Pair
♦J,♥T,♣7,♠7,♣5 | Pair
♦J,♥T,♣7,♠5,♣5 | Pair
♦J,♥T,♦Q,♣K,♣Q | Pair
♦J,♥T,♦Q,♦7,♠7 | Pair
♦J,♥T,♦Q,♦7,♣Q | Pair
♦J,♥T,♦Q,♣2,♣Q | Pair
♦J,♥T,♦Q,♦6,♣Q | Pair
♦J,♥T,♦Q,♠7,♣Q | Pair
♦J,♥T,♦Q,♠5,♣Q | Pair
♦J,♥T,♦Q,♠5,♣5 | Pair
♦J,♥T,♦Q,♣Q,♣9 | Pair
♦J,♥T,♦Q,♣Q,♣5 | Pair
♦J,♥T,♣K,♦7,♠7 | Pair
♦J,♥T,♣K,♠5,♣5 | Pair
♦J,♥T,♦7,♣2,♠7 | Pair
♦J,♥T,♦7,♦6,♠7 | Pair
♦J,♥T,♦7,♠7,♠5 | Pair
♦J,♥T,♦7,♠7,♣Q | Pair
♦J,♥T,♦7,♠7,♣9 | Pair
♦J,♥T,♦7,♠7,♣5 | Pair
♦J,♥T,♦7,♠5,♣5 | Pair
♦J,♥T,♣2,♠5,♣5 | Pair
♦J,♥T,♦6,♠5,♣5 | Pair
♦J,♥T,♠7,♠5,♣5 | Pair
♦J,♥T,♠5,♣Q,♣5 | Pair
♦J,♥T,♠5,♣9,♣5 | Pair
♦J,♣7,♦Q,♣K,♦7 | Pair
♦J,♣7,♦Q,♣K,♠7 | Pair
♦J,♣7,♦Q,♣K,♣Q | Pair
♦J,♣7,♦Q,♦7,♣2 | Pair
♦J,♣7,♦Q,♦7,♦6 | Pair
♦J,♣7,♦Q,♦7,♠7 | Full House
♦J,♣7,♦Q,♦7,♠5 | Pair
♦J,♣7,♦Q,♦7,♣Q | Two Pairs
♦J,♣7,♦Q,♦7,♣9 | Pair
♦J,♣7,♦Q,♦7,♣5 | Pair
♦J,♣7,♦Q,♣2,♠7 | Pair
♦J,♣7,♦Q,♣2,♣Q | Pair
♦J,♣7,♦Q,♦6,♠7 | Pair
♦J,♣7,♦Q,♦6,♣Q | Pair
♦J,♣7,♦Q,♠7,♠5 | Pair
♦J,♣7,♦Q,♠7,♣Q | Two Pairs
♦J,♣7,♦Q,♠7,♣9 | Pair
♦J,♣7,♦Q,♠7,♣5 | Pair
♦J,♣7,♦Q,♠5,♣Q | Pair
♦J,♣7,♦Q,♠5,♣5 | Pair
♦J,♣7,♦Q,♣Q,♣9 | Pair
♦J,♣7,♦Q,♣Q,♣5 | Pair
♦J,♣7,♣K,♦7,♣2 | Pair
♦J,♣7,♣K,♦7,♦6 | Pair
♦J,♣7,♣K,♦7,♠7 | Full House
♦J,♣7,♣K,♦7,♠5 | Pair
♦J,♣7,♣K,♦7,♣Q | Pair
♦J,♣7,♣K,♦7,♣9 | Pair
♦J,♣7,♣K,♦7,♣5 | Pair
♦J,♣7,♣K,♣2,♠7 | Pair
♦J,♣7,♣K,♦6,♠7 | Pair
♦J,♣7,♣K,♠7,♠5 | Pair
♦J,♣7,♣K,♠7,♣Q | Pair
♦J,♣7,♣K,♠7,♣9 | Pair
♦J,♣7,♣K,♠7,♣5 | Pair
♦J,♣7,♣K,♠5,♣5 | Pair
♦J,♣7,♦7,♣2,♦6 | Pair
♦J,♣7,♦7,♣2,♠7 | Full House
♦J,♣7,♦7,♣2,♠5 | Pair
♦J,♣7,♦7,♣2,♣Q | Pair
♦J,♣7,♦7,♣2,♣9 | Pair
♦J,♣7,♦7,♣2,♣5 | Pair
♦J,♣7,♦7,♦6,♠7 | Full House
♦J,♣7,♦7,♦6,♠5 | Pair
♦J,♣7,♦7,♦6,♣Q | Pair
♦J,♣7,♦7,♦6,♣9 | Pair
♦J,♣7,♦7,♦6,♣5 | Pair
♦J,♣7,♦7,♠7,♠5 | Full House
♦J,♣7,♦7,♠7,♣Q | Full House
♦J,♣7,♦7,♠7,♣9 | Full House
♦J,♣7,♦7,♠7,♣5 | Full House
♦J,♣7,♦7,♠5,♣Q | Pair
♦J,♣7,♦7,♠5,♣9 | Pair
♦J,♣7,♦7,♠5,♣5 | Two Pairs
♦J,♣7,♦7,♣Q,♣9 | Pair
♦J,♣7,♦7,♣Q,♣5 | Pair
♦J,♣7,♦7,♣9,♣5 | Pair
♦J,♣7,♣2,♦6,♠7 | Pair
♦J,♣7,♣2,♠7,♠5 | Pair
♦J,♣7,♣2,♠7,♣Q | Pair
♦J,♣7,♣2,♠7,♣9 | Pair
♦J,♣7,♣2,♠7,♣5 | Pair
♦J,♣7,♣2,♠5,♣5 | Pair
♦J,♣7,♦6,♠7,♠5 | Pair
♦J,♣7,♦6,♠7,♣Q | Pair
♦J,♣7,♦6,♠7,♣9 | Pair
♦J,♣7,♦6,♠7,♣5 | Pair
♦J,♣7,♦6,♠5,♣5 | Pair
♦J,♣7,♠7,♠5,♣Q | Pair
♦J,♣7,♠7,♠5,♣9 | Pair
♦J,♣7,♠7,♠5,♣5 | Two Pairs
♦J,♣7,♠7,♣Q,♣9 | Pair
♦J,♣7,♠7,♣Q,♣5 | Pair
♦J,♣7,♠7,♣9,♣5 | Pair
♦J,♣7,♠5,♣Q,♣5 | Pair
♦J,♣7,♠5,♣9,♣5 | Pair
♦J,♦Q,♣K,♦7,♠7 | Pair
♦J,♦Q,♣K,♦7,♣Q | Pair
♦J,♦Q,♣K,♣2,♣Q | Pair
♦J,♦Q,♣K,♦6,♣Q | Pair
♦J,♦Q,♣K,♠7,♣Q | Pair
♦J,♦Q,♣K,♠5,♣Q | Pair
♦J,♦Q,♣K,♠5,♣5 | Pair
♦J,♦Q,♣K,♣Q,♣9 | Pair
♦J,♦Q,♣K,♣Q,♣5 | Pair
♦J,♦Q,♦7,♣2,♠7 | Pair
♦J,♦Q,♦7,♣2,♣Q | Pair
♦J,♦Q,♦7,♦6,♠7 | Pair
♦J,♦Q,♦7,♦6,♣Q | Pair
♦J,♦Q,♦7,♠7,♠5 | Pair
♦J,♦Q,♦7,♠7,♣Q | Two Pairs
♦J,♦Q,♦7,♠7,♣9 | Pair
♦J,♦Q,♦7,♠7,♣5 | Pair
♦J,♦Q,♦7,♠5,♣Q | Pair
♦J,♦Q,♦7,♠5,♣5 | Pair
♦J,♦Q,♦7,♣Q,♣9 | Pair
♦J,♦Q,♦7,♣Q,♣5 | Pair
♦J,♦Q,♣2,♦6,♣Q | Pair
♦J,♦Q,♣2,♠7,♣Q | Pair
♦J,♦Q,♣2,♠5,♣Q | Pair
♦J,♦Q,♣2,♠5,♣5 | Pair
♦J,♦Q,♣2,♣Q,♣9 | Pair
♦J,♦Q,♣2,♣Q,♣5 | Pair
♦J,♦Q,♦6,♠7,♣Q | Pair
♦J,♦Q,♦6,♠5,♣Q | Pair
♦J,♦Q,♦6,♠5,♣5 | Pair
♦J,♦Q,♦6,♣Q,♣9 | Pair
♦J,♦Q,♦6,♣Q,♣5 | Pair
♦J,♦Q,♠7,♠5,♣Q | Pair
♦J,♦Q,♠7,♠5,♣5 | Pair
♦J,♦Q,♠7,♣Q,♣9 | Pair
♦J,♦Q,♠7,♣Q,♣5 | Pair
♦J,♦Q,♠5,♣Q,♣9 | Pair
♦J,♦Q,♠5,♣Q,♣5 | Two Pairs
♦J,♦Q,♠5,♣9,♣5 | Pair
♦J,♦Q,♣Q,♣9,♣5 | Pair
♦J,♣K,♦7,♣2,♠7 | Pair
♦J,♣K,♦7,♦6,♠7 | Pair
♦J,♣K,♦7,♠7,♠5 | Pair
♦J,♣K,♦7,♠7,♣Q | Pair
♦J,♣K,♦7,♠7,♣9 | Pair
♦J,♣K,♦7,♠7,♣5 | Pair
♦J,♣K,♦7,♠5,♣5 | Pair
♦J,♣K,♣2,♠5,♣5 | Pair
♦J,♣K,♦6,♠5,♣5 | Pair
♦J,♣K,♠7,♠5,♣5 | Pair
♦J,♣K,♠5,♣Q,♣5 | Pair
♦J,♣K,♠5,♣9,♣5 | Pair
♦J,♦7,♣2,♦6,♠7 | Pair
♦J,♦7,♣2,♠7,♠5 | Pair
♦J,♦7,♣2,♠7,♣Q | Pair
♦J,♦7,♣2,♠7,♣9 | Pair
♦J,♦7,♣2,♠7,♣5 | Pair
♦J,♦7,♣2,♠5,♣5 | Pair
♦J,♦7,♦6,♠7,♠5 | Pair
♦J,♦7,♦6,♠7,♣Q | Pair
♦J,♦7,♦6,♠7,♣9 | Pair
♦J,♦7,♦6,♠7,♣5 | Pair
♦J,♦7,♦6,♠5,♣5 | Pair
♦J,♦7,♠7,♠5,♣Q | Pair
♦J,♦7,♠7,♠5,♣9 | Pair
♦J,♦7,♠7,♠5,♣5 | Two Pairs
♦J,♦7,♠7,♣Q,♣9 | Pair
♦J,♦7,♠7,♣Q,♣5 | Pair
♦J,♦7,♠7,♣9,♣5 | Pair
♦J,♦7,♠5,♣Q,♣5 | Pair
♦J,♦7,♠5,♣9,♣5 | Pair
♦J,♣2,♦6,♠5,♣5 | Pair
♦J,♣2,♠7,♠5,♣5 | Pair
♦J,♣2,♠5,♣Q,♣5 | Pair
♦J,♣2,♠5,♣9,♣5 | Pair
♦J,♦6,♠7,♠5,♣5 | Pair
♦J,♦6,♠5,♣Q,♣5 | Pair
♦J,♦6,♠5,♣9,♣5 | Pair
♦J,♠7,♠5,♣Q,♣5 | Pair
♦J,♠7,♠5,♣9,♣5 | Pair
♦J,♠5,♣Q,♣9,♣5 | Pair
♥T,♣7,♦Q,♣K,♦7 | Pair
♥T,♣7,♦Q,♣K,♠7 | Pair
♥T,♣7,♦Q,♣K,♣Q | Pair
♥T,♣7,♦Q,♦7,♣2 | Pair
♥T,♣7,♦Q,♦7,♦6 | Pair
♥T,♣7,♦Q,♦7,♠7 | Full House
♥T,♣7,♦Q,♦7,♠5 | Pair
♥T,♣7,♦Q,♦7,♣Q | Two Pairs
♥T,♣7,♦Q,♦7,♣9 | Pair
♥T,♣7,♦Q,♦7,♣5 | Pair
♥T,♣7,♦Q,♣2,♠7 | Pair
♥T,♣7,♦Q,♣2,♣Q | Pair
♥T,♣7,♦Q,♦6,♠7 | Pair
♥T,♣7,♦Q,♦6,♣Q | Pair
♥T,♣7,♦Q,♠7,♠5 | Pair
♥T,♣7,♦Q,♠7,♣Q | Two Pairs
♥T,♣7,♦Q,♠7,♣9 | Pair
♥T,♣7,♦Q,♠7,♣5 | Pair
♥T,♣7,♦Q,♠5,♣Q | Pair
♥T,♣7,♦Q,♠5,♣5 | Pair
♥T,♣7,♦Q,♣Q,♣9 | Pair
♥T,♣7,♦Q,♣Q,♣5 | Pair
♥T,♣7,♣K,♦7,♣2 | Pair
♥T,♣7,♣K,♦7,♦6 | Pair
♥T,♣7,♣K,♦7,♠7 | Full House
♥T,♣7,♣K,♦7,♠5 | Pair
♥T,♣7,♣K,♦7,♣Q | Pair
♥T,♣7,♣K,♦7,♣9 | Pair
♥T,♣7,♣K,♦7,♣5 | Pair
♥T,♣7,♣K,♣2,♠7 | Pair
♥T,♣7,♣K,♦6,♠7 | Pair
♥T,♣7,♣K,♠7,♠5 | Pair
♥T,♣7,♣K,♠7,♣Q | Pair
♥T,♣7,♣K,♠7,♣9 | Pair
♥T,♣7,♣K,♠7,♣5 | Pair
♥T,♣7,♣K,♠5,♣5 | Pair
♥T,♣7,♦7,♣2,♦6 | Pair
♥T,♣7,♦7,♣2,♠7 | Full House
♥T,♣7,♦7,♣2,♠5 | Pair
♥T,♣7,♦7,♣2,♣Q | Pair
♥T,♣7,♦7,♣2,♣9 | Pair
♥T,♣7,♦7,♣2,♣5 | Pair
♥T,♣7,♦7,♦6,♠7 | Full House
♥T,♣7,♦7,♦6,♠5 | Pair
♥T,♣7,♦7,♦6,♣Q | Pair
♥T,♣7,♦7,♦6,♣9 | Pair
♥T,♣7,♦7,♦6,♣5 | Pair
♥T,♣7,♦7,♠7,♠5 | Full House
♥T,♣7,♦7,♠7,♣Q | Full House
♥T,♣7,♦7,♠7,♣9 | Full House
♥T,♣7,♦7,♠7,♣5 | Full House
♥T,♣7,♦7,♠5,♣Q | Pair
♥T,♣7,♦7,♠5,♣9 | Pair
♥T,♣7,♦7,♠5,♣5 | Two Pairs
♥T,♣7,♦7,♣Q,♣9 | Pair
♥T,♣7,♦7,♣Q,♣5 | Pair
♥T,♣7,♦7,♣9,♣5 | Pair
♥T,♣7,♣2,♦6,♠7 | Pair
♥T,♣7,♣2,♠7,♠5 | Pair
♥T,♣7,♣2,♠7,♣Q | Pair
♥T,♣7,♣2,♠7,♣9 | Pair
♥T,♣7,♣2,♠7,♣5 | Pair
♥T,♣7,♣2,♠5,♣5 | Pair
♥T,♣7,♦6,♠7,♠5 | Pair
♥T,♣7,♦6,♠7,♣Q | Pair
♥T,♣7,♦6,♠7,♣9 | Pair
♥T,♣7,♦6,♠7,♣5 | Pair
♥T,♣7,♦6,♠5,♣5 | Pair
♥T,♣7,♠7,♠5,♣Q | Pair
♥T,♣7,♠7,♠5,♣9 | Pair
♥T,♣7,♠7,♠5,♣5 | Two Pairs
♥T,♣7,♠7,♣Q,♣9 | Pair
♥T,♣7,♠7,♣Q,♣5 | Pair
♥T,♣7,♠7,♣9,♣5 | Pair
♥T,♣7,♠5,♣Q,♣5 | Pair
♥T,♣7,♠5,♣9,♣5 | Pair
♥T,♦Q,♣K,♦7,♠7 | Pair
♥T,♦Q,♣K,♦7,♣Q | Pair
♥T,♦Q,♣K,♣2,♣Q | Pair
♥T,♦Q,♣K,♦6,♣Q | Pair
♥T,♦Q,♣K,♠7,♣Q | Pair
♥T,♦Q,♣K,♠5,♣Q | Pair
♥T,♦Q,♣K,♠5,♣5 | Pair
♥T,♦Q,♣K,♣Q,♣9 | Pair
♥T,♦Q,♣K,♣Q,♣5 | Pair
♥T,♦Q,♦7,♣2,♠7 | Pair
♥T,♦Q,♦7,♣2,♣Q | Pair
♥T,♦Q,♦7,♦6,♠7 | Pair
♥T,♦Q,♦7,♦6,♣Q | Pair
♥T,♦Q,♦7,♠7,♠5 | Pair
♥T,♦Q,♦7,♠7,♣Q | Two Pairs
♥T,♦Q,♦7,♠7,♣9 | Pair
♥T,♦Q,♦7,♠7,♣5 | Pair
♥T,♦Q,♦7,♠5,♣Q | Pair
♥T,♦Q,♦7,♠5,♣5 | Pair
♥T,♦Q,♦7,♣Q,♣9 | Pair
♥T,♦Q,♦7,♣Q,♣5 | Pair
♥T,♦Q,♣2,♦6,♣Q | Pair
♥T,♦Q,♣2,♠7,♣Q | Pair
♥T,♦Q,♣2,♠5,♣Q | Pair
♥T,♦Q,♣2,♠5,♣5 | Pair
♥T,♦Q,♣2,♣Q,♣9 | Pair
♥T,♦Q,♣2,♣Q,♣5 | Pair
♥T,♦Q,♦6,♠7,♣Q | Pair
♥T,♦Q,♦6,♠5,♣Q | Pair
♥T,♦Q,♦6,♠5,♣5 | Pair
