♦8, ♥4, ♠4, ♦9, ♦7 | pair
♥4, ♠4, ♦7, ♥7, ♣10 | two pairs
♥4, ♠4, ♦7, ♥7, ♠K | two pairs
♥4, ♠4, ♦7, ♥7, ♥2 | two pairs
♥4, ♠4, ♦7, ♥7, ♥K | two pairs
♥4, ♠4, ♦7, ♥7, ♥2 | two pairs
♥4, ♠4, ♦7, ♥7, ♠2 | two pairs
♥4, ♠4, ♦7, ♥7, ♦K | two pairs
♥4, ♠4, ♦7, ♥4, ♣10 | three of a kind
♥4, ♠4, ♦7, ♥4, ♠K | three of a kind
♥4, ♠4, ♦7, ♥4, ♥2 | three of a kind
♥4, ♠4, ♦7, ♥4, ♥K | three of a kind
♥4, ♠4, ♦7, ♥4, ♥2 | three of a kind
♥4, ♠4, ♦7, ♥4, ♠2 | three of a kind
♥4, ♠4, ♦7, ♥4, ♦K | three of a kind
♥4, ♠4, ♦7, ♣10, ♠K | pair
♥4, ♠4, ♦7, ♣10, ♥2 | pair
♥4, ♠4, ♦7, ♣10, ♥K | pair
♥4, ♠4, ♦7, ♣10, ♥2 | pair
♥4, ♠4, ♦7, ♣10, ♠2 | pair
♥4, ♠4, ♦7, ♣10, ♦K | pair
♥4, ♠4, ♦7, ♠K, ♥2 | pair
♥4, ♠4, ♦7, ♠K, ♥K | two pairs
♥4, ♠4, ♦7, ♠K, ♥2 | pair
♥4, ♠4, ♦7, ♠K, ♠2 | pair
♥4, ♠4, ♦7, ♠K, ♦K | two pairs
♥4, ♠4, ♦7, ♥2, ♥K | pair
♥4, ♠4, ♦7, ♥2, ♥2 | two pairs
♥4, ♠4, ♦7, ♥2, ♠2 | two pairs
♥4, ♠4, ♦7, ♥2, ♦K | pair
♥4, ♠4, ♦7, ♥K, ♥2 | pair
♥4, ♠4, ♦7, ♥K, ♠2 | pair
♥4, ♠4, ♦7, ♥K, ♦K | two pairs
♥4, ♠4, ♦7, ♥2, ♠2 | two pairs
♥4, ♠4, ♦7, ♥2, ♦K | pair
♥4, ♠4, ♦7, ♠2, ♦K | pair
♥4, ♠4, ♥7, ♥4, ♣10 | three of a kind
♥4, ♠4, ♥7, ♥4, ♠K | three of a kind
♥4, ♠4, ♥7, ♥4, ♥2 | three of a kind
♥4, ♠4, ♥7, ♥4, ♥K | three of a kind
♥4, ♠4, ♥7, ♥4, ♥2 | three of a kind
♥4, ♠4, ♥7, ♥4, ♠2 | three of a kind
♥4, ♠4, ♥7, ♥4, ♦K | three of a kind
♥4, ♠4, ♥7, ♣10, ♠K | pair
♥4, ♠4, ♥7, ♣10, ♥2 | pair
♥4, ♠4, ♥7, ♣10, ♥K | pair
♥4, ♠4, ♥7, ♣10, ♥2 | pair
♥4, ♠4, ♥7, ♣10, ♠2 | pair
♥4, ♠4, ♥7, ♣10, ♦K | pair
♥4, ♠4, ♥7, ♠K, ♥2 | pair
♥4, ♠4, ♥7, ♠K, ♥K | two pairs
♥4, ♠4, ♥7, ♠K, ♥2 | pair
♥4, ♠4, ♥7, ♠K, ♠2 | pair
♥4, ♠4, ♥7, ♠K, ♦K | two pairs
♥4, ♠4, ♥7, ♥2, ♥K | pair
♥4, ♠4, ♥7, ♥2, ♥2 | two pairs
♥4, ♠4, ♥7, ♥2, ♠2 | two pairs
♥4, ♠4, ♥7, ♥2, ♦K | pair
♥4, ♠4, ♥7, ♥K, ♥2 | pair
♥4, ♠4, ♥7, ♥K, ♠2 | pair
♥4, ♠4, ♥7, ♥K, ♦K | two pairs
♥4, ♠4, ♥7, ♥2, ♠2 | two pairs
♥4, ♠4, ♥7, ♥2, ♦K | pair
♥4, ♠4, ♥7, ♠2, ♦K | pair
♥4, ♠4, ♥4, ♣10, ♠K | three of a kind
♥4, ♠4, ♥4, ♣10, ♥2 | three of a kind
♥4, ♠4, ♥4, ♣10, ♥K | three of a kind
♥4, ♠4, ♥4, ♣10, ♥2 | three of a kind
♥4, ♠4, ♥4, ♣10, ♠2 | three of a kind
♥4, ♠4, ♥4, ♣10, ♦K | three of a kind
♥4, ♠4, ♥4, ♠K, ♥2 | three of a kind
♥4, ♠4, ♥4, ♠K, ♥K | fullhouse
♥4, ♠4, ♥4, ♠K, ♥2 | three of a kind
♥4, ♠4, ♥4, ♠K, ♠2 | three of a kind
♥4, ♠4, ♥4, ♠K, ♦K | fullhouse
♥4, ♠4, ♥4, ♥2, ♥K | three of a kind
♥4, ♠4, ♥4, ♥2, ♥2 | fullhouse
♥4, ♠4, ♥4, ♥2, ♠2 | fullhouse
♥4, ♠4, ♥4, ♥2, ♦K | three of a kind
♥4, ♠4, ♥4, ♥K, ♥2 | three of a kind
♥4, ♠4, ♥4, ♥K, ♠2 | three of a kind
♥4, ♠4, ♥4, ♥K, ♦K | fullhouse
♥4, ♠4, ♥4, ♥2, ♠2 | fullhouse
♥4, ♠4, ♥4, ♥2, ♦K | three of a kind
♥4, ♠4, ♥4, ♠2, ♦K | three of a kind
♥4, ♠4, ♣10, ♠K, ♥2 | pair
♥4, ♠4, ♣10, ♠K, ♥K | two pairs
♥4, ♠4, ♣10, ♠K, ♥2 | pair
♥4, ♠4, ♣10, ♠K, ♠2 | pair
♥4, ♠4, ♣10, ♠K, ♦K | two pairs
♥4, ♠4, ♣10, ♥2, ♥K | pair
♥4, ♠4, ♣10, ♥2, ♥2 | two pairs
♥4, ♠4, ♣10, ♥2, ♠2 | two pairs
♥4, ♠4, ♣10, ♥2, ♦K | pair
♥4, ♠4, ♣10, ♥K, ♥2 | pair
♥4, ♠4, ♣10, ♥K, ♠2 | pair
♥4, ♠4, ♣10, ♥K, ♦K | two pairs
♥4, ♠4, ♣10, ♥2, ♠2 | two pairs
♥4, ♠4, ♣10, ♥2, ♦K | pair
♥4, ♠4, ♣10, ♠2, ♦K | pair
♥4, ♠4, ♠K, ♥2, ♥K | two pairs
♥4, ♠4, ♠K, ♥2, ♥2 | two pairs
♥4, ♠4, ♠K, ♥2, ♠2 | two pairs
♥4, ♠4, ♠K, ♥2, ♦K | two pairs
♥4, ♠4, ♠K, ♥K, ♥2 | two pairs
♥4, ♠4, ♠K, ♥K, ♠2 | two pairs
♥4, ♠4, ♠K, ♥K, ♦K | fullhouse
♥4, ♠4, ♠K, ♥2, ♠2 | two pairs
♥4, ♠4, ♠K, ♥2, ♦K | two pairs
♥4, ♠4, ♠K, ♠2, ♦K | two pairs
♥4, ♠4, ♥2, ♥K, ♥2 | two pairs
♥4, ♠4, ♥2, ♥K, ♠2 | two pairs
♥4, ♠4, ♥2, ♥K, ♦K | two pairs
♥4, ♠4, ♥2, ♥2, ♠2 | fullhouse
♥4, ♠4, ♥2, ♥2, ♦K | two pairs
♥4, ♠4, ♥2, ♠2, ♦K | two pairs
♥4, ♠4, ♥K, ♥2, ♠2 | two pairs
♥4, ♠4, ♥K, ♥2, ♦K | two pairs
♥4, ♠4, ♥K, ♠2, ♦K | two pairs
♥4, ♠4, ♥2, ♠2, ♦K | two pairs
♥4, ♦9, ♦7, ♥7, ♥4 | two pairs
♥4, ♦9, ♦7, ♥7, ♣10 | pair
♥4, ♦9, ♦7, ♥7, ♠K | pair
♥4, ♦9, ♦7, ♥7, ♥2 | pair
♥4, ♦9, ♦7, ♥7, ♥K | pair
♥4, ♦9, ♦7, ♥7, ♥2 | pair
♥4, ♦9, ♦7, ♥7, ♠2 | pair
♥4, ♦9, ♦7, ♥7, ♦K | pair
♥4, ♦9, ♦7, ♥4, ♣10 | pair
♥4, ♦9, ♦7, ♥4, ♠K | pair
♥4, ♦9, ♦7, ♥4, ♥2 | pair
♥4, ♦9, ♦7, ♥4, ♥K | pair
♥4, ♦9, ♦7, ♥4, ♥2 | pair
♥4, ♦9, ♦7, ♥4, ♠2 | pair
♥4, ♦9, ♦7, ♥4, ♦K | pair
♥4, ♦9, ♦7, ♠K, ♥K | pair
♥4, ♦9, ♦7, ♠K, ♦K | pair
♥4, ♦9, ♦7, ♥2, ♥2 | pair
♥4, ♦9, ♦7, ♥2, ♠2 | pair
♥4, ♦9, ♦7, ♥K, ♦K | pair
♥4, ♦9, ♦7, ♥2, ♠2 | pair
♥4, ♦9, ♥7, ♥4, ♣10 | pair
♥4, ♦9, ♥7, ♥4, ♠K | pair
♥4, ♦9, ♥7, ♥4, ♥2 | pair
♥4, ♦9, ♥7, ♥4, ♥K | pair
♥4, ♦9, ♥7, ♥4, ♥2 | pair
♥4, ♦9, ♥7, ♥4, ♠2 | pair
♥4, ♦9, ♥7, ♥4, ♦K | pair
♥4, ♦9, ♥7, ♠K, ♥K | pair
♥4, ♦9, ♥7, ♠K, ♦K | pair
♥4, ♦9, ♥7, ♥2, ♥2 | pair
♥4, ♦9, ♥7, ♥2, ♠2 | pair
♥4, ♦9, ♥7, ♥K, ♦K | pair
♥4, ♦9, ♥7, ♥2, ♠2 | pair
♥4, ♦9, ♥4, ♣10, ♠K | pair
♥4, ♦9, ♥4, ♣10, ♥2 | pair
♥4, ♦9, ♥4, ♣10, ♥K | pair
♥4, ♦9, ♥4, ♣10, ♥2 | pair
♥4, ♦9, ♥4, ♣10, ♠2 | pair
♥4, ♦9, ♥4, ♣10, ♦K | pair
♥4, ♦9, ♥4, ♠K, ♥2 | pair
♥4, ♦9, ♥4, ♠K, ♥K | two pairs
♥4, ♦9, ♥4, ♠K, ♥2 | pair
♥4, ♦9, ♥4, ♠K, ♠2 | pair
♥4, ♦9, ♥4, ♠K, ♦K | two pairs
♥4, ♦9, ♥4, ♥2, ♥K | pair
♥4, ♦9, ♥4, ♥2, ♥2 | two pairs
♥4, ♦9, ♥4, ♥2, ♠2 | two pairs
♥4, ♦9, ♥4, ♥2, ♦K | pair
♥4, ♦9, ♥4, ♥K, ♥2 | pair
♥4, ♦9, ♥4, ♥K, ♠2 | pair
♥4, ♦9, ♥4, ♥K, ♦K | two pairs
♥4, ♦9, ♥4, ♥2, ♠2 | two pairs
♥4, ♦9, ♥4, ♥2, ♦K | pair
♥4, ♦9, ♥4, ♠2, ♦K | pair
♥4, ♦9, ♣10, ♠K, ♥K | pair
♥4, ♦9, ♣10, ♠K, ♦K | pair
♥4, ♦9, ♣10, ♥2, ♥2 | pair
♥4, ♦9, ♣10, ♥2, ♠2 | pair
♥4, ♦9, ♣10, ♥K, ♦K | pair
♥4, ♦9, ♣10, ♥2, ♠2 | pair
♥4, ♦9, ♠K, ♥2, ♥K | pair
♥4, ♦9, ♠K, ♥2, ♥2 | pair
♥4, ♦9, ♠K, ♥2, ♠2 | pair
♥4, ♦9, ♠K, ♥2, ♦K | pair
♥4, ♦9, ♠K, ♥K, ♥2 | pair
♥4, ♦9, ♠K, ♥K, ♠2 | pair
♥4, ♦9, ♠K, ♥K, ♦K | three of a kind
♥4, ♦9, ♠K, ♥2, ♠2 | pair
♥4, ♦9, ♠K, ♥2, ♦K | pair
♥4, ♦9, ♠K, ♠2, ♦K | pair
♥4, ♦9, ♥2, ♥K, ♥2 | pair
♥4, ♦9, ♥2, ♥K, ♠2 | pair
♥4, ♦9, ♥2, ♥K, ♦K | pair
♥4, ♦9, ♥2, ♥2, ♠2 | three of a kind
♥4, ♦9, ♥2, ♥2, ♦K | pair
♥4, ♦9, ♥2, ♠2, ♦K | pair
♥4, ♦9, ♥K, ♥2, ♠2 | pair
♥4, ♦9, ♥K, ♥2, ♦K | pair
♥4, ♦9, ♥K, ♠2, ♦K | pair
♥4, ♦9, ♥2, ♠2, ♦K | pair
♥4, ♦7, ♥7, ♥4, ♣10 | two pairs
♥4, ♦7, ♥7, ♥4, ♠K | two pairs
♥4, ♦7, ♥7, ♥4, ♥2 | two pairs
♥4, ♦7, ♥7, ♥4, ♥K | two pairs
♥4, ♦7, ♥7, ♥4, ♥2 | two pairs
♥4, ♦7, ♥7, ♥4, ♠2 | two pairs
♥4, ♦7, ♥7, ♥4, ♦K | two pairs
♥4, ♦7, ♥7, ♣10, ♠K | pair
♥4, ♦7, ♥7, ♣10, ♥2 | pair
♥4, ♦7, ♥7, ♣10, ♥K | pair
♥4, ♦7, ♥7, ♣10, ♥2 | pair
♥4, ♦7, ♥7, ♣10, ♠2 | pair
♥4, ♦7, ♥7, ♣10, ♦K | pair
♥4, ♦7, ♥7, ♠K, ♥2 | pair
♥4, ♦7, ♥7, ♠K, ♥K | two pairs
♥4, ♦7, ♥7, ♠K, ♥2 | pair
♥4, ♦7, ♥7, ♠K, ♠2 | pair
♥4, ♦7, ♥7, ♠K, ♦K | two pairs
♥4, ♦7, ♥7, ♥2, ♥K | pair
♥4, ♦7, ♥7, ♥2, ♥2 | two pairs
♥4, ♦7, ♥7, ♥2, ♠2 | two pairs
♥4, ♦7, ♥7, ♥2, ♦K | pair
♥4, ♦7, ♥7, ♥K, ♥2 | pair
♥4, ♦7, ♥7, ♥K, ♠2 | pair
♥4, ♦7, ♥7, ♥K, ♦K | two pairs
♥4, ♦7, ♥7, ♥2, ♠2 | two pairs
♥4, ♦7, ♥7, ♥2, ♦K | pair
♥4, ♦7, ♥7, ♠2, ♦K | pair
♥4, ♦7, ♥4, ♣10, ♠K | pair
♥4, ♦7, ♥4, ♣10, ♥2 | pair
♥4, ♦7, ♥4, ♣10, ♥K | pair
♥4, ♦7, ♥4, ♣10, ♥2 | pair
♥4, ♦7, ♥4, ♣10, ♠2 | pair
♥4, ♦7, ♥4, ♣10, ♦K | pair
♥4, ♦7, ♥4, ♠K, ♥2 | pair
♥4, ♦7, ♥4, ♠K, ♥K | two pairs
♥4, ♦7, ♥4, ♠K, ♥2 | pair
♥4, ♦7, ♥4, ♠K, ♠2 | pair
♥4, ♦7, ♥4, ♠K, ♦K | two pairs
♥4, ♦7, ♥4, ♥2, ♥K | pair
♥4, ♦7, ♥4, ♥2, ♥2 | two pairs
♥4, ♦7, ♥4, ♥2, ♠2 | two pairs
♥4, ♦7, ♥4, ♥2, ♦K | pair
♥4, ♦7, ♥4, ♥K, ♥2 | pair
♥4, ♦7, ♥4, ♥K, ♠2 | pair
♥4, ♦7, ♥4, ♥K, ♦K | two pairs
♥4, ♦7, ♥4, ♥2, ♠2 | two pairs
♥4, ♦7, ♥4, ♥2, ♦K | pair
♥4, ♦7, ♥4, ♠2, ♦K | pair
♥4, ♦7, ♣10, ♠K, ♥K | pair
♥4, ♦7, ♣10, ♠K, ♦K | pair
♥4, ♦7, ♣10, ♥2, ♥2 | pair
♥4, ♦7, ♣10, ♥2, ♠2 | pair
♥4, ♦7, ♣10, ♥K, ♦K | pair
♥4, ♦7, ♣10, ♥2, ♠2 | pair
♥4, ♦7, ♠K, ♥2, ♥K | pair
♥4, ♦7, ♠K, ♥2, ♥2 | pair
♥4, ♦7, ♠K, ♥2, ♠2 | pair
♥4, ♦7, ♠K, ♥2, ♦K | pair
♥4, ♦7, ♠K, ♥K, ♥2 | pair
♥4, ♦7, ♠K, ♥K, ♠2 | pair
♥4, ♦7, ♠K, ♥K, ♦K | three of a kind
♥4, ♦7, ♠K, ♥2, ♠2 | pair
♥4, ♦7, ♠K, ♥2, ♦K | pair
♥4, ♦7, ♠K, ♠2, ♦K | pair
♥4, ♦7, ♥2, ♥K, ♥2 | pair
♥4, ♦7, ♥2, ♥K, ♠2 | pair
♥4, ♦7, ♥2, ♥K, ♦K | pair
♥4, ♦7, ♥2, ♥2, ♠2 | three of a kind
♥4, ♦7, ♥2, ♥2, ♦K | pair
♥4, ♦7, ♥2, ♠2, ♦K | pair
♥4, ♦7, ♥K, ♥2, ♠2 | pair
♥4, ♦7, ♥K, ♥2, ♦K | pair
♥4, ♦7, ♥K, ♠2, ♦K | pair
♥4, ♦7, ♥2, ♠2, ♦K | pair
♥4, ♥7, ♥4, ♣10, ♠K | pair
♥4, ♥7, ♥4, ♣10, ♥2 | pair
♥4, ♥7, ♥4, ♣10, ♥K | pair
♥4, ♥7, ♥4, ♣10, ♥2 | pair
♥4, ♥7, ♥4, ♣10, ♠2 | pair
♥4, ♥7, ♥4, ♣10, ♦K | pair
♥4, ♥7, ♥4, ♠K, ♥2 | pair
♥4, ♥7, ♥4, ♠K, ♥K | two pairs
♥4, ♥7, ♥4, ♠K, ♥2 | pair
♥4, ♥7, ♥4, ♠K, ♠2 | pair
♥4, ♥7, ♥4, ♠K, ♦K | two pairs
♥4, ♥7, ♥4, ♥2, ♥K | flush
♥4, ♥7, ♥4, ♥2, ♥2 | flush
♥4, ♥7, ♥4, ♥2, ♠2 | two pairs
♥4, ♥7, ♥4, ♥2, ♦K | pair
♥4, ♥7, ♥4, ♥K, ♥2 | flush
♥4, ♥7, ♥4, ♥K, ♠2 | pair
♥4, ♥7, ♥4, ♥K, ♦K | two pairs
♥4, ♥7, ♥4, ♥2, ♠2 | two pairs
♥4, ♥7, ♥4, ♥2, ♦K | pair
♥4, ♥7, ♥4, ♠2, ♦K | pair
♥4, ♥7, ♣10, ♠K, ♥K | pair
♥4, ♥7, ♣10, ♠K, ♦K | pair
♥4, ♥7, ♣10, ♥2, ♥2 | pair
♥4, ♥7, ♣10, ♥2, ♠2 | pair
♥4, ♥7, ♣10, ♥K, ♦K | pair
♥4, ♥7, ♣10, ♥2, ♠2 | pair
♥4, ♥7, ♠K, ♥2, ♥K | pair
♥4, ♥7, ♠K, ♥2, ♥2 | pair
♥4, ♥7, ♠K, ♥2, ♠2 | pair
♥4, ♥7, ♠K, ♥2, ♦K | pair
♥4, ♥7, ♠K, ♥K, ♥2 | pair
♥4, ♥7, ♠K, ♥K, ♠2 | pair
♥4, ♥7, ♠K, ♥K, ♦K | three of a kind
♥4, ♥7, ♠K, ♥2, ♠2 | pair
♥4, ♥7, ♠K, ♥2, ♦K | pair
♥4, ♥7, ♠K, ♠2, ♦K | pair
♥4, ♥7, ♥2, ♥K, ♥2 | flush
♥4, ♥7, ♥2, ♥K, ♠2 | pair
♥4, ♥7, ♥2, ♥K, ♦K | pair
♥4, ♥7, ♥2, ♥2, ♠2 | three of a kind
♥4, ♥7, ♥2, ♥2, ♦K | pair
♥4, ♥7, ♥2, ♠2, ♦K | pair
♥4, ♥7, ♥K, ♥2, ♠2 | pair
♥4, ♥7, ♥K, ♥2, ♦K | pair
♥4, ♥7, ♥K, ♠2, ♦K | pair
♥4, ♥7, ♥2, ♠2, ♦K | pair
♥4, ♥4, ♣10, ♠K, ♥2 | pair
♥4, ♥4, ♣10, ♠K, ♥K | two pairs
♥4, ♥4, ♣10, ♠K, ♥2 | pair
♥4, ♥4, ♣10, ♠K, ♠2 | pair
♥4, ♥4, ♣10, ♠K, ♦K | two pairs
♥4, ♥4, ♣10, ♥2, ♥K | pair
♥4, ♥4, ♣10, ♥2, ♥2 | two pairs
♥4, ♥4, ♣10, ♥2, ♠2 | two pairs
♥4, ♥4, ♣10, ♥2, ♦K | pair
♥4, ♥4, ♣10, ♥K, ♥2 | pair
♥4, ♥4, ♣10, ♥K, ♠2 | pair
♥4, ♥4, ♣10, ♥K, ♦K | two pairs
♥4, ♥4, ♣10, ♥2, ♠2 | two pairs
♥4, ♥4, ♣10, ♥2, ♦K | pair
♥4, ♥4, ♣10, ♠2, ♦K | pair
♥4, ♥4, ♠K, ♥2, ♥K | two pairs
♥4, ♥4, ♠K, ♥2, ♥2 | two pairs
♥4, ♥4, ♠K, ♥2, ♠2 | two pairs
♥4, ♥4, ♠K, ♥2, ♦K | two pairs
♥4, ♥4, ♠K, ♥K, ♥2 | two pairs
♥4, ♥4, ♠K, ♥K, ♠2 | two pairs
♥4, ♥4, ♠K, ♥K, ♦K | fullhouse
♥4, ♥4, ♠K, ♥2, ♠2 | two pairs
♥4, ♥4, ♠K, ♥2, ♦K | two pairs
♥4, ♥4, ♠K, ♠2, ♦K | two pairs
♥4, ♥4, ♥2, ♥K, ♥2 | flush
♥4, ♥4, ♥2, ♥K, ♠2 | two pairs
♥4, ♥4, ♥2, ♥K, ♦K | two pairs
♥4, ♥4, ♥2, ♥2, ♠2 | fullhouse
♥4, ♥4, ♥2, ♥2, ♦K | two pairs
♥4, ♥4, ♥2, ♠2, ♦K | two pairs
♥4, ♥4, ♥K, ♥2, ♠2 | two pairs
♥4, ♥4, ♥K, ♥2, ♦K | two pairs
♥4, ♥4, ♥K, ♠2, ♦K | two pairs
♥4, ♥4, ♥2, ♠2, ♦K | two pairs
♥4, ♣10, ♠K, ♥2, ♥K | pair
♥4, ♣10, ♠K, ♥2, ♥2 | pair
♥4, ♣10, ♠K, ♥2, ♠2 | pair
♥4, ♣10, ♠K, ♥2, ♦K | pair
♥4, ♣10, ♠K, ♥K, ♥2 | pair
♥4, ♣10, ♠K, ♥K, ♠2 | pair
♥4, ♣10, ♠K, ♥K, ♦K | three of a kind
♥4, ♣10, ♠K, ♥2, ♠2 | pair
♥4, ♣10, ♠K, ♥2, ♦K | pair
♥4, ♣10, ♠K, ♠2, ♦K | pair
♥4, ♣10, ♥2, ♥K, ♥2 | pair
♥4, ♣10, ♥2, ♥K, ♠2 | pair
♥4, ♣10, ♥2, ♥K, ♦K | pair
♥4, ♣10, ♥2, ♥2, ♠2 | three of a kind
♥4, ♣10, ♥2, ♥2, ♦K | pair
♥4, ♣10, ♥2, ♠2, ♦K | pair
♥4, ♣10, ♥K, ♥2, ♠2 | pair
♥4, ♣10, ♥K, ♥2, ♦K | pair
♥4, ♣10, ♥K, ♠2, ♦K | pair
♥4, ♣10, ♥2, ♠2, ♦K | pair
♥4, ♠K, ♥2, ♥K, ♥2 | two pairs
♥4, ♠K, ♥2, ♥K, ♠2 | two pairs
♥4, ♠K, ♥2, ♥K, ♦K | three of a kind
♥4, ♠K, ♥2, ♥2, ♠2 | three of a kind
♥4, ♠K, ♥2, ♥2, ♦K | two pairs
♥4, ♠K, ♥2, ♠2, ♦K | two pairs
♥4, ♠K, ♥K, ♥2, ♠2 | two pairs
♥4, ♠K, ♥K, ♥2, ♦K | three of a kind
♥4, ♠K, ♥K, ♠2, ♦K | three of a kind
♥4, ♠K, ♥2, ♠2, ♦K | two pairs
♥4, ♥2, ♥K, ♥2, ♠2 | three of a kind
♥4, ♥2, ♥K, ♥2, ♦K | two pairs
♥4, ♥2, ♥K, ♠2, ♦K | two pairs
♥4, ♥2, ♥2, ♠2, ♦K | three of a kind
♥4, ♥K, ♥2, ♠2, ♦K | two pairs
♠4, ♦9, ♦7, ♥7, ♥4 | two pairs
♠4, ♦9, ♦7, ♥7, ♣10 | pair
♠4, ♦9, ♦7, ♥7, ♠K | pair
♠4, ♦9, ♦7, ♥7, ♥2 | pair
♠4, ♦9, ♦7, ♥7, ♥K | pair
♠4, ♦9, ♦7, ♥7, ♥2 | pair
♠4, ♦9, ♦7, ♥7, ♠2 | pair
♠4, ♦9, ♦7, ♥7, ♦K | pair
♠4, ♦9, ♦7, ♥4, ♣10 | pair
♠4, ♦9, ♦7, ♥4, ♠K | pair
♠4, ♦9, ♦7, ♥4, ♥2 | pair
♠4, ♦9, ♦7, ♥4, ♥K | pair
♠4, ♦9, ♦7, ♥4, ♥2 | pair
♠4, ♦9, ♦7, ♥4, ♠2 | pair
♠4, ♦9, ♦7, ♥4, ♦K | pair
♠4, ♦9, ♦7, ♠K, ♥K | pair
♠4, ♦9, ♦7, ♠K, ♦K | pair
♠4, ♦9, ♦7, ♥2, ♥2 | pair
♠4, ♦9, ♦7, ♥2, ♠2 | pair
♠4, ♦9, ♦7, ♥K, ♦K | pair
♠4, ♦9, ♦7, ♥2, ♠2 | pair
♠4, ♦9, ♥7, ♥4, ♣10 | pair
♠4, ♦9, ♥7, ♥4, ♠K | pair
♠4, ♦9, ♥7, ♥4, ♥2 | pair
♠4, ♦9, ♥7, ♥4, ♥K | pair
♠4, ♦9, ♥7, ♥4, ♥2 | pair
♠4, ♦9, ♥7, ♥4, ♠2 | pair
♠4, ♦9, ♥7, ♥4, ♦K | pair
♠4, ♦9, ♥7, ♠K, ♥K | pair
♠4, ♦9, ♥7, ♠K, ♦K | pair
♠4, ♦9, ♥7, ♥2, ♥2 | pair
♠4, ♦9, ♥7, ♥2, ♠2 | pair
♠4, ♦9, ♥7, ♥K, ♦K | pair
♠4, ♦9, ♥7, ♥2, ♠2 | pair
♠4, ♦9, ♥4, ♣10, ♠K | pair
♠4, ♦9, ♥4, ♣10, ♥2 | pair
♠4, ♦9, ♥4, ♣10, ♥K | pair
♠4, ♦9, ♥4, ♣10, ♥2 | pair
♠4, ♦9, ♥4, ♣10, ♠2 | pair
♠4, ♦9, ♥4, ♣10, ♦K | pair
♠4, ♦9, ♥4, ♠K, ♥2 | pair
♠4, ♦9, ♥4, ♠K, ♥K | two pairs
♠4, ♦9, ♥4, ♠K, ♥2 | pair
♠4, ♦9, ♥4, ♠K, ♠2 | pair
♠4, ♦9, ♥4, ♠K, ♦K | two pairs
♠4, ♦9, ♥4, ♥2, ♥K | pair
♠4, ♦9, ♥4, ♥2, ♥2 | two pairs
♠4, ♦9, ♥4, ♥2, ♠2 | two pairs
♠4, ♦9, ♥4, ♥2, ♦K | pair
♠4, ♦9, ♥4, ♥K, ♥2 | pair
♠4, ♦9, ♥4, ♥K, ♠2 | pair
♠4, ♦9, ♥4, ♥K, ♦K | two pairs
♠4, ♦9, ♥4, ♥2, ♠2 | two pairs
♠4, ♦9, ♥4, ♥2, ♦K | pair
♠4, ♦9, ♥4, ♠2, ♦K | pair
♠4, ♦9, ♣10, ♠K, ♥K | pair
♠4, ♦9, ♣10, ♠K, ♦K | pair
♠4, ♦9, ♣10, ♥2, ♥2 | pair
♠4, ♦9, ♣10, ♥2, ♠2 | pair
♠4, ♦9, ♣10, ♥K, ♦K | pair
♠4, ♦9, ♣10, ♥2, ♠2 | pair
♠4, ♦9, ♠K, ♥2, ♥K | pair
♠4, ♦9, ♠K, ♥2, ♥2 | pair
♠4, ♦9, ♠K, ♥2, ♠2 | pair
♠4, ♦9, ♠K, ♥2, ♦K | pair
♠4, ♦9, ♠K, ♥K, ♥2 | pair
♠4, ♦9, ♠K, ♥K, ♠2 | pair
♠4, ♦9, ♠K, ♥K, ♦K | three of a kind
♠4, ♦9, ♠K, ♥2, ♠2 | pair
♠4, ♦9, ♠K, ♥2, ♦K | pair
♠4, ♦9, ♠K, ♠2, ♦K | pair
♠4, ♦9, ♥2, ♥K, ♥2 | pair
♠4, ♦9, ♥2, ♥K, ♠2 | pair
♠4, ♦9, ♥2, ♥K, ♦K | pair
♠4, ♦9, ♥2, ♥2, ♠2 | three of a kind
♠4, ♦9, ♥2, ♥2, ♦K | pair
♠4, ♦9, ♥2, ♠2, ♦K | pair
♠4, ♦9, ♥K, ♥2, ♠2 | pair
♠4, ♦9, ♥K, ♥2, ♦K | pair
♠4, ♦9, ♥K, ♠2, ♦K | pair
♠4, ♦9, ♥2, ♠2, ♦K | pair
♠4, ♦7, ♥7, ♥4, ♣10 | two pairs
♠4, ♦7, ♥7, ♥4, ♠K | two pairs
♠4, ♦7, ♥7, ♥4, ♥2 | two pairs
♠4, ♦7, ♥7, ♥4, ♥K | two pairs
♠4, ♦7, ♥7, ♥4, ♥2 | two pairs
♠4, ♦7, ♥7, ♥4, ♠2 | two pairs
♠4, ♦7, ♥7, ♥4, ♦K | two pairs
♠4, ♦7, ♥7, ♣10, ♠K | pair
♠4, ♦7, ♥7, ♣10, ♥2 | pair
♠4, ♦7, ♥7, ♣10, ♥K | pair
♠4, ♦7, ♥7, ♣10, ♥2 | pair
♠4, ♦7, ♥7, ♣10, ♠2 | pair
♠4, ♦7, ♥7, ♣10, ♦K | pair
♠4, ♦7, ♥7, ♠K, ♥2 | pair
♠4, ♦7, ♥7, ♠K, ♥K | two pairs
♠4, ♦7, ♥7, ♠K, ♥2 | pair
♠4, ♦7, ♥7, ♠K, ♠2 | pair
♠4, ♦7, ♥7, ♠K, ♦K | two pairs
♠4, ♦7, ♥7, ♥2, ♥K | pair
♠4, ♦7, ♥7, ♥2, ♥2 | two pairs
